9 of 10 units, , , , ,V4e121_00, , , ,V4e122_00, , , ,V4e122_01, , , ,V4e123_00, , , ,V4e123_01, , , ,MTe080_00, , , ,MTe080_01, , , ,MTe081_00, , , ,MTe081_02, , , 
trials,task,correct,color,motion,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample
286,M,1,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.543000221252441,49.44900131225586,1.1799999475479126,43.402000427246094,10.680999755859375,69.68599700927734,7.060999870300293,39.290000915527344,3.2860000133514404,109.45999908447266,54.672000885009766,65.9020004272461,NaN,NaN,NaN,NaN,22.37700080871582,142.6230010986328,74.5,88.81300354003906,0.0860000029206276,12.642000198364258,0.014999999664723873,12.187999725341797
287,M,1,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.28700065612793,0.06599999964237213,34.441001892089844,41.9630012512207,24.503999710083008,0.11900000274181366,60.71799850463867,56.88999938964844,31.399999618530273,24.30699920654297,22.31100082397461,58.86800003051758,NaN,NaN,NaN,NaN,66.93800354003906,69.39900207519531,52.242000579833984,162.2259979248047,NaN,NaN,NaN,NaN
288,C,1,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.468999862670898,2.187000036239624,44.03900146484375,89.56400299072266,0.5770000219345093,25.00200080871582,107.96399688720703,110.41799926757812,82.81900024414062,48.09400177001953,38.86800003051758,121.625,NaN,NaN,NaN,NaN,112.23400115966797,88.61900329589844,52.75299835205078,139.8300018310547,NaN,NaN,NaN,NaN
289,M,1,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13099999725818634,8.194000244140625,23.253999710083008,5.951000213623047,0.30300000309944153,11.467000007629395,48.709999084472656,6.086999893188477,8.871000289916992,0.052000001072883606,0.003000000026077032,39.73500061035156,NaN,NaN,NaN,NaN,45.51100158691406,12.83899974822998,6.48799991607666,59.22700119018555,NaN,NaN,NaN,NaN
290,M,1,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.664000034332275,1.0119999647140503,36.165000915527344,6.986999988555908,9.21500015258789,0.42500001192092896,46.51599884033203,29.44700050354004,11.944999694824219,0.02500000037252903,0.0,14.524999618530273,2.3340001106262207,0.0,0.0,0.12099999934434891,2.1570000648498535,6.760000228881836,2.4070000648498535,44.00600051879883,0.09099999815225601,0.0,0.0010000000474974513,11.859999656677246
291,M,0,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34299999475479126,22.132999420166016,40.40800094604492,1.61899995803833,0.5490000247955322,23.386999130249023,64.31300354003906,11.182000160217285,4.8379998207092285,40.03200149536133,2.822000026702881,50.77199935913086,NaN,NaN,NaN,NaN,29.8700008392334,28.906999588012695,4.573999881744385,78.78299713134766,1.36899995803833,9.369999885559082,0.01600000075995922,3.88700008392334
292,M,1,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.699000358581543,2.2699999809265137,0.003000000026077032,39.165000915527344,5.8979997634887695,10.807999610900879,0.007000000216066837,98.04399871826172,6.6570000648498535,33.84400177001953,2.2019999027252197,51.03200149536133,NaN,NaN,NaN,NaN,19.283000946044922,47.487998962402344,33.124000549316406,56.93299865722656,0.023000000044703484,0.0,4.604000091552734,6.831999778747559
293,M,1,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13699999451637268,2.244999885559082,0.02800000086426735,31.8700008392334,0.2630000114440918,2.244999885559082,0.028999999165534973,53.21200180053711,6.906000137329102,17.240999221801758,0.12300000339746475,31.05699920654297,NaN,NaN,NaN,NaN,38.08700180053711,28.41900062561035,30.764999389648438,113.7770004272461,NaN,NaN,NaN,NaN
294,C,0,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7870001792907715,15.649999618530273,30.81800079345703,66.61599731445312,9.640000343322754,25.475000381469727,73.56600189208984,151.1840057373047,2.5209999084472656,0.017000000923871994,2.2809998989105225,28.267000198364258,NaN,NaN,NaN,NaN,11.045999526977539,2.369999885559082,4.441999912261963,55.715999603271484,NaN,NaN,NaN,NaN
295,C,1,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.05500030517578,0.0010000000474974513,31.94099998474121,74.26699829101562,47.87799835205078,0.0010000000474974513,74.50900268554688,183.19000244140625,19.2450008392334,0.04600000008940697,2.2699999809265137,35.85100173950195,NaN,NaN,NaN,NaN,21.23699951171875,6.145999908447266,6.426000118255615,82.42500305175781,0.05700000002980232,0.0,0.0010000000474974513,9.272000312805176
296,C,1,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.30400085449219,0.02500000037252903,16.72599983215332,96.25399780273438,22.035999298095703,0.07900000363588333,31.732999801635742,159.85400390625,72.70800018310547,65.16899871826172,65.69100189208984,20.594999313354492,NaN,NaN,NaN,NaN,93.61499786376953,103.66100311279297,129.5019989013672,56.98699951171875,NaN,NaN,NaN,NaN
297,M,1,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20600000023841858,25.85700035095215,0.6499999761581421,35.0359992980957,7.196000099182129,57.44300079345703,7.794000148773193,47.28200149536133,47.7400016784668,8.418999671936035,59.38800048828125,19.742000579833984,NaN,NaN,NaN,NaN,94.36599731445312,59.10300064086914,87.00199890136719,33.32899856567383,0.03999999910593033,3.877000093460083,0.5189999938011169,14.017999649047852
298,M,1,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25200000405311584,21.827999114990234,21.097000122070312,64.35299682617188,0.4690000116825104,44.7400016784668,21.687999725341797,140.8509979248047,0.2460000067949295,10.090999603271484,57.56100082397461,21.56399917602539,NaN,NaN,NaN,NaN,20.898000717163086,51.95600128173828,106.60800170898438,81.15799713134766,2.3429999351501465,12.399999618530273,10.449999809265137,29.593000411987305
299,C,1,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.496999740600586,2.259999990463257,28.906999588012695,102.55999755859375,41.332000732421875,0.02800000086426735,39.13600158691406,92.8499984741211,68.48100280761719,26.326000213623047,79.3030014038086,0.6909999847412109,NaN,NaN,NaN,NaN,118.71700286865234,55.48699951171875,91.21499633789062,16.88800048828125,0.03999999910593033,0.0,0.0,0.13099999725818634
300,C,0,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.998000144958496,40.696998596191406,14.340999603271484,24.31100082397461,10.279000282287598,62.21900177001953,12.369000434875488,42.435001373291016,2.6600000858306885,33.39799880981445,41.4640007019043,1.100000023841858,NaN,NaN,NaN,NaN,22.097000122070312,83.21399688720703,45.643001556396484,25.19700050354004,NaN,NaN,NaN,NaN
301,M,1,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.380999565124512,0.0,0.054999999701976776,54.42499923706055,9.109000205993652,0.05000000074505806,4.5929999351501465,90.23699951171875,0.4189999997615814,10.663000106811523,20.812999725341797,92.91600036621094,NaN,NaN,NaN,NaN,2.578000068664551,10.428999900817871,43.81399917602539,57.19200134277344,NaN,NaN,NaN,NaN
302,M,1,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14900000393390656,0.0,0.8159999847412109,84.15299987792969,2.3580000400543213,0.0,3.882999897003174,102.71099853515625,20.674999237060547,25.493999481201172,21.349000930786133,67.27899932861328,0.05700000002980232,0.0,0.0,0.30000001192092896,81.35399627685547,18.332000732421875,63.415000915527344,155.18600463867188,NaN,NaN,NaN,NaN
303,C,0,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.66299819946289,0.0010000000474974513,44.180999755859375,33.90299987792969,74.24299621582031,0.0,69.22200012207031,38.599998474121094,76.56300354003906,90.70500183105469,27.485000610351562,71.64800262451172,NaN,NaN,NaN,NaN,138.80299377441406,129.8730010986328,64.67400360107422,130.8419952392578,NaN,NaN,NaN,NaN
304,C,0,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.36400032043457,8.60099983215332,24.32900047302246,40.827999114990234,23.822999954223633,12.53600025177002,25.159000396728516,33.183998107910156,0.26899999380111694,2.2699999809265137,2.263000011444092,21.6200008392334,NaN,NaN,NaN,NaN,7.554999828338623,9.038000106811523,11.73799991607666,27.381000518798828,NaN,NaN,NaN,NaN
305,M,1,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14900000393390656,0.06199999898672104,40.73899841308594,0.11599999666213989,0.4339999854564667,0.24300000071525574,123.79399871826172,0.08699999749660492,8.656000137329102,41.15999984741211,2.2699999809265137,4.078000068664551,NaN,NaN,NaN,NaN,21.548999786376953,41.51900100708008,8.310999870300293,54.402000427246094,NaN,NaN,NaN,NaN
306,C,0,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.964000701904297,0.5370000004768372,25.891000747680664,51.25400161743164,81.95700073242188,0.006000000052154064,36.37099838256836,64.08799743652344,9.630000114440918,22.1299991607666,0.0010000000474974513,28.333999633789062,NaN,NaN,NaN,NaN,22.023000717163086,86.36900329589844,48.15399932861328,0.05700000002980232,NaN,NaN,NaN,NaN
307,C,1,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3140000104904175,13.972000122070312,38.82400131225586,57.00600051879883,0.3720000088214874,27.22800064086914,38.638999938964844,85.36299896240234,4.574999809265137,10.748000144958496,4.526000022888184,37.3489990234375,NaN,NaN,NaN,NaN,16.663000106811523,47.53799819946289,6.807000160217285,59.38199996948242,NaN,NaN,NaN,NaN
308,C,0,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.414000004529953,2.2750000953674316,34.75899887084961,88.1969985961914,4.940000057220459,2.313999891281128,71.83000183105469,220.197998046875,6.578000068664551,2.2679998874664307,4.013999938964844,11.005999565124512,NaN,NaN,NaN,NaN,0.4819999933242798,6.703000068664551,4.435999870300293,41.159000396728516,0.09700000286102295,0.0,0.0,8.251999855041504
309,C,1,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3140000104904175,48.64899826049805,4.552999973297119,43.540000915527344,0.597000002861023,94.8740005493164,8.925999641418457,66.71600341796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.360000133514404,10.574999809265137,0.06499999761581421,34.78200149536133,NaN,NaN,NaN,NaN
310,C,1,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2179999351501465,0.023000000044703484,39.87900161743164,53.018001556396484,7.502999782562256,0.010999999940395355,76.27100372314453,133.00399780273438,17.55299949645996,0.17000000178813934,19.551000595092773,62.21699905395508,NaN,NaN,NaN,NaN,21.194000244140625,6.590000152587891,2.5230000019073486,127.95999908447266,NaN,NaN,NaN,NaN
311,M,1,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13099999725818634,0.0,0.02199999988079071,75.34600067138672,1.274999976158142,1.2389999628067017,0.02199999988079071,89.16600036621094,47.40700149536133,0.013000000268220901,50.10300064086914,26.81399917602539,NaN,NaN,NaN,NaN,48.20000076293945,30.67099952697754,35.499000549316406,41.03200149536133,0.0689999982714653,4.2220001220703125,6.302999973297119,21.308000564575195
312,C,1,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18299999833106995,23.128999710083008,21.594999313354492,21.993000030517578,0.2540000081062317,24.90399932861328,41.6349983215332,19.174999237060547,26.802000045776367,50.242000579833984,36.89799880981445,57.24300003051758,NaN,NaN,NaN,NaN,67.43399810791016,83.41500091552734,82.18499755859375,95.85900115966797,NaN,NaN,NaN,NaN
313,C,1,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1889999955892563,2.9839999675750732,53.78799819946289,6.4029998779296875,0.3499999940395355,7.293000221252441,97.2760009765625,10.197999954223633,1.871999979019165,0.0,25.579999923706055,20.656999588012695,NaN,NaN,NaN,NaN,18.17300033569336,12.704999923706055,46.61199951171875,72.13999938964844,NaN,NaN,NaN,NaN
314,C,1,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.708999633789062,1.6970000267028809,50.762001037597656,70.6969985961914,9.701000213623047,5.703000068664551,145.2740020751953,112.8740005493164,4.375,27.316999435424805,2.249000072479248,3.382999897003174,NaN,NaN,NaN,NaN,11.204000473022461,22.878999710083008,2.2709999084472656,4.331999778747559,NaN,NaN,NaN,NaN
315,M,0,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.502000093460083,17.750999450683594,31.173999786376953,44.375999450683594,0.3089999854564667,25.67300033569336,36.41400146484375,60.77799987792969,77.29199981689453,50.112998962402344,38.867000579833984,4.142000198364258,NaN,NaN,NaN,NaN,98.46800231933594,83.41300201416016,62.56399917602539,50.749000549316406,NaN,NaN,NaN,NaN
316,M,1,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2290000021457672,20.165000915527344,41.56399917602539,30.347000122070312,0.41200000047683716,47.68199920654297,69.04199981689453,32.486000061035156,30.3799991607666,0.028999999165534973,2.2699999809265137,41.20399856567383,NaN,NaN,NaN,NaN,57.19300079345703,6.177999973297119,39.124000549316406,39.4379997253418,NaN,NaN,NaN,NaN
317,M,1,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.24400000274181366,41.41299819946289,5.0370001792907715,15.062000274658203,0.4620000123977661,97.11000061035156,5.170000076293945,66.29100036621094,2.3989999294281006,0.09099999815225601,4.296000003814697,0.4309999942779541,NaN,NaN,NaN,NaN,8.838000297546387,18.05299949645996,9.585000038146973,13.425999641418457,NaN,NaN,NaN,NaN
318,C,0,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.041999816894531,18.423999786376953,42.992000579833984,68.76399993896484,4.644999980926514,28.66900062561035,60.768001556396484,111.80000305175781,52.797000885009766,24.854999542236328,30.517000198364258,0.04500000178813934,NaN,NaN,NaN,NaN,94.47699737548828,43.762001037597656,82.26499938964844,23.64900016784668,NaN,NaN,NaN,NaN
319,C,0,7.0,2.0,0.017000000923871994,0.0,0.039000000804662704,11.16100025177002,0.028999999165534973,0.0,2.052999973297119,2.7929999828338623,NaN,NaN,NaN,NaN,0.26899999380111694,0.04600000008940697,54.32699966430664,44.4630012512207,0.5199999809265137,0.1469999998807907,95.14299774169922,122.33799743652344,0.20600000023841858,2.2699999809265137,0.0,2.890000104904175,NaN,NaN,NaN,NaN,2.619999885559082,2.246000051498413,4.499000072479248,47.452999114990234,0.05700000002980232,0.0,0.0,3.0869998931884766
320,C,1,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2290000021457672,25.753000259399414,18.63599967956543,58.20399856567383,0.6919999718666077,74.25900268554688,49.654998779296875,187.57400512695312,4.552000045776367,4.2769999504089355,22.395000457763672,10.829999923706055,NaN,NaN,NaN,NaN,29.62299919128418,6.03000020980835,18.041000366210938,6.248000144958496,NaN,NaN,NaN,NaN
321,M,1,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25699999928474426,6.209000110626221,49.5359992980957,53.9370002746582,0.5429999828338623,18.913999557495117,86.13700103759766,82.0250015258789,76.24800109863281,29.66900062561035,13.163000106811523,42.667999267578125,NaN,NaN,NaN,NaN,98.31800079345703,47.05500030517578,68.1500015258789,107.67900085449219,NaN,NaN,NaN,NaN
322,M,1,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2460000067949295,19.027000427246094,21.66699981689453,33.082000732421875,0.42899999022483826,30.62299919128418,24.81999969482422,85.28800201416016,12.951000213623047,6.489999771118164,0.0010000000474974513,0.11500000208616257,NaN,NaN,NaN,NaN,42.237998962402344,58.58100128173828,22.18600082397461,7.776000022888184,NaN,NaN,NaN,NaN
323,C,0,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20600000023841858,28.231000900268555,29.32699966430664,22.43600082397461,0.4230000078678131,60.904998779296875,70.79299926757812,32.0890007019043,2.506999969482422,0.0,0.004000000189989805,104.39900207519531,NaN,NaN,NaN,NaN,57.391998291015625,6.64900016784668,0.0430000014603138,116.05699920654297,NaN,NaN,NaN,NaN
324,M,1,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.505000114440918,16.093000411987305,37.79100036621094,21.292999267578125,5.988999843597412,27.833999633789062,59.944000244140625,50.86000061035156,0.210999995470047,31.533000946044922,5.9679999351501465,2.0959999561309814,NaN,NaN,NaN,NaN,8.98799991607666,28.4060001373291,33.4109992980957,4.296999931335449,NaN,NaN,NaN,NaN
325,M,1,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.760000228881836,0.0,16.586999893188477,0.0820000022649765,42.39500045776367,0.0020000000949949026,28.969999313354492,0.35600000619888306,6.453999996185303,4.427000045776367,23.19300079345703,31.683000564575195,NaN,NaN,NaN,NaN,13.817999839782715,56.11000061035156,11.121000289916992,50.5,NaN,NaN,NaN,NaN
326,M,1,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.75600051879883,14.347000122070312,28.256000518798828,3.765000104904175,113.43800354003906,37.763999938964844,45.367000579833984,4.872000217437744,0.24799999594688416,2.244999885559082,0.0,0.0010000000474974513,NaN,NaN,NaN,NaN,2.5739998817443848,14.607999801635742,8.045999526977539,4.603000164031982,NaN,NaN,NaN,NaN
327,M,1,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.24699999392032623,43.38100051879883,7.189000129699707,0.0,0.3160000145435333,58.470001220703125,14.376999855041504,0.0,13.335000038146973,39.15299987792969,0.30000001192092896,122.75299835205078,NaN,NaN,NaN,NaN,76.85800170898438,66.36100006103516,7.321000099182129,142.31700134277344,NaN,NaN,NaN,NaN
328,C,1,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2460000067949295,0.0,32.4379997253418,46.13999938964844,0.4569999873638153,0.0010000000474974513,62.957000732421875,70.22100067138672,0.16599999368190765,0.006000000052154064,29.798999786376953,4.123000144958496,NaN,NaN,NaN,NaN,61.066001892089844,5.554999828338623,42.39899826049805,40.75199890136719,NaN,NaN,NaN,NaN
329,M,0,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.70800018310547,0.0,0.0010000000474974513,19.018999099731445,42.94300079345703,0.0020000000949949026,0.0010000000474974513,14.232000350952148,2.493000030517578,6.638000011444092,0.0020000000949949026,29.47100067138672,NaN,NaN,NaN,NaN,2.6010000705718994,55.4379997253418,0.04899999871850014,10.963000297546387,0.04600000008940697,2.2699999809265137,0.0,0.3310000002384186
330,M,1,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9039998054504395,46.244998931884766,0.019999999552965164,0.0,12.03499984741211,65.56500244140625,0.012000000104308128,0.0,23.820999145507812,0.09700000286102295,0.0,18.770000457763672,NaN,NaN,NaN,NaN,67.36100006103516,0.21899999678134918,9.920999526977539,12.383999824523926,NaN,NaN,NaN,NaN
331,C,1,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10899999737739563,0.0,29.375,17.843000411987305,0.3199999928474426,0.0,100.31700134277344,21.649999618530273,33.4379997253418,2.38700008392334,0.0,13.026000022888184,NaN,NaN,NaN,NaN,62.92599868774414,8.652999877929688,4.491000175476074,2.9049999713897705,NaN,NaN,NaN,NaN
332,C,1,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.625,0.004999999888241291,31.908000946044922,19.920000076293945,82.80899810791016,1.9780000448226929,54.89500045776367,28.849000930786133,8.666000366210938,0.02500000037252903,21.334999084472656,12.36299991607666,NaN,NaN,NaN,NaN,20.246000289916992,6.454999923706055,30.24799919128418,27.19099998474121,NaN,NaN,NaN,NaN
333,C,0,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.64699935913086,0.0010000000474974513,32.569000244140625,10.904999732971191,40.0989990234375,0.007000000216066837,100.625,20.642000198364258,2.4749999046325684,16.618999481201172,4.202000141143799,86.4520034790039,NaN,NaN,NaN,NaN,8.527000427246094,57.46500015258789,1.9589999914169312,49.96099853515625,NaN,NaN,NaN,NaN
334,M,0,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2290000021457672,28.542999267578125,34.10599899291992,0.09000000357627869,0.5090000033378601,53.17399978637695,96.50700378417969,0.14300000667572021,2.5739998817443848,4.557000160217285,0.1589999943971634,135.71600341796875,NaN,NaN,NaN,NaN,17.172000885009766,6.034999847412109,2.5190000534057617,122.7300033569336,NaN,NaN,NaN,NaN
335,C,0,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16599999368190765,0.04399999976158142,58.45800018310547,0.07800000160932541,0.3199999928474426,0.023000000044703484,112.21700286865234,0.06700000166893005,4.442999839782715,0.0,0.0020000000949949026,17.18600082397461,0.14900000393390656,0.0,0.0,7.5920000076293945,4.677000045776367,8.496999740600586,6.440999984741211,46.207000732421875,NaN,NaN,NaN,NaN
336,C,1,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.331999778747559,0.30300000309944153,69.86900329589844,60.90299987792969,5.932000160217285,0.13699999451637268,99.25199890136719,71.72899627685547,0.3370000123977661,25.792999267578125,9.586000442504883,26.861000061035156,NaN,NaN,NaN,NaN,8.788000106811523,65.11900329589844,32.04499816894531,22.780000686645508,NaN,NaN,NaN,NaN
337,M,1,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8100004196167,0.3499999940395355,30.391000747680664,35.66699981689453,7.0320000648498535,0.003000000026077032,119.87300109863281,56.7130012512207,4.796999931335449,2.259999990463257,0.03500000014901161,31.527999877929688,NaN,NaN,NaN,NaN,2.4700000286102295,0.828000009059906,12.137999534606934,51.0,0.07400000095367432,0.0,0.0,12.979000091552734
338,C,1,7.0,7.0,NaN,NaN,NaN,NaN,4.372000217437744,1.3969999551773071,30.8439998626709,16.44099998474121,NaN,NaN,NaN,NaN,32.53499984741211,0.050999999046325684,68.1969985961914,100.6510009765625,65.03399658203125,0.09600000083446503,70.78099822998047,179.1490020751953,2.6440000534057617,18.179000854492188,40.5880012512207,36.534000396728516,NaN,NaN,NaN,NaN,4.888999938964844,32.220001220703125,78.50900268554688,60.65599822998047,NaN,NaN,NaN,NaN
339,M,1,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.428999900817871,38.435001373291016,16.572999954223633,35.858001708984375,0.38999998569488525,46.486000061035156,21.025999069213867,48.481998443603516,32.50600051879883,1.2699999809265137,6.809999942779541,126.16400146484375,NaN,NaN,NaN,NaN,88.5260009765625,20.29800033569336,32.68600082397461,151.4409942626953,NaN,NaN,NaN,NaN
340,M,1,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15399999916553497,0.0,41.130001068115234,24.117000579833984,0.2800000011920929,0.0,81.57099914550781,32.78099822998047,48.066001892089844,28.731000900268555,28.415000915527344,40.11899948120117,NaN,NaN,NaN,NaN,108.28600311279297,89.5009994506836,76.14800262451172,113.20099639892578,NaN,NaN,NaN,NaN
341,C,0,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3199999928474426,30.639999389648438,29.687999725341797,50.553001403808594,0.6060000061988831,52.604000091552734,51.00400161743164,123.11399841308594,9.303000450134277,15.241000175476074,2.382999897003174,92.84100341796875,0.09099999815225601,0.0,0.0020000000949949026,15.623000144958496,44.24100112915039,26.509000778198242,8.732000350952148,62.733001708984375,0.06499999761581421,2.244999885559082,0.0010000000474974513,9.472999572753906
342,C,0,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.957000732421875,0.04899999871850014,55.104000091552734,4.724999904632568,55.28499984741211,0.01600000075995922,163.10800170898438,24.19700050354004,2.561000108718872,4.375999927520752,0.0,0.07400000095367432,NaN,NaN,NaN,NaN,0.4650000035762787,10.706000328063965,39.058998107910156,30.885000228881836,NaN,NaN,NaN,NaN
343,C,1,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.017000198364258,0.029999999329447746,36.28499984741211,47.763999938964844,19.14900016784668,0.050999999046325684,100.88999938964844,96.41500091552734,1.8680000305175781,9.055999755859375,27.541000366210938,8.897000312805176,NaN,NaN,NaN,NaN,2.6500000953674316,48.388999938964844,40.94499969482422,26.16900062561035,NaN,NaN,NaN,NaN
344,C,0,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3319999873638153,20.427000045776367,44.599998474121094,54.96900177001953,0.640999972820282,25.0,66.3030014038086,162.0449981689453,59.02899932861328,0.0010000000474974513,0.0,0.5189999938011169,13.850000381469727,0.0,0.0,0.8410000205039978,104.59600067138672,0.6359999775886536,35.01499938964844,64.26399993896484,NaN,NaN,NaN,NaN
345,C,1,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21699999272823334,29.8439998626709,45.01100158691406,3.8510000705718994,0.2919999957084656,48.8489990234375,53.93299865722656,0.0010000000474974513,0.42100000381469727,11.093000411987305,0.04100000113248825,41.404998779296875,NaN,NaN,NaN,NaN,5.163000106811523,38.72999954223633,2.257999897003174,41.715999603271484,NaN,NaN,NaN,NaN
