37 of 48 units, , , ,V4e111_00, ,V4e111_01, ,V4e111_02, ,V4e111_03, ,V4e112_00, ,V4e112_01, ,V4e113_00, ,V4e113_02, ,V4e115_00, ,V4e115_01, ,V4e115_03, ,V4e116_00, ,V4e116_02, ,V4e116_03, ,V4e117_00, ,V4e119_00, ,V4e119_01, ,V4e122_00, ,V4e122_01, ,V4e122_02, ,MTe079_00, ,MTe079_01, ,MTe079_02, ,MTe081_00, ,MTe081_01, ,MTe083_00, ,MTe083_01, ,MTe083_02, ,MTe095_00, ,MTe095_01, ,MTe096_00, ,MTe096_01, ,MTe097_00, ,MTe097_01, ,MTe097_02, ,MTe097_03, ,MTe098_00, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,C,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.0880012512207,29.913000106811523,10.6899995803833,7.658999919891357,57.926998138427734,126.50900268554688,0.0010000000474974513,5.2729997634887695,8.866999626159668,7.005000114440918,NaN,NaN,NaN,NaN,37.797000885009766,155.84500122070312,21.36199951171875,76.0510025024414,2.75,31.334999084472656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.43599700927734,78.50800323486328,NaN,NaN,0.0010000000474974513,12.97599983215332,57.48500061035156,24.774999618530273,NaN,NaN,28.405000686645508,13.74899959564209,11.152999877929688,8.131999969482422,26.783000946044922,21.367000579833984,NaN,NaN,NaN,NaN,84.19000244140625,84.19499969482422,14.746000289916992,11.182999610900879,2.1510000228881836,8.723999977111816,1.968000054359436,7.859000205993652,NaN,NaN,4.381999969482422,4.531000137329102,10.416000366210938,9.560999870300293
3,C,1.0,6.0,NaN,NaN,6.696000099182129,4.052999973297119,NaN,NaN,NaN,NaN,15.243000030517578,29.52400016784668,NaN,NaN,48.20800018310547,42.3120002746582,NaN,NaN,0.10700000077486038,32.571998596191406,NaN,NaN,0.023000000044703484,21.520000457763672,2.4590001106262207,179.8560028076172,0.1120000034570694,74.7750015258789,0.12399999797344208,67.56300354003906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.0890007019043,132.3800048828125,1.4579999446868896,9.03499984741211,8.640000343322754,13.595999717712402,45.12200164794922,67.24700164794922,NaN,NaN,27.22100067138672,31.72800064086914,15.668000221252441,3.996999979019165,15.70199966430664,26.579999923706055,2.3570001125335693,3.3429999351501465,0.02500000037252903,4.001999855041504,77.33699798583984,75.48799896240234,19.023000717163086,29.841999053955078,8.612000465393066,21.923999786376953,NaN,NaN,NaN,NaN,6.315000057220459,4.0970001220703125,9.592000007629395,17.148000717163086
4,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.392999649047852,37.47800064086914,6.328000068664551,14.996000289916992,53.904998779296875,81.49700164794922,NaN,NaN,10.62600040435791,21.753000259399414,NaN,NaN,NaN,NaN,38.637001037597656,195.46499633789062,11.83899974822998,84.87899780273438,13.262999534606934,36.112998962402344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.68599700927734,115.65299987792969,NaN,NaN,10.394000053405762,14.843999862670898,57.4379997253418,45.05500030517578,NaN,NaN,25.865999221801758,41.143001556396484,4.504000186920166,12.145000457763672,4.188000202178955,22.367000579833984,NaN,NaN,NaN,NaN,74.89099884033203,90.75499725341797,13.937999725341797,29.2810001373291,20.99799919128418,13.53600025177002,8.395000457763672,12.086000442504883,NaN,NaN,20.56100082397461,16.972999572753906,11.711999893188477,35.814998626708984
5,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.68199920654297,16.062999725341797,NaN,NaN,33.88399887084961,6.781000137329102,NaN,NaN,11.026000022888184,18.47599983215332,NaN,NaN,0.04899999871850014,33.215999603271484,66.7750015258789,166.04100036621094,18.965999603271484,60.16999816894531,6.678999900817871,30.08300018310547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.88800048828125,167.31199645996094,NaN,NaN,12.324000358581543,6.308000087738037,48.29999923706055,144.75599670410156,NaN,NaN,27.072999954223633,45.54899978637695,16.378000259399414,15.468999862670898,0.14000000059604645,19.222000122070312,NaN,NaN,NaN,NaN,50.57600021362305,109.44100189208984,14.803999900817871,28.954999923706055,10.29699993133545,48.834999084472656,NaN,NaN,NaN,NaN,16.42099952697754,18.02400016784668,8.314000129699707,28.017000198364258
6,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.86600112915039,29.15399932861328,NaN,NaN,27.993000030517578,151.625,NaN,NaN,8.666000366210938,42.1879997253418,NaN,NaN,NaN,NaN,12.531000137329102,162.19500732421875,6.584000110626221,52.43600082397461,0.008999999612569809,26.382999420166016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.55000305175781,66.14900207519531,2.255000114440918,21.034000396728516,4.168000221252441,4.017000198364258,24.461000442504883,47.04499816894531,NaN,NaN,17.808000564575195,40.14099884033203,NaN,NaN,13.458000183105469,22.208999633789062,2.2690000534057617,0.04600000008940697,0.0,0.10400000214576721,34.040000915527344,83.32499694824219,19.767000198364258,16.349000930786133,15.918000221252441,28.6299991607666,8.276000022888184,14.913999557495117,NaN,NaN,12.602999687194824,14.76099967956543,6.418000221252441,38.70899963378906
7,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,C,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.602999687194824,50.678001403808594,0.23499999940395355,10.428999900817871,45.499000549316406,36.60900115966797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.434999942779541,130.2220001220703,0.11800000071525574,60.68000030517578,0.11599999666213989,27.399999618530273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.709999084472656,68.6510009765625,NaN,NaN,6.78000020980835,10.593999862670898,30.209999084472656,53.82400131225586,NaN,NaN,14.99899959564209,25.11199951171875,NaN,NaN,14.527999877929688,5.071000099182129,NaN,NaN,2.256999969482422,11.960000038146973,23.04400062561035,42.75699996948242,0.07500000298023224,11.810999870300293,2.9509999752044678,13.923999786376953,0.020999999716877937,6.881999969482422,NaN,NaN,1.0850000381469727,11.72599983215332,NaN,NaN
9,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
