9 of 10 units, , , ,V4e121_00, ,V4e122_00, ,V4e122_01, ,V4e123_00, ,V4e123_01, ,MTe080_00, ,MTe080_01, ,MTe081_00, ,MTe081_02, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
549,M,1.0,7.0,NaN,NaN,6.616000175476074,0.0020000000949949026,NaN,NaN,46.41400146484375,7.965000152587891,103.69999694824219,7.835000038146973,0.0,20.08300018310547,0.0010000000474974513,12.883000373840332,10.99899959564209,28.76300048828125,NaN,NaN
550,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
551,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,28.902999877929688,54.582000732421875,73.80400085449219,145.60699462890625,2.2690000534057617,40.053001403808594,NaN,NaN,26.716999053955078,60.8120002746582,NaN,NaN
552,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,14.414999961853027,22.552000045776367,27.768999099731445,12.583999633789062,2.2699999809265137,19.361000061035156,0.0020000000949949026,26.868999481201172,36.66600036621094,87.49099731445312,0.0020000000949949026,25.33799934387207
553,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
554,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
557,M,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,0.02800000086426735,49.75899887084961,0.1459999978542328,88.72699737548828,0.0010000000474974513,20.805999755859375,NaN,NaN,8.305000305175781,26.42099952697754,NaN,NaN
558,M,2.0,7.0,NaN,NaN,4.211999893188477,4.006999969482422,NaN,NaN,17.884000778198242,36.560001373291016,38.678001403808594,88.19499969482422,15.23900032043457,30.785999298095703,NaN,NaN,91.23600006103516,77.61900329589844,NaN,NaN
559,M,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,38.20500183105469,8.838000297546387,82.41699981689453,17.878999710083008,11.279000282287598,0.15299999713897705,NaN,NaN,59.534000396728516,8.317000389099121,NaN,NaN
560,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
561,C,7.0,6.0,NaN,NaN,6.374000072479248,11.862000465393066,NaN,NaN,36.71699905395508,54.70600128173828,54.17100143432617,146.21800231933594,10.842000007629395,46.619998931884766,NaN,NaN,69.27799987792969,90.66000366210938,8.406999588012695,7.068999767303467
562,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
563,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.017000000923871994,64.74700164794922,0.08399999886751175,101.0770034790039,0.17800000309944153,0.16300000250339508,0.06199999898672104,7.263000011444092,11.085000038146973,20.260000228881836,0.0,0.20600000023841858
564,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
565,M,1.0,2.0,NaN,NaN,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.027000000700354576,22.88599967956543,0.004000000189989805,24.3439998626709,0.210999995470047,53.483001708984375,0.0010000000474974513,5.895999908447266
566,M,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,38.915000915527344,21.216999053955078,88.2760009765625,45.18199920654297,16.8439998626709,5.361000061035156,NaN,NaN,66.43800354003906,36.08000183105469,NaN,NaN
567,M,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.003000000026077032,27.920000076293945,0.0020000000949949026,32.58399963378906,0.02500000037252903,1.024999976158142,NaN,NaN,6.566999912261963,65.60900115966797,NaN,NaN
568,M,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.05299999937415123,54.027000427246094,5.784999847412109,115.41000366210938,21.042999267578125,6.125999927520752,NaN,NaN,103.02999877929688,30.76099967956543,NaN,NaN
569,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,2.2829999923706055,52.23400115966797,2.3910000324249268,82.56400299072266,2.2869999408721924,20.398000717163086,NaN,NaN,16.715999603271484,49.696998596191406,NaN,NaN
570,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571,M,1.0,6.0,NaN,NaN,2.187000036239624,4.949999809265137,NaN,NaN,12.597999572753906,32.94300079345703,31.625999450683594,38.12699890136719,0.004000000189989805,29.180999755859375,0.0010000000474974513,17.011999130249023,0.07000000029802322,59.0260009765625,0.0010000000474974513,5.747000217437744
572,M,6.0,1.0,NaN,NaN,1.7480000257492065,7.5289998054504395,NaN,NaN,0.06700000166893005,45.54899978637695,0.023000000044703484,103.33000183105469,0.0,13.862000465393066,0.0,17.868999481201172,4.058000087738037,63.29899978637695,0.003000000026077032,27.913000106811523
573,C,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,10.720999717712402,52.52899932861328,33.87900161743164,123.06900024414062,0.11400000005960464,19.7810001373291,NaN,NaN,19.091999053955078,21.812000274658203,NaN,NaN
574,M,2.0,1.0,NaN,NaN,14.654000282287598,18.110000610351562,NaN,NaN,62.83300018310547,17.972999572753906,119.10800170898438,55.88999938964844,0.0010000000474974513,14.086000442504883,0.0010000000474974513,17.20400047302246,0.06300000101327896,42.3489990234375,0.027000000700354576,18.100000381469727
575,C,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,26.610000610351562,41.48099899291992,54.21200180053711,105.71299743652344,0.0010000000474974513,9.913000106811523,0.0020000000949949026,24.895999908447266,4.281000137329102,37.19300079345703,NaN,NaN
576,C,7.0,6.0,NaN,NaN,2.2690000534057617,7.646999835968018,NaN,NaN,6.796000003814697,61.1870002746582,13.5600004196167,155.76100158691406,0.0,9.071999549865723,0.0020000000949949026,14.857999801635742,9.927000045776367,41.75299835205078,0.026000000536441803,7.3420000076293945
577,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,17.9689998626709,56.290000915527344,75.46099853515625,121.05899810791016,0.0,17.020000457763672,0.0,1.5199999809265137,6.413000106811523,28.496999740600586,NaN,NaN
578,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,22.281999588012695,18.757999420166016,57.00899887084961,26.545000076293945,0.019999999552965164,4.520999908447266,NaN,NaN,39.1609992980957,7.046000003814697,17.60099983215332,0.11900000274181366
580,C,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,21.910999298095703,67.83599853515625,24.19099998474121,109.85600280761719,0.02500000037252903,27.232999801635742,0.03400000184774399,40.25600051879883,4.519000053405762,66.4260025024414,NaN,NaN
581,C,6.0,2.0,NaN,NaN,5.132999897003174,15.675000190734863,NaN,NaN,24.5,51.03099822998047,56.310001373291016,124.90299987792969,2.2780001163482666,1.7039999961853027,NaN,NaN,9.206000328063965,34.47700119018555,NaN,NaN
582,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585,C,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,42.244998931884766,0.1509999930858612,60.790000915527344,1.5470000505447388,0.0,0.19599999487400055,0.0,0.12999999523162842,4.459000110626221,4.6539998054504395,NaN,NaN
586,M,2.0,1.0,NaN,NaN,12.194999694824219,4.394999980926514,NaN,NaN,22.408000946044922,11.979000091552734,68.92500305175781,28.283000946044922,0.0,0.020999999716877937,NaN,NaN,11.029000282287598,9.0649995803833,NaN,NaN
587,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
588,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,29.610000610351562,0.004000000189989805,60.75699996948242,0.007000000216066837,NaN,NaN,NaN,NaN,0.0010000000474974513,17.500999450683594,NaN,NaN
590,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,13.409000396728516,57.10100173950195,10.864999771118164,107.01200103759766,NaN,NaN,NaN,NaN,0.06800000369548798,5.821000099182129,NaN,NaN
591,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,8.967000007629395,86.85900115966797,11.543000221252441,157.31500244140625,0.0,0.09300000220537186,NaN,NaN,7.875,5.1519999504089355,NaN,NaN
592,C,1.0,1.0,NaN,NaN,22.496999740600586,10.11400032043457,NaN,NaN,45.97100067138672,11.562000274658203,100.40899658203125,73.79499816894531,0.0,0.035999998450279236,NaN,NaN,8.74899959564209,27.242000579833984,NaN,NaN
593,M,1.0,1.0,NaN,NaN,0.026000000536441803,10.125,NaN,NaN,0.026000000536441803,40.45199966430664,0.16699999570846558,42.91400146484375,0.0010000000474974513,7.322000026702881,NaN,NaN,1.8799999952316284,52.207000732421875,NaN,NaN
594,M,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.203999996185303,77.63700103759766,28.381999969482422,94.84100341796875,0.0,10.777999877929688,NaN,NaN,2.2920000553131104,39.03499984741211,NaN,NaN
595,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,11.17300033569336,62.02299880981445,19.711000442504883,149.01300048828125,2.2690000534057617,7.255000114440918,NaN,NaN,36.803001403808594,40.691001892089844,NaN,NaN
596,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,17.739999771118164,44.16899871826172,28.91699981689453,63.42100143432617,29.17099952697754,1.3660000562667847,NaN,NaN,57.48400115966797,51.209999084472656,NaN,NaN
597,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598,C,3.0,4.0,NaN,NaN,6.408999919891357,8.055000305175781,NaN,NaN,23.770000457763672,19.80699920654297,70.10900115966797,94.78600311279297,0.0020000000949949026,0.0,NaN,NaN,4.302000045776367,20.582000732421875,NaN,NaN
599,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600,M,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,36.26100158691406,3.2249999046325684,72.72200012207031,2.6429998874664307,2.2699999809265137,3.249000072479248,0.0,9.248000144958496,19.22599983215332,21.09000015258789,0.0,3.3329999446868896
601,C,2.0,2.0,NaN,NaN,2.246000051498413,0.11999999731779099,NaN,NaN,0.0010000000474974513,12.060999870300293,8.90999984741211,12.100000381469727,0.0,0.19599999487400055,NaN,NaN,6.491000175476074,9.331999778747559,NaN,NaN
602,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,32.45500183105469,59.66299819946289,74.83699798583984,106.58899688720703,0.0,0.004000000189989805,NaN,NaN,2.4070000648498535,10.829000473022461,NaN,NaN
604,C,4.0,4.0,NaN,NaN,9.682000160217285,1.7059999704360962,NaN,NaN,13.24899959564209,1.0540000200271606,6.685999870300293,1.562999963760376,2.244999885559082,0.5189999938011169,NaN,NaN,18.933000564575195,0.7720000147819519,NaN,NaN
605,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
606,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
607,M,6.0,7.0,NaN,NaN,8.569999694824219,7.34499979019165,NaN,NaN,48.10300064086914,25.243000030517578,90.54499816894531,42.637001037597656,0.012000000104308128,42.76499938964844,0.0010000000474974513,17.427000045776367,2.321000099182129,88.33300018310547,0.0010000000474974513,28.179000854492188
608,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
609,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
610,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
611,C,1.0,6.0,NaN,NaN,2.2820000648498535,7.425000190734863,NaN,NaN,20.486000061035156,38.18299865722656,31.3700008392334,74.87799835205078,10.451000213623047,0.13199999928474426,NaN,NaN,35.70199966430664,17.10300064086914,NaN,NaN
612,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
613,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
614,M,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,2.252000093460083,17.92300033569336,0.023000000044703484,34.527000427246094,NaN,NaN,NaN,NaN,4.3379998207092285,0.6330000162124634,NaN,NaN
615,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.09600000083446503,44.05400085449219,0.08900000154972076,39.81999969482422,0.0010000000474974513,8.098999977111816,NaN,NaN,10.333000183105469,27.483999252319336,NaN,NaN
616,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
617,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
618,C,6.0,7.0,NaN,NaN,0.050999999046325684,19.011999130249023,NaN,NaN,24.358999252319336,77.08699798583984,17.562000274658203,142.37600708007812,2.302999973297119,59.654998779296875,NaN,NaN,6.498000144958496,121.02799987792969,NaN,NaN
619,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620,C,7.0,2.0,NaN,NaN,32.33399963378906,11.791999816894531,NaN,NaN,57.69200134277344,34.74700164794922,75.9729995727539,109.0260009765625,12.906000137329102,11.331999778747559,NaN,NaN,41.00299835205078,44.70600128173828,NaN,NaN
621,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,67.11199951171875,82.79399871826172,137.18699645996094,132.56100463867188,0.0,0.1379999965429306,0.0,0.04500000178813934,2.3929998874664307,44.17300033569336,NaN,NaN
622,M,6.0,6.0,NaN,NaN,0.0,15.180999755859375,NaN,NaN,0.0010000000474974513,32.428001403808594,0.003000000026077032,82.01100158691406,18.900999069213867,65.13200378417969,4.389999866485596,56.8489990234375,45.388999938964844,87.3550033569336,NaN,NaN
623,C,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,29.94099998474121,22.62700080871582,80.44300079345703,49.840999603271484,7.125999927520752,19.073999404907227,NaN,NaN,49.874000549316406,120.37200164794922,NaN,NaN
624,C,7.0,7.0,NaN,NaN,0.03500000014901161,7.875999927520752,NaN,NaN,0.02800000086426735,31.4060001373291,0.026000000536441803,54.25299835205078,22.940000534057617,32.358001708984375,NaN,NaN,65.21700286865234,100.71800231933594,NaN,NaN
625,C,2.0,6.0,NaN,NaN,9.51200008392334,9.87600040435791,NaN,NaN,38.801998138427734,26.395000457763672,75.81199645996094,65.30899810791016,1.4670000076293945,8.333000183105469,NaN,NaN,24.993999481201172,77.177001953125,0.0010000000474974513,14.26099967956543
626,C,6.0,6.0,NaN,NaN,7.306000232696533,10.670999526977539,NaN,NaN,24.641000747680664,21.44700050354004,54.22200012207031,107.24800109863281,27.158000946044922,20.87299919128418,6.90500020980835,18.479000091552734,50.35200119018555,29.202999114990234,6.355999946594238,4.925000190734863
627,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,19.548999786376953,94.09100341796875,23.1200008392334,130.781005859375,0.0020000000949949026,0.0,NaN,NaN,11.20300006866455,17.510000228881836,0.014000000432133675,0.0
628,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
630,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
631,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
632,M,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,53.3380012512207,0.008999999612569809,91.43000030517578,0.024000000208616257,2.244999885559082,0.593999981880188,1.8300000429153442,1.0829999446868896,6.507999897003174,5.526000022888184,2.2699999809265137,0.0430000014603138
633,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
634,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
635,C,6.0,1.0,NaN,NaN,2.5880000591278076,11.248000144958496,NaN,NaN,29.101999282836914,35.1870002746582,61.81700134277344,61.965999603271484,0.0,11.456999778747559,0.0010000000474974513,8.220000267028809,8.680999755859375,7.85099983215332,0.0,4.434999942779541
636,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
637,C,6.0,2.0,NaN,NaN,0.0430000014603138,9.51099967956543,NaN,NaN,45.915000915527344,55.672000885009766,95.58699798583984,103.73600006103516,0.0,1.3300000429153442,NaN,NaN,7.5980000495910645,12.569000244140625,0.0020000000949949026,4.888999938964844
638,C,7.0,7.0,NaN,NaN,2.2060000896453857,8.003000259399414,NaN,NaN,4.111999988555908,70.44300079345703,8.515999794006348,196.38499450683594,8.928999900817871,3.6449999809265137,NaN,NaN,57.356998443603516,11.644000053405762,NaN,NaN
639,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
640,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,27.889999389648438,45.946998596191406,118.28399658203125,107.0469970703125,0.06800000369548798,4.916999816894531,NaN,NaN,0.10400000214576721,13.618000030517578,0.0,3.259999990463257
641,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,47.39899826049805,26.926000595092773,105.28399658203125,12.779999732971191,2.7890000343322754,48.47200012207031,0.14800000190734863,14.395000457763672,15.270999908447266,153.25799560546875,0.041999999433755875,0.0
642,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
643,C,2.0,1.0,NaN,NaN,2.2960000038146973,22.631999969482422,NaN,NaN,22.658000946044922,63.74399948120117,45.659000396728516,218.86399841308594,0.05900000035762787,3.5980000495910645,NaN,NaN,8.73900032043457,29.7450008392334,NaN,NaN
644,M,7.0,6.0,0.0,3.7260000705718994,14.331000328063965,17.91699981689453,NaN,NaN,30.354999542236328,67.90399932861328,57.81999969482422,75.41799926757812,0.03799999877810478,56.84700012207031,0.0020000000949949026,70.68599700927734,6.059000015258789,64.35800170898438,0.0020000000949949026,27.538000106811523
645,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
646,M,6.0,2.0,NaN,NaN,17.73900032043457,11.838000297546387,NaN,NaN,46.62699890136719,28.385000228881836,74.43399810791016,75.19300079345703,0.1899999976158142,86.697998046875,0.15800000727176666,22.67799949645996,32.819000244140625,87.46700286865234,NaN,NaN
647,C,2.0,2.0,NaN,NaN,4.381999969482422,7.876999855041504,NaN,NaN,18.937000274658203,36.597999572753906,39.63100051879883,79.45999908447266,0.0,2.5450000762939453,NaN,NaN,10.35099983215332,28.361000061035156,NaN,NaN
648,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,30.829999923706055,49.96900177001953,40.8849983215332,78.90499877929688,0.0,1.9930000305175781,0.0010000000474974513,11.708999633789062,13.956999778747559,96.24099731445312,0.0020000000949949026,19.700000762939453
649,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,32.77000045776367,76.1520004272461,55.73500061035156,163.58700561523438,0.0010000000474974513,18.18199920654297,NaN,NaN,8.541999816894531,31.55699920654297,NaN,NaN
650,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,24.322999954223633,38.941001892089844,91.63300323486328,124.33100128173828,0.0,16.371000289916992,NaN,NaN,2.436000108718872,98.99400329589844,0.0020000000949949026,28.663999557495117
652,M,6.0,7.0,NaN,NaN,6.486999988555908,9.8100004196167,NaN,NaN,19.32699966430664,21.38800048828125,44.94499969482422,45.37200164794922,27.511999130249023,13.538000106811523,13.255999565124512,10.303999900817871,54.58000183105469,38.36800003051758,4.418000221252441,15.237000465393066
653,C,6.0,2.0,NaN,NaN,13.848999977111816,0.07500000298023224,NaN,NaN,39.75899887084961,46.98699951171875,56.79399871826172,124.13899993896484,20.350000381469727,22.552000045776367,NaN,NaN,48.513999938964844,117.72799682617188,NaN,NaN
654,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
655,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,4.859000205993652,62.50899887084961,12.234999656677246,114.052001953125,0.0,4.223999977111816,NaN,NaN,0.03700000047683716,35.62900161743164,0.032999999821186066,1.1319999694824219
656,M,5.0,4.0,NaN,NaN,0.0010000000474974513,18.39699935913086,NaN,NaN,0.0560000017285347,57.499000549316406,0.023000000044703484,57.45100021362305,2.2699999809265137,4.283999919891357,NaN,NaN,15.151000022888184,25.180999755859375,NaN,NaN
657,M,2.0,1.0,NaN,NaN,2.2669999599456787,0.3019999861717224,NaN,NaN,8.366999626159668,17.55500030517578,24.57200050354004,42.10200119018555,13.050000190734863,4.714000225067139,NaN,NaN,2.5260000228881836,49.0880012512207,NaN,NaN
658,M,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,40.17300033569336,0.04600000008940697,102.68800354003906,0.22100000083446503,0.026000000536441803,17.158000946044922,0.02500000037252903,15.994999885559082,4.804999828338623,135.51499938964844,0.0,24.666000366210938
659,M,7.0,2.0,NaN,NaN,0.8730000257492065,11.324999809265137,NaN,NaN,5.0960001945495605,62.84700012207031,2.8269999027252197,166.3209991455078,0.0010000000474974513,23.716999053955078,NaN,NaN,5.388000011444092,46.63800048828125,NaN,NaN
660,C,4.0,4.0,NaN,NaN,6.198999881744385,0.0,NaN,NaN,1.1449999809265137,0.0,6.215000152587891,0.09399999678134918,19.437000274658203,74.14900207519531,NaN,NaN,30.934999465942383,86.00700378417969,NaN,NaN
661,M,1.0,7.0,NaN,NaN,4.248000144958496,5.591000080108643,NaN,NaN,14.586000442504883,5.27400016784668,40.31800079345703,4.579999923706055,0.0010000000474974513,24.363000869750977,NaN,NaN,2.4649999141693115,112.56800079345703,NaN,NaN
662,M,4.0,5.0,NaN,NaN,9.001999855041504,9.694999694824219,NaN,NaN,33.992000579833984,49.902000427246094,75.49400329589844,130.93800354003906,2.259000062942505,20.520000457763672,0.017000000923871994,22.235000610351562,4.565000057220459,113.88899993896484,NaN,NaN
663,M,2.0,2.0,NaN,NaN,3.86299991607666,17.652000427246094,NaN,NaN,1.4049999713897705,61.17499923706055,6.921999931335449,75.44400024414062,11.204000473022461,26.756999969482422,NaN,NaN,51.45000076293945,43.80699920654297,7.992000102996826,15.944999694824219
664,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,40.55500030517578,45.71699905395508,112.51300048828125,54.77199935913086,12.112000465393066,56.5099983215332,NaN,NaN,31.559999465942383,106.60399627685547,16.711999893188477,23.42099952697754
665,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
666,M,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,43.090999603271484,0.6050000190734863,109.3030014038086,0.968999981880188,0.004999999888241291,82.22100067138672,0.0020000000949949026,63.185001373291016,7.935999870300293,116.26899719238281,NaN,NaN
667,M,2.0,7.0,NaN,NaN,0.0,0.05999999865889549,NaN,NaN,0.0,0.08900000154972076,0.0,0.07699999958276749,2.239000082015991,53.66999816894531,0.0010000000474974513,22.190000534057617,27.259000778198242,53.361000061035156,0.0010000000474974513,19.91900062561035
668,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
669,M,4.0,4.0,NaN,NaN,4.895999908447266,11.093000411987305,NaN,NaN,0.026000000536441803,30.437000274658203,5.841000080108643,69.75,0.0,13.01099967956543,0.0,0.9639999866485596,33.52399826049805,14.276000022888184,NaN,NaN
670,M,6.0,1.0,NaN,NaN,2.0769999027252197,4.03000020980835,NaN,NaN,2.065999984741211,7.88700008392334,0.36000001430511475,23.246000289916992,14.87600040435791,0.9919999837875366,0.0,2.684999942779541,51.70800018310547,32.49700164794922,NaN,NaN
671,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
672,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.06400000303983688,75.76599884033203,0.17000000178813934,169.0019989013672,2.2690000534057617,35.62799835205078,0.004000000189989805,47.922000885009766,4.250999927520752,59.617000579833984,0.004000000189989805,48.01100158691406
