28 of 43 units, , , , ,V4e106_00, , , ,V4e106_05, , , ,V4e106_06, , , ,V4e107_00, , , ,V4e108_00, , , ,V4e109_00, , , ,V4e109_01, , , ,V4e110_00, , , ,V4e110_01, , , ,V4e110_03, , , ,V4e111_00, , , ,V4e111_01, , , ,V4e118_00, , , ,V4e118_01, , , ,V4e119_00, , , ,V4e120_00, , , ,V4e120_01, , , ,V4e120_02, , , ,V4e120_04, , , ,V4e121_00, , , ,V4e122_00, , , ,V4e122_03, , , ,V4e123_00, , , ,MTe099_00, , , ,MTe101_00, , , ,MTe102_00, , , ,MTe104_00, , , ,MTe105_00, , , 
trials,task,correct,color,motion,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample
1,M,1,4.0,4.0,20.541000366210938,62.26499938964844,95.34200286865234,56.61600112915039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.414999961853027,24.121000289916992,16.56599998474121,35.48899841308594,10.01200008392334,23.45599937438965,20.14699935913086,21.614999771118164,23.878000259399414,28.31599998474121,68.22699737548828,68.78600311279297,0.17800000309944153,2.2699999809265137,2.263000011444092,16.92099952697754,107.7229995727539,69.50299835205078,82.11499786376953,58.099998474121094,NaN,NaN,NaN,NaN,24.55500030517578,3.3489999771118164,4.5970001220703125,11.446999549865723,30.260000228881836,8.293000221252441,27.257999420166016,34.85100173950195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4699999988079071,40.20399856567383,34.513999938964844,64.39199829101562,10.598999977111816,29.988000869750977,20.35099983215332,18.058000564575195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.29599952697754,38.25699996948242,32.45600128173828,24.14900016784668,17.3439998626709,11.565999984741211,12.730999946594238,12.935999870300293,0.18199999630451202,22.548999786376953,14.338000297546387,11.479999542236328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.729000091552734,12.61299991607666,11.243000030517578,6.061999797821045
2,C,0,5.0,4.0,38.862998962402344,29.69499969482422,30.10300064086914,22.577999114990234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.705999851226807,25.371000289916992,10.694000244140625,12.112000465393066,11.244999885559082,27.6560001373291,10.032999992370605,11.880999565124512,14.8100004196167,49.3129997253418,51.90399932861328,44.43600082397461,2.4579999446868896,16.535999298095703,4.5269999504089355,26.63599967956543,61.055999755859375,166.23899841308594,114.68299865722656,106.7509994506836,NaN,NaN,NaN,NaN,22.857999801635742,4.5269999504089355,8.776000022888184,3.0199999809265137,13.02299976348877,16.357999801635742,7.466000080108643,41.60300064086914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.08099937438965,28.461000442504883,12.774999618530273,47.84299850463867,18.23900032043457,17.474000930786133,7.484000205993652,31.413000106811523,NaN,NaN,NaN,NaN,3.2699999809265137,14.51200008392334,21.68600082397461,15.800999641418457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.314998626708984,52.9739990234375,38.084999084472656,20.964000701904297,16.981000900268555,14.770999908447266,6.400000095367432,7.044000148773193,15.701000213623047,27.422000885009766,15.812999725341797,11.604000091552734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.207000732421875,10.036999702453613,16.5310001373291,11.345999717712402
3,C,1,6.0,6.0,21.47800064086914,45.20000076293945,73.33399963378906,62.14799880981445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1599999964237213,12.967000007629395,20.409000396728516,9.333999633789062,9.805999755859375,11.531000137329102,24.408000946044922,16.222999572753906,21.53499984741211,37.64400100708008,59.49399948120117,47.54499816894531,2.4189999103546143,1.3029999732971191,13.628000259399414,32.23099899291992,74.71299743652344,111.13500213623047,151.91799926757812,174.24600219726562,NaN,NaN,NaN,NaN,22.608999252319336,31.527999877929688,49.90599822998047,41.13800048828125,26.375,20.23900032043457,28.96500015258789,49.439998626708984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.617000102996826,27.920000076293945,28.910999298095703,51.994998931884766,4.603000164031982,14.529999732971191,25.475000381469727,22.47599983215332,7.504000186920166,8.597999572753906,0.3659999966621399,11.428999900817871,0.13199999928474426,20.31399917602539,17.302000045776367,12.081000328063965,NaN,NaN,NaN,NaN,0.0860000029206276,3.4159998893737793,7.75600004196167,21.607999801635742,12.381999969482422,37.152000427246094,45.94499969482422,17.618000030517578,7.732999801635742,15.305000305175781,21.312999725341797,32.577999114990234,0.09200000017881393,8.312999725341797,9.041999816894531,3.635999917984009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.086000442504883,8.126999855041504,10.428999900817871,15.616000175476074
4,C,1,1.0,7.0,16.698999404907227,38.52299880981445,27.89900016784668,110.96600341796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.303999900817871,7.921999931335449,11.182000160217285,21.381999969482422,4.394999980926514,6.3379998207092285,10.27299976348877,14.284000396728516,18.687999725341797,43.01300048828125,55.400001525878906,55.518001556396484,0.11999999731779099,2.2699999809265137,2.7170000076293945,17.92799949645996,22.375,79.35299682617188,154.33900451660156,144.75799560546875,NaN,NaN,NaN,NaN,0.12300000339746475,17.893999099731445,11.013999938964844,2.572999954223633,8.741999626159668,15.067000389099121,5.816999912261963,69.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.32600000500679016,33.52299880981445,10.756999969482422,49.367000579833984,6.818999767303467,22.854000091552734,17.30500030517578,6.843999862670898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.848999977111816,31.606000900268555,33.2760009765625,46.150001525878906,8.085000038146973,27.52400016784668,10.916000366210938,17.16699981689453,3.941999912261963,8.607999801635742,16.856000900268555,17.65999984741211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.182999610900879,9.09000015258789,14.354000091552734,19.75
5,M,0,3.0,4.0,38.71200180053711,89.33000183105469,138.2830047607422,65.20999908447266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.550000190734863,32.44499969482422,24.613000869750977,21.576000213623047,14.583999633789062,14.00100040435791,18.48699951171875,10.109999656677246,7.118000030517578,36.61199951171875,36.53799819946289,39.83100128173828,2.4130001068115234,0.0010000000474974513,2.3340001106262207,34.37099838256836,50.24599838256836,54.42300033569336,75.0989990234375,98.27200317382812,NaN,NaN,NaN,NaN,6.8379998207092285,15.680000305175781,2.1070001125335693,12.156000137329102,13.777000427246094,45.02199935913086,29.104999542236328,19.097000122070312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.706999778747559,35.132999420166016,32.73899841308594,49.012001037597656,10.131999969482422,22.43199920654297,25.43000030517578,28.509000778198242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.73200035095215,51.069000244140625,49.32899856567383,65.35800170898438,14.33899974822998,20.19499969482422,8.833000183105469,18.010000228881836,4.27400016784668,14.942000389099121,18.43400001525879,23.18899917602539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.235000610351562,15.628999710083008,10.567000389099121,6.906000137329102
6,C,1,7.0,2.0,37.016998291015625,48.44499969482422,53.64799880981445,51.119998931884766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2950000762939453,14.883999824523926,14.012999534606934,8.237000465393066,8.079000473022461,12.906999588012695,13.538000106811523,6.724999904632568,33.255001068115234,47.16400146484375,40.930999755859375,59.49100112915039,1.4769999980926514,5.258999824523926,3.369999885559082,21.63800048828125,48.48699951171875,91.8030014038086,147.05099487304688,155.56300354003906,NaN,NaN,NaN,NaN,8.305000305175781,13.182000160217285,15.767999649047852,21.940000534057617,15.92199993133545,14.835000038146973,11.928000450134277,33.53799819946289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.751999855041504,35.10300064086914,20.426000595092773,56.417999267578125,14.710000038146973,17.98900032043457,19.12700080871582,12.597000122070312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.878000259399414,26.40999984741211,34.07600021362305,23.010000228881836,9.305999755859375,13.970000267028809,15.767999649047852,1.312000036239624,2.4230000972747803,10.473999977111816,14.559000015258789,10.053000450134277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.656000137329102,7.693999767303467,5.010000228881836,11.159000396728516
7,C,0,4.0,3.0,37.74599838256836,106.28800201416016,97.56500244140625,101.70500183105469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4159998893737793,26.70800018310547,33.53799819946289,8.732999801635742,10.772000312805176,18.790000915527344,14.333999633789062,11.312000274658203,10.64799976348877,36.60100173950195,61.96500015258789,50.34700012207031,6.434000015258789,2.2850000858306885,2.2639999389648438,12.758999824523926,58.63999938964844,122.31199645996094,123.71900177001953,104.16699981689453,NaN,NaN,NaN,NaN,15.89900016784668,22.729000091552734,11.12600040435791,0.0010000000474974513,37.000999450683594,25.986000061035156,23.551000595092773,27.67799949645996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29499998688697815,34.00299835205078,18.43899917602539,41.529998779296875,13.60200023651123,24.24799919128418,25.100000381469727,26.70400047302246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.44099998474121,46.472999572753906,65.73200225830078,30.312000274658203,7.60699987411499,23.139999389648438,26.81100082397461,12.034000396728516,2.380000114440918,14.54699993133545,14.857000350952148,17.229000091552734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.826000213623047,8.244000434875488,12.619999885559082,11.4350004196167
8,M,1,2.0,6.0,74.96800231933594,61.0099983215332,33.45500183105469,49.39500045776367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.161999702453613,18.643999099731445,16.572999954223633,8.369999885559082,15.491000175476074,19.018999099731445,20.40999984741211,25.924999237060547,22.60099983215332,34.15399932861328,38.27299880981445,23.273000717163086,19.33099937438965,9.848999977111816,21.006999969482422,46.11899948120117,94.43900299072266,158.44200134277344,129.33200073242188,103.68199920654297,NaN,NaN,NaN,NaN,32.35300064086914,20.988000869750977,19.156999588012695,16.881999969482422,14.206000328063965,16.476999282836914,16.13599967956543,16.010000228881836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.70100021362305,42.07099914550781,26.966999053955078,33.89500045776367,13.633999824523926,28.9060001373291,20.648000717163086,13.666000366210938,NaN,NaN,NaN,NaN,0.11400000005960464,7.311999797821045,16.139999389648438,23.42300033569336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.30699920654297,48.499000549316406,28.34600067138672,47.57400131225586,19.625999450683594,23.113000869750977,15.479000091552734,11.081000328063965,6.574999809265137,20.676000595092773,14.694999694824219,16.256999969482422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.442999839782715,10.38700008392334,19.905000686645508,14.357000350952148
9,C,0,4.0,5.0,44.042999267578125,89.89900207519531,64.46299743652344,46.981998443603516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.702000141143799,28.059999465942383,42.39500045776367,13.59000015258789,8.567000389099121,2.2690000534057617,5.300000190734863,12.781000137329102,32.36399841308594,40.042999267578125,60.94900131225586,58.5629997253418,11.645999908447266,3.4560000896453857,8.942000389099121,39.62699890136719,52.17399978637695,139.1909942626953,128.4199981689453,143.71800231933594,NaN,NaN,NaN,NaN,4.059000015258789,18.541000366210938,19.486000061035156,21.316999435424805,26.617000579833984,15.803000450134277,28.358999252319336,49.54999923706055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2309999465942383,29.993000030517578,29.94300079345703,35.17900085449219,1.7020000219345093,22.35099983215332,16.014999389648438,18.652000427246094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.208999633789062,52.95000076293945,48.14500045776367,25.948999404907227,8.093999862670898,19.163000106811523,18.13800048828125,6.623000144958496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.549999237060547,10.392999649047852,2.434999942779541,8.394000053405762
10,M,0,7.0,2.0,27.128000259399414,69.87200164794922,61.39500045776367,98.33200073242188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.277999877929688,10.468999862670898,12.593000411987305,10.909000396728516,5.072999954223633,16.19499969482422,21.461999893188477,13.482999801635742,7.7729997634887695,18.881999969482422,47.81999969482422,25.48200035095215,8.593000411987305,2.2869999408721924,2.8239998817443848,32.39799880981445,80.2969970703125,93.3010025024414,82.71600341796875,82.94499969482422,NaN,NaN,NaN,NaN,12.866000175476074,4.452000141143799,6.73799991607666,11.994000434875488,13.937000274658203,24.743999481201172,32.7869987487793,20.525999069213867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.677000045776367,31.07200050354004,27.253999710083008,48.439998626708984,14.619999885559082,33.62699890136719,21.138999938964844,16.908000946044922,2.3410000801086426,4.392000198364258,6.0929999351501465,14.206999778747559,1.6790000200271606,23.48900032043457,26.59000015258789,4.013999938964844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.301000595092773,32.40800094604492,48.22200012207031,14.085000038146973,17.591999053955078,13.446000099182129,17.757999420166016,18.347999572753906,2.4230000972747803,14.022000312805176,27.523000717163086,5.7870001792907715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.057000160217285,11.269000053405762,12.324000358581543,18.440000534057617
