42 of 48 units, , , ,V4e043_00, ,V4e044_00, ,V4e044_01, ,V4e044_02, ,V4e044_03, ,V4e044_04, ,V4e045_00, ,V4e045_01, ,V4e046_00, ,V4e046_01, ,V4e047_00, ,V4e048_00, ,V4e052_00, ,V4e053_00, ,V4e053_01, ,V4e054_00, ,V4e055_00, ,V4e055_01, ,V4e056_00, ,MTe037_00, ,MTe037_04, ,MTe038_00, ,MTe038_01, ,MTe038_02, ,MTe039_00, ,MTe039_01, ,MTe039_02, ,MTe039_03, ,MTe039_04, ,MTe040_00, ,MTe042_00, ,MTe042_02, ,MTe042_03, ,MTe049_00, ,MTe049_01, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, ,MTe051_02, ,MTe051_03, ,MTe051_04, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1,M,2.0,6.0,7.427000045776367,16.246000289916992,45.40599822998047,38.04100036621094,27.21500015258789,42.895999908447266,9.755999565124512,25.913000106811523,NaN,NaN,NaN,NaN,152.95700073242188,61.47600173950195,22.233999252319336,9.996000289916992,30.200000762939453,23.132999420166016,59.441001892089844,18.423999786376953,65.98400115966797,59.270999908447266,147.51300048828125,139.55099487304688,26.44499969482422,5.535999774932861,86.25900268554688,130.8179931640625,NaN,NaN,0.06599999964237213,20.70800018310547,24.32900047302246,63.82400131225586,8.609000205993652,12.991000175476074,83.30799865722656,130.63999938964844,26.34600067138672,11.482000350952148,19.257999420166016,0.04800000041723251,95.16600036621094,85.41200256347656,29.11199951171875,37.30699920654297,NaN,NaN,121.8489990234375,179.0030059814453,71.73100280761719,154.3300018310547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.82900047302246,30.27899932861328,2.242000102996826,4.942999839782715,NaN,NaN,173.08999633789062,116.55999755859375,19.986000061035156,4.645999908447266,96.52799987792969,69.23999786376953,34.696998596191406,7.110000133514404,65.83999633789062,95.40899658203125,0.1340000033378601,8.055000305175781,5.065000057220459,3.140000104904175,NaN,NaN,NaN,NaN
2,M,1.0,7.0,8.043999671936035,15.48799991607666,25.722999572753906,27.454999923706055,35.85300064086914,24.339000701904297,10.821000099182129,15.22700023651123,NaN,NaN,NaN,NaN,104.7249984741211,111.052001953125,24.343000411987305,50.016998291015625,53.98400115966797,55.400001525878906,45.125999450683594,16.400999069213867,67.93000030517578,131.75900268554688,164.29600524902344,167.01800537109375,40.209999084472656,36.6349983215332,61.62300109863281,180.16700744628906,NaN,NaN,0.0010000000474974513,4.007999897003174,10.902000427246094,29.445999145507812,NaN,NaN,24.764999389648438,106.74800109863281,12.54800033569336,7.322000026702881,1.5019999742507935,5.098999977111816,158.81900024414062,116.52799987792969,39.21699905395508,62.2859992980957,NaN,NaN,156.42999267578125,102.052001953125,87.74099731445312,53.553001403808594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.23899841308594,29.325000762939453,NaN,NaN,NaN,NaN,108.41999816894531,211.96400451660156,23.16900062561035,0.050999999046325684,128.73699951171875,169.26600646972656,40.47700119018555,32.770999908447266,49.77399826049805,63.82400131225586,0.017000000923871994,8.050999641418457,NaN,NaN,NaN,NaN,NaN,NaN
3,C,6.0,6.0,2.2730000019073486,7.507999897003174,18.812999725341797,51.87699890136719,36.38199996948242,30.533000946044922,10.657999992370605,18.02400016784668,NaN,NaN,NaN,NaN,78.04399871826172,66.2959976196289,19.781999588012695,5.177999973297119,50.66899871826172,43.909000396728516,13.723999977111816,9.277000427246094,27.250999450683594,80.91300201416016,77.24800109863281,134.58200073242188,54.981998443603516,128.39500427246094,80.90499877929688,113.77300262451172,NaN,NaN,11.836999893188477,9.940999984741211,31.975000381469727,41.4109992980957,NaN,NaN,99.8759994506836,96.48699951171875,44.30099868774414,15.375,3.197999954223633,1.930999994277954,136.44700622558594,72.00199890136719,49.82699966430664,23.197999954223633,NaN,NaN,37.84299850463867,117.58999633789062,21.47800064086914,96.99800109863281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.15599822998047,55.22200012207031,NaN,NaN,NaN,NaN,76.57599639892578,96.96800231933594,NaN,NaN,86.79000091552734,119.5459976196289,32.875,27.158000946044922,38.0,42.96500015258789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,M,6.0,6.0,NaN,NaN,25.900999069213867,42.07699966430664,34.22700119018555,35.9370002746582,19.83300018310547,23.472999572753906,NaN,NaN,NaN,NaN,155.02499389648438,90.31800079345703,15.916999816894531,4.743000030517578,41.551998138427734,66.28199768066406,64.1709976196289,21.368000030517578,36.124000549316406,32.111000061035156,146.3350067138672,110.69599914550781,54.000999450683594,50.86399841308594,93.53500366210938,119.927001953125,NaN,NaN,8.407999992370605,4.150000095367432,43.89400100708008,69.35099792480469,NaN,NaN,105.53099822998047,99.74600219726562,19.351999282836914,10.89900016784668,0.0,0.0,171.41099548339844,33.02299880981445,118.80699920654297,16.64900016784668,NaN,NaN,45.564998626708984,72.9219970703125,42.9630012512207,92.50800323486328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.09000015258789,46.540000915527344,NaN,NaN,NaN,NaN,148.77999877929688,114.91699981689453,13.515000343322754,9.906999588012695,113.1989974975586,62.77299880981445,21.458999633789062,22.871999740600586,22.957000732421875,32.340999603271484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,M,7.0,2.0,7.7270002365112305,7.304999828338623,22.187999725341797,40.189998626708984,37.17399978637695,38.821998596191406,14.218999862670898,11.630000114440918,NaN,NaN,NaN,NaN,94.3290023803711,97.12999725341797,13.758000373840332,12.904000282287598,32.928001403808594,50.87699890136719,53.262001037597656,20.91900062561035,50.11899948120117,46.0629997253418,140.53500366210938,121.68900299072266,16.71299934387207,18.08300018310547,55.83100128173828,161.03199768066406,NaN,NaN,6.883999824523926,18.128000259399414,21.67300033569336,72.14299774169922,2.8929998874664307,7.548999786376953,77.05599975585938,146.21200561523438,20.274999618530273,33.09299850463867,0.11299999803304672,37.22600173950195,39.95899963378906,242.88400268554688,0.06199999898672104,28.275999069213867,NaN,NaN,23.972000122070312,163.96299743652344,38.13399887084961,183.9600067138672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.656999588012695,33.349998474121094,NaN,NaN,NaN,NaN,101.58999633789062,110.99500274658203,19.16900062561035,6.445000171661377,37.55699920654297,69.9489974975586,0.6349999904632568,16.599000930786133,18.301000595092773,42.939998626708984,0.07500000298023224,15.107999801635742,NaN,NaN,NaN,NaN,NaN,NaN
6,C,2.0,7.0,4.328000068664551,7.638000011444092,20.82699966430664,37.47600173950195,32.66299819946289,28.10099983215332,9.659000396728516,15.939000129699707,NaN,NaN,NaN,NaN,40.5620002746582,71.94999694824219,4.249000072479248,4.019000053405762,54.45899963378906,29.30699920654297,17.410999298095703,6.919000148773193,50.000999450683594,36.34600067138672,74.14099884033203,105.39099884033203,36.36600112915039,48.242000579833984,51.5890007019043,128.23800659179688,NaN,NaN,8.5,4.046999931335449,12.12600040435791,19.739999771118164,0.11100000143051147,7.074999809265137,59.00600051879883,88.31500244140625,38.35900115966797,14.706000328063965,10.37399959564209,0.014999999664723873,104.23699951171875,93.72799682617188,44.189998626708984,48.2859992980957,NaN,NaN,44.39799880981445,136.33299255371094,35.242000579833984,122.2770004272461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.788999557495117,29.989999771118164,NaN,NaN,NaN,NaN,80.73500061035156,112.81700134277344,22.888999938964844,4.01800012588501,108.18699645996094,109.66000366210938,2.2360000610351562,65.99099731445312,23.60099983215332,71.36900329589844,0.0,0.006000000052154064,NaN,NaN,NaN,NaN,NaN,NaN
7,M,6.0,1.0,NaN,NaN,28.878999710083008,57.95000076293945,35.176998138427734,34.6870002746582,11.411999702453613,19.479999542236328,NaN,NaN,NaN,NaN,89.01899719238281,104.59300231933594,6.815000057220459,23.691999435424805,28.003000259399414,31.16699981689453,65.77799987792969,25.618000030517578,33.10200119018555,40.143001556396484,110.2239990234375,81.95099639892578,35.85200119018555,42.400001525878906,71.00700378417969,47.849998474121094,NaN,NaN,4.218999862670898,6.008999824523926,15.321000099182129,42.099998474121094,NaN,NaN,99.57099914550781,114.25700378417969,16.743000030517578,3.503999948501587,10.789999961853027,0.0,102.24299621582031,89.15499877929688,23.163000106811523,16.312000274658203,NaN,NaN,75.90299987792969,148.3730010986328,53.68199920654297,154.24600219726562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.354000091552734,33.56800079345703,0.01600000075995922,18.111000061035156,NaN,NaN,166.1230010986328,126.85800170898438,7.4770002365112305,0.019999999552965164,71.447998046875,97.9729995727539,10.675000190734863,20.98200035095215,53.45899963378906,58.88199996948242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,M,2.0,2.0,NaN,NaN,36.63800048828125,38.380001068115234,30.45199966430664,35.51499938964844,18.256000518798828,8.364999771118164,NaN,NaN,NaN,NaN,84.66300201416016,71.24500274658203,5.546000003814697,10.942000389099121,81.1719970703125,60.7869987487793,39.02000045776367,15.184000015258789,54.944000244140625,62.757999420166016,168.18699645996094,70.0979995727539,76.42500305175781,26.711999893188477,58.810001373291016,112.5790023803711,NaN,NaN,4.624000072479248,11.553000450134277,6.814000129699707,33.04499816894531,NaN,NaN,69.5260009765625,142.1529998779297,28.261999130249023,23.059999465942383,23.47599983215332,13.543000221252441,112.83499908447266,93.06800079345703,47.069000244140625,29.615999221801758,NaN,NaN,109.32099914550781,146.83999633789062,80.83100128173828,128.11399841308594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.97800064086914,29.01300048828125,NaN,NaN,NaN,NaN,87.36900329589844,135.6750030517578,NaN,NaN,83.20099639892578,117.47200012207031,3.0230000019073486,53.11600112915039,20.027999877929688,42.97700119018555,NaN,NaN,2.253999948501587,0.0,NaN,NaN,NaN,NaN
9,C,1.0,6.0,NaN,NaN,34.659000396728516,49.20800018310547,42.685001373291016,37.30799865722656,12.300999641418457,11.5600004196167,NaN,NaN,NaN,NaN,80.2979965209961,57.185001373291016,7.952000141143799,5.513000011444092,53.108001708984375,57.76900100708008,8.781999588012695,13.319999694824219,82.31099700927734,45.31399917602539,119.0459976196289,182.67599487304688,26.763999938964844,28.11400032043457,68.125,140.85800170898438,NaN,NaN,NaN,NaN,17.150999069213867,17.047000885009766,NaN,NaN,65.3740005493164,70.01599884033203,51.79199981689453,39.35499954223633,12.581999778747559,5.019000053405762,98.08999633789062,41.189998626708984,38.89799880981445,27.461999893188477,NaN,NaN,120.1050033569336,118.5719985961914,73.78299713134766,99.40399932861328,NaN,NaN,NaN,NaN,NaN,NaN,8.005999565124512,0.08500000089406967,34.810001373291016,54.33700180053711,NaN,NaN,NaN,NaN,68.4000015258789,164.2259979248047,0.878000020980835,9.857999801635742,97.48899841308594,121.16500091552734,18.39299964904785,34.26900100708008,51.297000885009766,88.24199676513672,6.806000232696533,0.04800000041723251,NaN,NaN,NaN,NaN,NaN,NaN
