27 of 34 units, , , ,V4e044_00, ,V4e044_01, ,V4e046_00, ,V4e046_01, ,V4e047_00, ,V4e047_01, ,V4e047_02, ,V4e047_05, ,V4e047_06, ,V4e048_00, ,V4e048_04, ,V4e048_05, ,V4e048_06, ,V4e052_00, ,V4e052_01, ,V4e053_00, ,V4e054_00, ,V4e055_00, ,V4e057_00, ,MTe040_00, ,MTe042_00, ,MTe049_00, ,MTe049_02, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
38,C,2,2,33.6030006408691,53.7610015869141,NaN,NaN,60.4280014038086,237.276000976563,NaN,NaN,170.261993408203,176.292007446289,13.9799995422363,1.50800001621246,NaN,NaN,NaN,NaN,NaN,NaN,14.4499998092651,40.1559982299805,11.3940000534058,25.4160003662109,NaN,NaN,NaN,NaN,20.9950008392334,96.3720016479492,2.28200006484985,33.4889984130859,71.6340026855469,55.4550018310547,15.3339996337891,23.2520008087158,65.1750030517578,110.799003601074,63.2809982299805,28.2290000915527,10.3660001754761,7.94299983978272,47.6440010070801,39.9850006103516,85.7890014648438,195.673004150391,NaN,NaN,316.417999267578,487.2080078125,NaN,NaN,66.5650024414063,224.304992675781,10.0769996643066,33.0849990844727
39,C,1,1,43.8059997558594,61.1349983215332,NaN,NaN,82.7229995727539,190.576995849609,NaN,NaN,151.190994262695,284.730010986328,11.1300001144409,18.7970008850098,NaN,NaN,NaN,NaN,NaN,NaN,9.01299953460693,35.9790000915527,18.7210006713867,31.5820007324219,NaN,NaN,NaN,NaN,63.875,128.772994995117,22.1229991912842,25.2150001525879,66.0230026245117,74.2639999389648,32.8289985656738,34.8919982910156,97.5510025024414,89.2740020751953,39.5919990539551,37.3629989624023,10.3170003890991,6.32000017166138,45.2099990844727,38.060001373291,49.742000579834,115.732002258301,NaN,NaN,320.7919921875,479.972991943359,NaN,NaN,51.7350006103516,213.337997436523,4.36100006103516,39.2849998474121
40,C,1,2,41.257999420166,84.2610015869141,NaN,NaN,66.0220031738281,270.14599609375,NaN,NaN,138.613998413086,253.244003295898,15.0480003356934,20.0510005950928,NaN,NaN,NaN,NaN,NaN,NaN,27.3759994506836,52.6640014648438,13.8409996032715,25.3680000305176,NaN,NaN,NaN,NaN,59.0839996337891,101.612998962402,14.6129999160767,25.4599990844727,57.5629997253418,83.2160034179688,41.2050018310547,18.1639995574951,72,100.426002502441,18.2689990997314,74.5999984741211,12.6040000915527,7.9689998626709,39.9819984436035,31.5629997253418,21.4669990539551,179.108993530273,NaN,NaN,283.821990966797,482.641998291016,NaN,NaN,16.7800006866455,243.235992431641,0.059999998658896,11.2299995422363
41,C,7,2,3.53999996185303,51.492000579834,NaN,NaN,95.9769973754883,261.873992919922,NaN,NaN,164.723999023438,194.087005615234,28.503999710083,1.33899998664856,NaN,NaN,NaN,NaN,NaN,NaN,33.8810005187988,47.2890014648438,28.1830005645752,41.9129981994629,NaN,NaN,NaN,NaN,39.2459983825684,112.021003723145,12.1280002593994,11.6940002441406,40.1279983520508,60.9550018310547,10.375,0.669000029563904,57.1910018920898,109.77799987793,28.6679992675781,77.5910034179688,14.6549997329712,30.8570003509521,41.7150001525879,58.7929992675781,56.3370018005371,232.921005249023,NaN,NaN,310.627990722656,456.967010498047,NaN,NaN,58.2109985351562,218.095993041992,10.3489999771118,21.3840007781982
42,C,1,7,0.565999984741211,132.817001342773,NaN,NaN,46.6059989929199,280.838989257813,NaN,NaN,201.354995727539,205.606002807617,33.8310012817383,1.55400002002716,NaN,NaN,NaN,NaN,NaN,NaN,20.1809997558594,35.3460006713867,18.9869995117187,35.0800018310547,NaN,NaN,NaN,NaN,49.3549995422363,101.684997558594,10.5839996337891,18.5440006256104,47.9210014343262,83.0579986572266,16.2469997406006,61.9210014343262,112.478996276855,65.8939971923828,57.1800003051758,53.451000213623,12.1979999542236,18.2700004577637,55.673999786377,54.5940017700195,42.9980010986328,161.742004394531,NaN,NaN,322.677001953125,420.110992431641,NaN,NaN,65.2210006713867,224.233993530273,NaN,NaN
43,C,6,7,64.197998046875,35.9150009155273,NaN,NaN,140.360000610352,217.42399597168,NaN,NaN,200.110000610352,183.910995483398,30.0550003051758,11.1199998855591,NaN,NaN,NaN,NaN,NaN,NaN,22.753999710083,41.3959999084473,28.951000213623,47.0289993286133,NaN,NaN,NaN,NaN,27.0949993133545,55.3790016174316,5.38500022888184,0.982999980449676,35.3359985351562,48.439998626709,21.3850002288818,35.1870002746582,71.7990036010742,74.7789993286133,31.7080001831055,9.45699977874756,10.4099998474121,18.6599998474121,57.1619987487793,67.8119964599609,60.7039985656738,127.350997924805,NaN,NaN,357.488006591797,435.095001220703,NaN,NaN,115.027000427246,212.792007446289,18.0139999389648,9.02400016784668
44,C,2,7,49.9220008850098,150.819000244141,NaN,NaN,112.480003356934,292.558013916016,NaN,NaN,135.477005004883,261.950012207031,14.6350002288818,20.0499992370605,NaN,NaN,NaN,NaN,NaN,NaN,18.8659992218018,38.9360008239746,17.8129997253418,30.8430004119873,NaN,NaN,NaN,NaN,96.8030014038086,109.695999145508,35.9609985351562,18.8700008392334,75.7229995727539,59.9580001831055,30.0389995574951,54.4589996337891,63.4560012817383,34.7410011291504,23.9669990539551,46.0670013427734,23.4549999237061,14.6090002059937,54.1209983825684,77.5110015869141,85.1399993896484,172.067001342773,NaN,NaN,314.321014404297,442.165985107422,NaN,NaN,61.7900009155273,193.761001586914,6.22100019454956,4.03000020980835
45,M,7,6,25.3990001678467,20.6009998321533,NaN,NaN,135.731002807617,308.947998046875,NaN,NaN,181.917007446289,243.600997924805,16.1159992218018,4.02299976348877,NaN,NaN,NaN,NaN,NaN,NaN,25.242000579834,74.4850006103516,22.1319999694824,56.0769996643066,NaN,NaN,NaN,NaN,119.583000183105,56.0480003356934,15.2550001144409,0.178000003099442,135.425003051758,70.3600006103516,40.2879981994629,36.3209991455078,63.890998840332,84.6330032348633,42.4539985656738,34.3540000915527,12.2360000610352,8.7810001373291,75.4879989624024,51.2379989624023,118.975997924805,252.492004394531,NaN,NaN,404.149993896484,455.373992919922,NaN,NaN,114.876998901367,299.826995849609,14.9689998626709,17.6889991760254
46,C,2,2,57.2249984741211,42.3660011291504,NaN,NaN,187.647994995117,199.839004516602,NaN,NaN,193.744003295898,168.313003540039,45.3730010986328,6.55399990081787,NaN,NaN,NaN,NaN,NaN,NaN,17.44700050354,62.5610008239746,27.0869998931885,31.6180000305176,NaN,NaN,NaN,NaN,52.1440010070801,132.151992797852,10.7410001754761,19.0610008239746,47.6319999694824,55.5540008544922,12.4779996871948,39.1150016784668,65.6230010986328,140.742004394531,64.1500015258789,43.9830017089844,15.9490003585815,7.64799976348877,57.8129997253418,47.7050018310547,63.7859992980957,296.606994628906,4.375,43.6370010375977,304.43701171875,434.316009521484,NaN,NaN,118.78099822998,251.807006835937,16.9099998474121,28.6259994506836
47,C,6,6,65.3990020751953,4.1729998588562,NaN,NaN,64.7590026855469,341.265014648437,NaN,NaN,147.229995727539,176.016998291016,31.0310001373291,14.6029996871948,NaN,NaN,NaN,NaN,NaN,NaN,16.5259990692139,44.1150016784668,15.1660003662109,47.8110008239746,NaN,NaN,NaN,NaN,77.3600006103516,96.6110000610352,12.5559997558594,6.48600006103516,34.2309989929199,71.6009979248047,24.2719993591309,23.4179992675781,94.7070007324219,105.542999267578,29.6979999542236,55.3489990234375,13.7440004348755,7.83699989318848,43.5719985961914,63.1660003662109,28.5249996185303,275.609985351563,NaN,NaN,328.453002929687,410.968994140625,NaN,NaN,40.6189994812012,314.763000488281,4.54899978637695,21.7290000915527
48,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49,M,2,6,10.7589998245239,82.9729995727539,NaN,NaN,60.4269981384277,320.56298828125,NaN,NaN,88.5950012207031,185.669006347656,6.61700010299683,0.168999999761581,NaN,NaN,NaN,NaN,NaN,NaN,11.9700002670288,69.5199966430664,42.1679992675781,51.7799987792969,NaN,NaN,NaN,NaN,46.601001739502,97.2050018310547,4.58699989318848,7.89400005340576,50.5260009765625,37.5820007324219,17.3209991455078,8.05099964141846,50.6500015258789,118.444999694824,7.5,15.4849996566772,18.3859996795654,5.56099987030029,49.8989982604981,42.6440010070801,21.4909992218018,236.998001098633,NaN,NaN,340.639007568359,414.809997558594,NaN,NaN,57.3110008239746,307.555999755859,0.043999999761582,14.9200000762939
50,M,7,1,44.3339996337891,22.3980007171631,NaN,NaN,60.8979988098145,105.345001220703,NaN,NaN,210.505996704102,247.005004882813,22.7409992218018,10.5349998474121,NaN,NaN,NaN,NaN,NaN,NaN,32.3919982910156,47.818000793457,36.9490013122559,28.7250003814697,NaN,NaN,NaN,NaN,65.7669982910156,73.4059982299805,14.8249998092651,5.30100011825562,49.6279983520508,54.8699989318848,14.1450004577637,4.17799997329712,81.4390029907227,62.3489990234375,22.5380001068115,34.9879989624023,26.1140003204346,25.1359996795654,63.4379997253418,69.4229965209961,32.6360015869141,101.65599822998,NaN,NaN,387.22900390625,435.901000976563,NaN,NaN,60.3800010681152,199.333999633789,5.12900018692017,34.0859985351562
51,M,1,7,55.0779991149902,125.72200012207,NaN,NaN,27.7430000305176,289.194000244141,NaN,NaN,253.802001953125,233.388000488281,22.7490005493164,2.79099988937378,NaN,NaN,NaN,NaN,NaN,NaN,8.79199981689453,37.3680000305176,26.1620006561279,21.2310009002686,NaN,NaN,NaN,NaN,120.69100189209,96.9229965209961,31.57200050354,18.2639999389648,108.677001953125,107.221000671387,44.3499984741211,58.3400001525879,32.3559989929199,130.412002563477,44.132999420166,154.274993896484,22.4060001373291,10.7440004348755,60.2999992370606,50.9959983825684,41.234001159668,181.72900390625,NaN,NaN,484.588012695312,502.510009765625,NaN,NaN,51.8040008544922,204.412994384766,7.57200002670288,7.7350001335144
52,M,7,7,25.0279998779297,97.7519989013672,NaN,NaN,108.286003112793,307.842987060547,NaN,NaN,150.139999389648,232.5,10.6169996261597,19.4069995880127,NaN,NaN,NaN,NaN,NaN,NaN,23.5349998474121,65.9609985351563,19.3740005493164,18.8299999237061,NaN,NaN,NaN,NaN,105.26000213623,148.240997314453,30.693000793457,46.8940010070801,148.061004638672,86.4629974365234,58.6969985961914,52.2150001525879,54.1290016174316,227.244003295898,31.1000003814697,132.231994628906,13.173999786377,15,63.4220008850098,54.9389991760254,86.0970001220703,241.22900390625,NaN,NaN,428.011993408203,460.506011962891,NaN,NaN,89.0930023193359,194.968002319336,11.9010000228882,4.01999998092651
53,M,1,2,30.9619998931885,211.830001831055,NaN,NaN,180.434005737305,260.940002441406,NaN,NaN,280.596984863281,220.768997192383,25.863000869751,6.28399991989136,NaN,NaN,NaN,NaN,NaN,NaN,23.2290000915527,40.5099983215332,22.1770000457764,16.8129997253418,NaN,NaN,NaN,NaN,131.839004516602,136.552993774414,23.0590000152588,40.9850006103516,117.091003417969,130.949996948242,39.6660003662109,83.7779998779297,56.943000793457,184.496994018555,16.7450008392334,76.8539962768555,23.992000579834,11.2980003356934,68.8270034790039,59.4739990234375,104.948997497559,224.324996948242,0.082000002264977,57.9900016784668,451.388000488281,481.649993896484,NaN,NaN,128.981002807617,279.880004882812,13.9449996948242,39.9290008544922
54,C,4,5,54.7569999694824,40.1119995117188,NaN,NaN,81.3740005493164,273.880004882812,NaN,NaN,141.720001220703,255.79899597168,18.1979999542236,7.82100009918213,NaN,NaN,NaN,NaN,NaN,NaN,22.738000869751,30.4309997558594,9.35000038146973,21.6499996185303,NaN,NaN,NaN,NaN,22.9419994354248,131.942993164063,10.5450000762939,32.1059989929199,47.439998626709,92.9499969482422,8.47900009155273,38.632999420166,101.467002868652,130.800003051758,28.556999206543,102.185997009277,7.57000017166138,13.0109996795654,45.148998260498,76.7239990234375,69.5210037231445,232.688003540039,NaN,NaN,318.316986083984,424.209014892578,NaN,NaN,50.4930000305176,254.677001953125,6.22300004959106,39.7319984436035
55,M,5,4,34.1119995117187,48.9650001525879,NaN,NaN,37.1319999694824,290.023986816406,NaN,NaN,135.27799987793,303.201995849609,10.5520000457764,4.26800012588501,NaN,NaN,NaN,NaN,NaN,NaN,26.8589992523193,70.0739974975586,24.7919998168945,33.375,NaN,NaN,NaN,NaN,88.3259963989258,119.660003662109,31.69700050354,52.8009986877441,75.286003112793,58.1800003051758,56.6870002746582,41.576000213623,44.5810012817383,159.04899597168,35.2140007019043,109.875,34.1969985961914,53.3979988098145,61.492000579834,98.9759979248047,42.6110000610352,245.45100402832,NaN,NaN,408.877990722656,502.536987304688,NaN,NaN,62.007999420166,338.661987304687,2.31900000572205,18.1439990997314
56,C,7,1,36.6910018920898,33.9370002746582,NaN,NaN,76.8580017089844,157.059005737305,NaN,NaN,151.125,257.641998291016,5.94500017166138,12.4130001068115,NaN,NaN,NaN,NaN,NaN,NaN,13.1879997253418,47.1549987792969,18.1030006408691,39.7220001220703,NaN,NaN,NaN,NaN,71.2320022583008,71.6439971923828,4.80000019073486,7.93900012969971,70.0989990234375,42.9980010986328,26.7169990539551,17.0440006256104,68.9400024414063,72.3259963989258,37.3580017089844,26.4249992370605,8.34899997711182,22.261999130249,61.7540016174316,73.6029968261719,51.2470016479492,81.818000793457,NaN,NaN,354.071990966797,499.489013671875,NaN,NaN,77.3899993896484,210.942001342773,4.38899993896484,29.6690006256104
57,M,7,1,8.71300029754639,47.1069984436035,NaN,NaN,29.4309997558594,149.419998168945,NaN,NaN,149.432998657227,262.786010742187,38.7669982910156,0.272000014781952,NaN,NaN,NaN,NaN,NaN,NaN,23.0340003967285,43.726001739502,13.5270004272461,19.0809993743896,NaN,NaN,NaN,NaN,82.1060028076172,92.5780029296875,9.08800029754639,4.70499992370606,99.6520004272461,44.4469985961914,52.068000793457,20.9440002441406,46.2480010986328,61.0660018920899,18.6940002441406,59.6720008850098,20.5440006256104,37.7210006713867,63.234001159668,49.0999984741211,30.2560005187988,125.068000793457,0.045000001788139,0,355.910003662109,506.035003662109,NaN,NaN,29.4400005340576,247.90299987793,4.29400014877319,29.4839992523193
58,M,7,2,9.44999980926514,31.0750007629395,NaN,NaN,107.918998718262,202.182998657227,NaN,NaN,185.287002563477,222.910995483398,13.3819999694824,23.3959999084473,NaN,NaN,NaN,NaN,NaN,NaN,19.5960006713867,35.6629981994629,24.9190006256104,24.7049999237061,NaN,NaN,NaN,NaN,34.7120018005371,134.608993530273,0.365000009536743,25.0590000152588,46.0870018005371,52.75,30.2099990844727,37.556999206543,84.0510025024414,137.606002807617,56.2669982910156,42.8730010986328,30.3540000915527,23.7810001373291,62.6240005493164,69.7040023803711,42.9970016479492,215.927993774414,NaN,NaN,419.302001953125,419.278015136719,NaN,NaN,137.731002807617,259.506988525391,11.0649995803833,26.4209995269775
59,C,7,6,82.2129974365234,7.03700017929077,NaN,NaN,122.902000427246,368.042999267578,NaN,NaN,163.751998901367,227.039001464844,19.3939990997314,12.2589998245239,NaN,NaN,NaN,NaN,NaN,NaN,22.7119998931885,32.423999786377,14.5089998245239,34.398998260498,NaN,NaN,NaN,NaN,90.9089965820312,68.9329986572266,22.9230003356934,24.7910003662109,82.8550033569336,52.3499984741211,28.9440002441406,12.7110004425049,108.81600189209,66.2870025634766,82.0090026855469,22.2019996643066,11.4729995727539,10.7250003814697,44.1030006408691,59.4729995727539,42.4889984130859,259.601989746094,13.1230001449585,22.0939998626709,264.679992675781,416.055999755859,NaN,NaN,59.7649993896484,235.802993774414,0.093000002205372,25.9519996643066
60,C,6,1,22.8759994506836,24.4589996337891,NaN,NaN,86.0749969482422,150.210998535156,NaN,NaN,175.811004638672,241.785995483398,29.8040008544922,4.09700012207031,NaN,NaN,NaN,NaN,NaN,NaN,14.378999710083,31.9769992828369,11.706000328064,23.8570003509521,NaN,NaN,NaN,NaN,102.303001403809,68.0970001220703,16.7590007781982,9.58199977874756,71.1490020751953,57.4599990844727,24.6790008544922,25.886999130249,77.7460021972656,92.0149993896484,41.9889984130859,10.4519996643066,21.6529998779297,9.43200016021729,43.632999420166,71.8170013427734,47.6399993896484,155.563995361328,NaN,NaN,373.903015136719,485.503997802734,NaN,NaN,31.2600002288818,257.209991455078,4.55399990081787,39.4339981079102
61,M,1,6,21.7280006408691,73.2979965209961,NaN,NaN,52.5870018005371,294.029998779297,NaN,NaN,91.568000793457,240.863998413086,2.26999998092651,7.03599977493286,NaN,NaN,NaN,NaN,NaN,NaN,14.0050001144409,41.7980003356934,25.4810009002686,23.371000289917,NaN,NaN,NaN,NaN,65.068000793457,112.681999206543,9.17199993133545,20.4409999847412,45.7150001525879,58.476001739502,32.2840003967285,24.1079998016357,70.379997253418,94.5210037231445,43.3650016784668,51.6510009765625,19.6490001678467,14.8660001754761,53.3289985656738,55.1969985961914,21.2600002288818,254.417007446289,NaN,NaN,376.394012451172,397.364990234375,NaN,NaN,84.8249969482422,302.558013916016,6.35400009155273,29.1200008392334
62,M,4,4,22.863000869751,20.3379993438721,NaN,NaN,111.166000366211,276.825988769531,NaN,NaN,181.61799621582,261.342987060547,44.1599998474121,34.9049987792969,NaN,NaN,NaN,NaN,NaN,NaN,36.8489990234375,46.492000579834,22.5799999237061,27.4640007019043,NaN,NaN,NaN,NaN,111.916999816895,107.774002075195,39.1389999389648,16.9820003509521,170.207992553711,58.3359985351563,104.782997131348,20.1560001373291,96.3140029907227,83.3519973754883,69.4010009765625,51.2169990539551,16.1959991455078,42.8629989624023,66.2229995727539,72.7509994506836,97.2850036621094,256.838012695312,NaN,NaN,416.967010498047,427.072998046875,NaN,NaN,56.0919990539551,303.89599609375,16.7059993743896,23.9780006408691
63,M,2,1,46.8289985656738,75.9000015258789,NaN,NaN,111.529998779297,177.533996582031,NaN,NaN,200.128005981445,247.302993774414,21.1359996795654,7.30900001525879,NaN,NaN,NaN,NaN,NaN,NaN,20.3360004425049,28.5510005950928,18.5610008239746,21.632999420166,NaN,NaN,NaN,NaN,55.382999420166,134.85400390625,10.3610000610352,28.8700008392334,37.9729995727539,74.338996887207,11.2349996566772,22.1200008392334,45.7639999389648,157.776000976563,25.0949993133545,29.3020000457764,15.7980003356934,9.6540002822876,52.2519989013672,73.338996887207,45.1510009765625,163.093002319336,NaN,NaN,418.904998779297,467.363006591797,NaN,NaN,75.3850021362305,249.671005249023,8.42000007629395,43.4059982299805
64,M,4,5,64.1149978637695,68.4530029296875,NaN,NaN,78.2190017700195,245.557998657227,NaN,NaN,206.341995239258,260.256988525391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.7390003204346,39.6860008239746,NaN,NaN,NaN,NaN,NaN,NaN,85.1240005493164,104.313003540039,20.7749996185303,20.3850002288818,103.03800201416,81.2649993896484,51.8110008239746,49.5060005187988,42.5229988098145,146.177001953125,6.41599988937378,98.734001159668,15.5139999389648,11.4610004425049,41.0970001220703,90.4580001831055,71.3119964599609,254.425003051758,6.7960000038147,25.6959991455078,457.382995605469,482.032012939453,NaN,NaN,101.833999633789,272.22900390625,14.5989999771118,11.2239999771118
65,C,5,4,21.4629993438721,34.484001159668,NaN,NaN,90.5299987792969,274.914001464844,NaN,NaN,201.690002441406,257.839996337891,23.681999206543,4.21600008010864,NaN,NaN,NaN,NaN,NaN,NaN,26.113000869751,59.9459991455078,9.05399990081787,21.9799995422363,NaN,NaN,NaN,NaN,39.8199996948242,91.4810028076172,8.55500030517578,11.8039999008179,61.2319984436035,34.3409996032715,23.617000579834,32.2729988098145,99.1999969482422,113.36499786377,70.2910003662109,45.7109985351562,22.6040000915527,4.63199996948242,49.851001739502,41.3040008544922,78.1480026245117,252.388000488281,NaN,NaN,307.303985595703,453.369995117188,NaN,NaN,69.7350006103516,319.545989990234,6.06300020217896,48.7050018310547
66,C,7,7,37.2379989624023,88.2129974365234,NaN,NaN,62.6520004272461,291.235992431641,NaN,NaN,165.718994140625,278.678985595703,38.3059997558594,7.38399982452393,NaN,NaN,NaN,NaN,NaN,NaN,9.80300045013428,49.5870018005371,16.5429992675781,32.5050010681152,NaN,NaN,NaN,NaN,71.3610000610352,148.505004882813,19.863000869751,22.7099990844727,66.6350021362305,101.26000213623,11.4259996414185,37.1269989013672,45.935001373291,90.9680023193359,36.8520011901855,45.1209983825684,12.4029998779297,21.4440002441406,62.1570014953613,86.1259994506836,43.060001373291,204.268005371094,NaN,NaN,304.322998046875,487.598999023438,NaN,NaN,69.8550033569336,271.722991943359,2.21199989318848,3.9539999961853
67,C,6,2,62.9529991149902,40.1290016174316,NaN,NaN,83.4179992675781,205.113998413086,NaN,NaN,170.856994628906,228.759002685547,34.6049995422363,7.42600011825562,NaN,NaN,NaN,NaN,NaN,NaN,25.636999130249,43.560001373291,12.75,30.3169994354248,NaN,NaN,NaN,NaN,41.931999206543,89.2819976806641,6.60900020599365,30.2049999237061,42.4640007019043,70.4889984130859,27.2040004730225,4.90100002288818,53.4550018310547,93.0510025024414,23.3139991760254,37.8779983520508,11.1829996109009,8.05200004577637,45.5499992370605,56.4700012207031,36.4529991149902,244.462997436523,0.254999995231628,64.4619979858399,361.792999267578,462.523010253906,NaN,NaN,23.2350006103516,262.592987060547,0.021999999880791,14.9890003204346
68,M,1,1,21.7439994812012,59.943000793457,NaN,NaN,129.046997070313,145.128997802734,NaN,NaN,152.371994018555,218.042999267578,16.7119998931885,12.8120002746582,NaN,NaN,NaN,NaN,NaN,NaN,23.7660007476807,16.4230003356934,14.3430004119873,22.2810001373291,NaN,NaN,NaN,NaN,55.8619995117188,78.7959976196289,10.0100002288818,24.1760005950928,90.0579986572266,53.0509986877441,37.3330001831055,31.4659996032715,35.4900016784668,73.5800018310547,8.06400012969971,10.6719999313355,3.57299995422363,9.27400016784668,35.7770004272461,39.3279991149902,60.2610015869141,72.9209976196289,NaN,NaN,401.760986328125,497.941009521484,NaN,NaN,66.9800033569336,238.186004638672,4.38700008392334,20.8759994506836
69,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,M,2,7,19.5009994506836,104.792999267578,NaN,NaN,141.031997680664,270.740997314453,NaN,NaN,164.908996582031,284.877014160156,4.50899982452393,0.149000003933907,NaN,NaN,NaN,NaN,NaN,NaN,14.6490001678467,64.1729965209961,43.632999420166,33.0379981994629,NaN,NaN,NaN,NaN,51.6940002441406,71.8730010986328,12.8240003585815,12.5740003585815,53.898998260498,54.3800010681152,12.7690000534058,41.0130004882813,79.4779968261719,165.703994750977,21.1599998474121,116.966003417969,13.5310001373291,25.1690006256104,64.7480010986328,63.7890014648437,99.0299987792969,180.740005493164,NaN,NaN,398.667999267578,514.265991210938,NaN,NaN,115.193000793457,272.361999511719,15.1660003662109,4.04500007629395
