26 of 43 units, , , ,V4e106_00, ,V4e106_05, ,V4e106_06, ,V4e107_00, ,V4e108_00, ,V4e109_00, ,V4e109_01, ,V4e110_00, ,V4e110_03, ,V4e111_00, ,V4e111_01, ,V4e118_00, ,V4e118_01, ,V4e119_00, ,V4e120_00, ,V4e120_01, ,V4e120_02, ,V4e120_04, ,V4e121_00, ,V4e122_00, ,V4e122_03, ,V4e123_00, ,MTe099_00, ,MTe101_00, ,MTe104_00, ,MTe105_00, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1318,C,6.0,1.0,17.604999542236328,22.08300018310547,NaN,NaN,NaN,NaN,4.374000072479248,18.68600082397461,21.048999786376953,26.4060001373291,47.21500015258789,103.76799774169922,NaN,NaN,132.0590057373047,97.9489974975586,NaN,NaN,22.22100067138672,38.316001892089844,NaN,NaN,NaN,NaN,NaN,NaN,27.704999923706055,33.21799850463867,15.29800033569336,8.795000076293945,23.0,35.14799880981445,NaN,NaN,4.151000022888184,8.236000061035156,NaN,NaN,22.711999893188477,23.0,NaN,NaN,23.583999633789062,45.244998931884766,NaN,NaN,NaN,NaN,7.057000160217285,7.480000019073486,19.972999572753906,21.62299919128418
1319,C,1.0,7.0,22.562000274658203,33.10300064086914,NaN,NaN,20.073999404907227,0.5360000133514404,8.375,30.923999786376953,17.17300033569336,33.99399948120117,54.117000579833984,107.5780029296875,NaN,NaN,131.06399536132812,123.6729965209961,NaN,NaN,41.97800064086914,94.43000030517578,NaN,NaN,NaN,NaN,NaN,NaN,31.249000549316406,38.209999084472656,17.11199951171875,20.718000411987305,27.62700080871582,27.96500015258789,NaN,NaN,15.197999954223633,24.156999588012695,NaN,NaN,31.96299934387207,39.21099853515625,NaN,NaN,27.589000701904297,48.0359992980957,NaN,NaN,NaN,NaN,8.590999603271484,11.055000305175781,19.07200050354004,7.623000144958496
1320,M,3.0,4.0,16.476999282836914,9.78499984741211,NaN,NaN,NaN,NaN,14.006999969482422,12.175999641418457,30.983999252319336,35.26100158691406,44.8129997253418,60.5359992980957,NaN,NaN,108.94400024414062,69.71700286865234,NaN,NaN,35.76900100708008,27.07200050354004,NaN,NaN,NaN,NaN,NaN,NaN,29.284000396728516,30.216999053955078,17.408000946044922,16.304000854492188,29.200000762939453,29.867000579833984,NaN,NaN,24.60700035095215,18.797000885009766,NaN,NaN,17.535999298095703,12.180999755859375,NaN,NaN,22.26099967956543,13.779999732971191,NaN,NaN,NaN,NaN,14.625,21.714000701904297,6.936999797821045,15.053000450134277
1321,M,7.0,1.0,28.54599952697754,11.229000091552734,NaN,NaN,NaN,NaN,10.571999549865723,8.968000411987305,25.797000885009766,14.645999908447266,88.31400299072266,78.55400085449219,NaN,NaN,149.09300231933594,98.41100311279297,NaN,NaN,37.064998626708984,33.119998931884766,NaN,NaN,8.947999954223633,11.0,NaN,NaN,31.76099967956543,33.21699905395508,18.8700008392334,13.79699993133545,28.783000946044922,21.518999099731445,NaN,NaN,14.842000007629395,25.740999221801758,NaN,NaN,34.784000396728516,31.902000427246094,NaN,NaN,24.996000289916992,22.413999557495117,NaN,NaN,NaN,NaN,9.930000305175781,11.505999565124512,10.562999725341797,11.543000221252441
1322,M,2.0,2.0,17.834999084472656,31.516000747680664,NaN,NaN,0.007000000216066837,39.77799987792969,12.928000450134277,19.89299964904785,17.89900016784668,20.156999588012695,78.38700103759766,86.9010009765625,NaN,NaN,141.23399353027344,142.64199829101562,NaN,NaN,22.625,34.93199920654297,NaN,NaN,NaN,NaN,NaN,NaN,29.937999725341797,33.696998596191406,28.36400032043457,7.650000095367432,32.37799835205078,33.29600143432617,NaN,NaN,9.70300006866455,12.446999549865723,NaN,NaN,27.167999267578125,23.913999557495117,NaN,NaN,45.02399826049805,21.55699920654297,NaN,NaN,NaN,NaN,6.185999870300293,12.998000144958496,6.368000030517578,8.173999786376953
1323,C,4.0,3.0,25.572999954223633,43.84000015258789,NaN,NaN,NaN,NaN,16.91900062561035,21.263999938964844,22.075000762939453,22.0939998626709,95.68499755859375,93.05400085449219,NaN,NaN,177.9739990234375,128.34800720214844,NaN,NaN,38.88800048828125,33.33399963378906,NaN,NaN,NaN,NaN,NaN,NaN,30.072999954223633,35.87300109863281,23.474000930786133,21.628000259399414,23.204999923706055,28.923999786376953,NaN,NaN,5.517000198364258,7.980000019073486,NaN,NaN,11.824000358581543,20.70599937438965,NaN,NaN,16.000999450683594,34.54100036621094,NaN,NaN,NaN,NaN,8.678999900817871,29.4950008392334,12.534000396728516,19.14699935913086
1324,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325,C,1.0,6.0,40.93299865722656,10.727999687194824,NaN,NaN,21.03499984741211,0.07100000232458115,6.427000045776367,7.497000217437744,16.62700080871582,34.03799819946289,74.54499816894531,83.27400207519531,NaN,NaN,144.76300048828125,110.4489974975586,NaN,NaN,38.65999984741211,25.270999908447266,NaN,NaN,NaN,NaN,NaN,NaN,29.83799934387207,41.89699935913086,6.176000118255615,21.275999069213867,30.964000701904297,31.541000366210938,NaN,NaN,8.836999893188477,7.988999843597412,NaN,NaN,20.26300048828125,14.776000022888184,NaN,NaN,14.262999534606934,17.825000762939453,NaN,NaN,NaN,NaN,14.826000213623047,2.053999900817871,16.448999404907227,16.027999877929688
1326,C,1.0,2.0,27.136999130249023,6.125999927520752,NaN,NaN,0.0,0.0,8.946000099182129,7.464000225067139,29.606000900268555,20.687000274658203,58.946998596191406,120.43299865722656,NaN,NaN,169.0050048828125,121.822998046875,NaN,NaN,23.36199951171875,59.222999572753906,NaN,NaN,7.960999965667725,6.309999942779541,NaN,NaN,37.33000183105469,44.194000244140625,8.211999893188477,21.400999069213867,35.755001068115234,17.16699981689453,NaN,NaN,2.255000114440918,19.31100082397461,NaN,NaN,33.696998596191406,12.699000358581543,NaN,NaN,31.134000778198242,33.99700164794922,NaN,NaN,NaN,NaN,8.166000366210938,14.09000015258789,18.05500030517578,18.55900001525879
1327,C,6.0,7.0,13.217000007629395,12.043000221252441,NaN,NaN,NaN,NaN,6.958000183105469,4.664999961853027,28.381999969482422,24.42799949645996,62.17599868774414,89.0530014038086,NaN,NaN,165.92100524902344,98.1449966430664,NaN,NaN,17.83799934387207,28.267000198364258,NaN,NaN,NaN,NaN,NaN,NaN,26.41699981689453,35.57699966430664,7.894000053405762,18.7189998626709,33.720001220703125,31.72100067138672,NaN,NaN,10.126999855041504,12.161999702453613,NaN,NaN,24.88800048828125,21.030000686645508,NaN,NaN,10.765999794006348,28.402999877929688,NaN,NaN,NaN,NaN,9.375,16.207000732421875,16.80299949645996,13.388999938964844
1328,M,6.0,6.0,12.869000434875488,8.324000358581543,NaN,NaN,NaN,NaN,12.579999923706055,6.968999862670898,27.13800048828125,13.996999740600586,42.132999420166016,91.09500122070312,NaN,NaN,87.5250015258789,92.66799926757812,NaN,NaN,22.452999114990234,36.54100036621094,NaN,NaN,NaN,NaN,NaN,NaN,37.46799850463867,35.74100112915039,22.483999252319336,14.074000358581543,29.7549991607666,31.138999938964844,NaN,NaN,9.197999954223633,19.385000228881836,NaN,NaN,14.97599983215332,21.94700050354004,NaN,NaN,14.140999794006348,12.187000274658203,NaN,NaN,NaN,NaN,10.486000061035156,18.216999053955078,8.406000137329102,0.11500000208616257
1329,C,7.0,6.0,7.177999973297119,13.897000312805176,NaN,NaN,NaN,NaN,15.309000015258789,6.627999782562256,18.06800079345703,25.72100067138672,45.94200134277344,80.41600036621094,NaN,NaN,126.4990005493164,113.32599639892578,NaN,NaN,26.625999450683594,19.81999969482422,NaN,NaN,NaN,NaN,NaN,NaN,35.89400100708008,30.968000411987305,17.207000732421875,13.965999603271484,33.08599853515625,23.35700035095215,NaN,NaN,17.062000274658203,0.09000000357627869,NaN,NaN,31.350000381469727,7.834000110626221,NaN,NaN,28.128999710083008,16.368999481201172,NaN,NaN,NaN,NaN,7.664000034332275,20.784000396728516,16.145000457763672,14.173999786376953
1330,C,1.0,7.0,21.37700080871582,24.059999465942383,NaN,NaN,NaN,NaN,8.295000076293945,18.174999237060547,23.10300064086914,21.066999435424805,63.97600173950195,107.88999938964844,NaN,NaN,128.79299926757812,91.12999725341797,NaN,NaN,8.418999671936035,60.04199981689453,NaN,NaN,NaN,NaN,NaN,NaN,35.36800003051758,43.202999114990234,20.94700050354004,13.74899959564209,28.701000213623047,24.85300064086914,NaN,NaN,12.411999702453613,23.80500030517578,NaN,NaN,24.39699935913086,15.744999885559082,NaN,NaN,21.993000030517578,31.999000549316406,NaN,NaN,NaN,NaN,10.753000259399414,7.97599983215332,10.437000274658203,9.54699993133545
1331,M,7.0,6.0,20.96299934387207,16.5939998626709,NaN,NaN,NaN,NaN,13.279999732971191,4.073999881744385,20.222000122070312,26.764999389648438,78.66100311279297,91.61599731445312,NaN,NaN,124.0199966430664,114.77899932861328,NaN,NaN,37.02299880981445,18.735000610351562,NaN,NaN,NaN,NaN,NaN,NaN,30.89699935913086,30.049999237060547,25.72599983215332,33.19499969482422,36.86199951171875,26.31999969482422,NaN,NaN,22.014999389648438,8.980999946594238,NaN,NaN,35.06100082397461,18.96299934387207,NaN,NaN,33.926998138427734,26.65999984741211,NaN,NaN,NaN,NaN,5.711999893188477,17.20800018310547,10.640000343322754,5.48799991607666
1332,M,4.0,4.0,27.996000289916992,27.45199966430664,NaN,NaN,NaN,NaN,14.795999526977539,11.87399959564209,28.54599952697754,20.39299964904785,104.25700378417969,86.18699645996094,NaN,NaN,123.78900146484375,84.05799865722656,NaN,NaN,32.84299850463867,13.156999588012695,NaN,NaN,NaN,NaN,NaN,NaN,35.388999938964844,45.60599899291992,18.743000030517578,17.858999252319336,35.34700012207031,31.86400032043457,NaN,NaN,7.383999824523926,22.216999053955078,NaN,NaN,48.67300033569336,25.094999313354492,NaN,NaN,28.3799991607666,20.05900001525879,NaN,NaN,NaN,NaN,16.163000106811523,4.0879998207092285,6.636000156402588,6.445000171661377
1333,C,2.0,6.0,29.80299949645996,13.234000205993652,NaN,NaN,NaN,NaN,16.959999084472656,7.818999767303467,25.115999221801758,26.56399917602539,84.95700073242188,122.60700225830078,NaN,NaN,152.6909942626953,180.4980010986328,NaN,NaN,31.572999954223633,27.006999969482422,NaN,NaN,2.2669999599456787,7.788000106811523,NaN,NaN,27.142000198364258,39.2400016784668,18.709999084472656,3.0,25.37700080871582,37.82600021362305,NaN,NaN,8.871000289916992,7.545000076293945,NaN,NaN,23.339000701904297,14.151000022888184,NaN,NaN,22.082000732421875,25.031999588012695,NaN,NaN,NaN,NaN,5.123000144958496,21.81399917602539,6.256999969482422,19.676000595092773
1334,M,6.0,7.0,17.365999221801758,16.391000747680664,NaN,NaN,NaN,NaN,18.349000930786133,11.60200023651123,21.430999755859375,18.959999084472656,52.069000244140625,84.92900085449219,NaN,NaN,104.8479995727539,128.18800354003906,NaN,NaN,18.878999710083008,71.8010025024414,NaN,NaN,NaN,NaN,NaN,NaN,32.750999450683594,45.71500015258789,16.613000869750977,25.792999267578125,32.60900115966797,31.701000213623047,NaN,NaN,16.048999786376953,17.976999282836914,2.2820000648498535,16.541000366210938,23.29599952697754,11.732000350952148,NaN,NaN,28.701000213623047,22.614999771118164,NaN,NaN,NaN,NaN,8.928999900817871,20.128000259399414,8.932000160217285,14.5600004196167
1335,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1336,C,2.0,6.0,11.9399995803833,4.734000205993652,NaN,NaN,NaN,NaN,8.831999778747559,7.6529998779296875,28.402999877929688,14.75,71.64199829101562,51.875999450683594,NaN,NaN,138.53399658203125,139.49000549316406,NaN,NaN,18.458999633789062,20.80500030517578,NaN,NaN,2.2669999599456787,10.993000030517578,NaN,NaN,27.6200008392334,42.696998596191406,21.076000213623047,9.196999549865723,29.0,40.540000915527344,NaN,NaN,30.27199935913086,34.814998626708984,NaN,NaN,17.534000396728516,19.756000518798828,NaN,NaN,9.470999717712402,4.03000020980835,NaN,NaN,NaN,NaN,19.29400062561035,20.909000396728516,14.33899974822998,15.845999717712402
1337,C,6.0,1.0,37.68299865722656,18.974000930786133,NaN,NaN,NaN,NaN,38.9379997253418,18.09600067138672,38.374000549316406,20.219999313354492,73.53700256347656,86.4990005493164,NaN,NaN,128.95700073242188,141.64999389648438,NaN,NaN,39.06100082397461,53.685001373291016,NaN,NaN,NaN,NaN,NaN,NaN,31.735000610351562,34.78099822998047,16.733999252319336,16.229999542236328,39.4109992980957,35.375999450683594,NaN,NaN,16.864999771118164,11.62600040435791,NaN,NaN,31.238000869750977,11.75,NaN,NaN,19.454999923706055,21.235000610351562,NaN,NaN,NaN,NaN,13.744000434875488,14.765000343322754,22.270000457763672,0.08399999886751175
1338,C,3.0,4.0,5.883999824523926,23.833999633789062,NaN,NaN,NaN,NaN,8.605999946594238,10.770999908447266,11.47599983215332,28.93400001525879,68.31999969482422,85.55999755859375,NaN,NaN,137.80499267578125,91.48600006103516,NaN,NaN,39.27899932861328,46.72100067138672,NaN,NaN,NaN,NaN,NaN,NaN,31.483999252319336,33.933998107910156,12.753999710083008,10.913000106811523,31.621000289916992,33.895999908447266,NaN,NaN,NaN,NaN,NaN,NaN,17.275999069213867,4.109000205993652,NaN,NaN,16.354999542236328,25.43199920654297,NaN,NaN,NaN,NaN,10.399999618530273,3.6459999084472656,20.339000701904297,8.005000114440918
1339,M,3.0,4.0,11.515999794006348,6.283999919891357,NaN,NaN,NaN,NaN,9.277000427246094,14.449999809265137,32.332000732421875,37.415000915527344,68.92500305175781,80.4010009765625,NaN,NaN,131.36700439453125,96.81600189208984,NaN,NaN,37.71900177001953,19.027999877929688,NaN,NaN,NaN,NaN,NaN,NaN,36.70100021362305,38.80799865722656,22.045000076293945,7.439000129699707,33.319000244140625,38.722999572753906,NaN,NaN,10.802000045776367,15.73900032043457,NaN,NaN,32.54199981689453,18.92799949645996,NaN,NaN,20.145999908447266,27.003999710083008,NaN,NaN,NaN,NaN,10.467000007629395,4.015999794006348,12.427000045776367,7.909999847412109
1340,C,4.0,5.0,25.009000778198242,20.757999420166016,NaN,NaN,NaN,NaN,17.917999267578125,13.54800033569336,27.263999938964844,18.927000045776367,76.65699768066406,70.11900329589844,NaN,NaN,155.00399780273438,121.15399932861328,NaN,NaN,31.913000106811523,11.894000053405762,NaN,NaN,NaN,NaN,NaN,NaN,36.882999420166016,35.10900115966797,25.229999542236328,15.89900016784668,26.97800064086914,27.785999298095703,NaN,NaN,14.3100004196167,23.965999603271484,5.366000175476074,2.2170000076293945,33.987998962402344,18.667999267578125,NaN,NaN,26.976999282836914,28.62700080871582,NaN,NaN,NaN,NaN,13.25,9.767999649047852,10.282999992370605,15.329999923706055
1341,C,6.0,6.0,18.534000396728516,32.03200149536133,NaN,NaN,NaN,NaN,6.355000019073486,15.545000076293945,24.447999954223633,19.256000518798828,106.79199981689453,67.35900115966797,NaN,NaN,149.6929931640625,114.00399780273438,NaN,NaN,47.433998107910156,18.11199951171875,NaN,NaN,NaN,NaN,NaN,NaN,36.560001373291016,34.43199920654297,20.597999572753906,8.256999969482422,34.06700134277344,31.839000701904297,NaN,NaN,6.797999858856201,15.631999969482422,NaN,NaN,30.437000274658203,17.52199935913086,NaN,NaN,20.979000091552734,18.42099952697754,NaN,NaN,NaN,NaN,8.541999816894531,11.0649995803833,18.253000259399414,4.006999969482422
1342,M,7.0,2.0,20.360000610351562,31.08099937438965,NaN,NaN,NaN,NaN,17.636999130249023,17.211000442504883,23.018999099731445,23.642000198364258,36.90800094604492,52.91400146484375,NaN,NaN,71.30400085449219,132.89100646972656,NaN,NaN,30.34600067138672,34.645999908447266,NaN,NaN,NaN,NaN,NaN,NaN,30.007999420166016,37.582000732421875,11.1899995803833,12.626999855041504,32.737998962402344,27.881999969482422,NaN,NaN,15.720000267028809,16.492000579833984,NaN,NaN,22.457000732421875,15.58899974822998,NaN,NaN,16.565000534057617,28.8799991607666,NaN,NaN,NaN,NaN,6.52400016784668,7.663000106811523,18.586000442504883,18.554000854492188
1343,M,2.0,2.0,8.647000312805176,12.723999977111816,NaN,NaN,NaN,NaN,5.388000011444092,16.621999740600586,26.601999282836914,15.697999954223633,51.569000244140625,62.42300033569336,NaN,NaN,101.18900299072266,147.53199768066406,NaN,NaN,34.24399948120117,37.56100082397461,NaN,NaN,NaN,NaN,NaN,NaN,31.43400001525879,34.65700149536133,13.503000259399414,16.05900001525879,34.165000915527344,28.565000534057617,NaN,NaN,26.597000122070312,7.48199987411499,NaN,NaN,13.232000350952148,3.9260001182556152,NaN,NaN,14.428000450134277,3.6640000343322754,NaN,NaN,NaN,NaN,8.109999656677246,5.831999778747559,14.501999855041504,14.906000137329102
1344,C,7.0,6.0,42.930999755859375,25.398000717163086,NaN,NaN,2.308000087738037,0.04500000178813934,20.01099967956543,8.241000175476074,22.533000946044922,23.320999145507812,57.00899887084961,106.20899963378906,NaN,NaN,152.76499938964844,107.76000213623047,NaN,NaN,44.84700012207031,40.00400161743164,NaN,NaN,NaN,NaN,NaN,NaN,29.20599937438965,45.24800109863281,28.900999069213867,28.908000946044922,28.42799949645996,32.44599914550781,NaN,NaN,20.944000244140625,4.10699987411499,NaN,NaN,27.749000549316406,10.055999755859375,NaN,NaN,9.28600025177002,14.229999542236328,NaN,NaN,NaN,NaN,6.406000137329102,12.861000061035156,17.819000244140625,20.718000411987305
1345,C,1.0,6.0,12.322999954223633,14.196999549865723,NaN,NaN,NaN,NaN,4.675000190734863,14.819999694824219,21.45599937438965,10.97700023651123,70.32599639892578,123.57099914550781,NaN,NaN,140.3509979248047,131.23699951171875,NaN,NaN,26.763999938964844,28.886999130249023,NaN,NaN,NaN,NaN,NaN,NaN,29.815000534057617,39.652000427246094,7.545000076293945,9.166999816894531,35.762001037597656,24.316999435424805,NaN,NaN,10.373000144958496,18.85099983215332,NaN,NaN,28.4060001373291,28.628000259399414,NaN,NaN,21.888999938964844,20.670000076293945,NaN,NaN,NaN,NaN,9.057999610900879,8.142999649047852,11.038000106811523,6.613999843597412
1346,M,2.0,7.0,24.139999389648438,28.70599937438965,NaN,NaN,NaN,NaN,13.027000427246094,26.41200065612793,23.631999969482422,32.82500076293945,94.7249984741211,97.29399871826172,NaN,NaN,218.41099548339844,93.62100219726562,NaN,NaN,30.554000854492188,63.97800064086914,NaN,NaN,8.743000030517578,23.065000534057617,NaN,NaN,29.34600067138672,41.88600158691406,17.4689998626709,27.253999710083008,33.018001556396484,27.025999069213867,NaN,NaN,11.458999633789062,14.553000450134277,NaN,NaN,38.861000061035156,25.125999450683594,NaN,NaN,14.380000114440918,50.32600021362305,NaN,NaN,NaN,NaN,4.6620001792907715,22.92799949645996,12.529999732971191,11.618000030517578
1347,M,6.0,6.0,25.107999801635742,27.41200065612793,NaN,NaN,NaN,NaN,12.755000114440918,21.597999572753906,28.9060001373291,31.29199981689453,80.09200286865234,66.88899993896484,NaN,NaN,133.53599548339844,112.5739974975586,NaN,NaN,35.63199996948242,20.214000701904297,NaN,NaN,6.7270002365112305,12.430000305175781,NaN,NaN,26.684999465942383,33.926998138427734,20.56399917602539,15.517999649047852,33.770999908447266,30.219999313354492,NaN,NaN,8.60099983215332,5.860000133514404,NaN,NaN,26.829999923706055,23.233999252319336,NaN,NaN,22.514999389648438,23.663999557495117,NaN,NaN,NaN,NaN,6.269000053405762,9.005999565124512,14.329000473022461,6.855000019073486
1348,M,4.0,3.0,14.545000076293945,24.51300048828125,NaN,NaN,NaN,NaN,11.649999618530273,12.39799976348877,30.48900032043457,40.415000915527344,36.60499954223633,90.82599639892578,NaN,NaN,107.61399841308594,104.8010025024414,NaN,NaN,29.319000244140625,43.99300003051758,NaN,NaN,NaN,NaN,NaN,NaN,29.429000854492188,33.9630012512207,22.64299964904785,13.468999862670898,31.839000701904297,31.66200065612793,NaN,NaN,16.131999969482422,21.66200065612793,NaN,NaN,19.492000579833984,2.260999917984009,NaN,NaN,10.256999969482422,22.878000259399414,NaN,NaN,NaN,NaN,8.348999977111816,13.718000411987305,21.43400001525879,5.500999927520752
1349,M,2.0,6.0,25.14900016784668,31.006999969482422,NaN,NaN,0.0,12.123000144958496,10.819999694824219,13.404000282287598,24.516000747680664,40.52299880981445,77.70099639892578,104.7750015258789,NaN,NaN,166.4290008544922,94.6259994506836,NaN,NaN,23.97100067138672,38.042999267578125,NaN,NaN,NaN,NaN,NaN,NaN,29.64900016784668,32.84700012207031,22.69499969482422,15.378999710083008,39.483001708984375,24.461000442504883,NaN,NaN,12.678999900817871,14.954000473022461,NaN,NaN,18.253000259399414,7.504000186920166,NaN,NaN,26.704999923706055,23.05900001525879,NaN,NaN,NaN,NaN,8.564000129699707,14.819999694824219,8.13700008392334,16.240999221801758
1350,C,2.0,1.0,10.744000434875488,39.54100036621094,NaN,NaN,NaN,NaN,12.529999732971191,13.781000137329102,32.819000244140625,28.812999725341797,51.775001525878906,89.64399719238281,NaN,NaN,127.31999969482422,110.11699676513672,NaN,NaN,13.064000129699707,43.25600051879883,NaN,NaN,NaN,NaN,NaN,NaN,33.150001525878906,30.74799919128418,13.279999732971191,32.72100067138672,34.880001068115234,23.038000106811523,NaN,NaN,23.132999420166016,16.611000061035156,NaN,NaN,14.881999969482422,27.339000701904297,NaN,NaN,11.486000061035156,22.30500030517578,NaN,NaN,NaN,NaN,9.282999992370605,13.77400016784668,15.218999862670898,5.927000045776367
1351,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1352,M,1.0,7.0,20.69499969482422,25.856000900268555,NaN,NaN,0.004000000189989805,27.847000122070312,16.93600082397461,22.31399917602539,22.354999542236328,19.51300048828125,49.42599868774414,107.53900146484375,NaN,NaN,104.25800323486328,100.77100372314453,NaN,NaN,33.91699981689453,70.97000122070312,NaN,NaN,NaN,NaN,NaN,NaN,30.465999603271484,41.375,10.706999778747559,15.013999938964844,34.17499923706055,24.125999450683594,NaN,NaN,14.956000328063965,3.2109999656677246,NaN,NaN,15.892999649047852,44.599998474121094,NaN,NaN,15.63599967956543,19.113000869750977,NaN,NaN,NaN,NaN,10.972999572753906,18.91699981689453,28.104000091552734,7.513000011444092
1353,M,1.0,2.0,31.91200065612793,32.5880012512207,NaN,NaN,NaN,NaN,23.375,19.459999084472656,21.7189998626709,27.11199951171875,97.5270004272461,93.36199951171875,NaN,NaN,128.4759979248047,133.44500732421875,NaN,NaN,49.29199981689453,31.930999755859375,NaN,NaN,NaN,NaN,NaN,NaN,32.915000915527344,45.457000732421875,17.45599937438965,21.336000442504883,32.7400016784668,26.510000228881836,NaN,NaN,9.321999549865723,14.871000289916992,NaN,NaN,35.45600128173828,28.48699951171875,NaN,NaN,32.766998291015625,51.46900177001953,NaN,NaN,NaN,NaN,12.737000465393066,11.138999938964844,23.569000244140625,16.738000869750977
1354,M,1.0,6.0,18.59600067138672,11.1850004196167,NaN,NaN,2.2739999294281006,0.0010000000474974513,12.831000328063965,7.439000129699707,18.437999725341797,26.530000686645508,40.53200149536133,118.16899871826172,NaN,NaN,105.07499694824219,166.17799377441406,NaN,NaN,19.483999252319336,26.615999221801758,NaN,NaN,NaN,NaN,NaN,NaN,29.045000076293945,41.487998962402344,18.663000106811523,12.697999954223633,31.937000274658203,29.26300048828125,NaN,NaN,2.1440000534057617,0.09700000286102295,NaN,NaN,27.957000732421875,8.133999824523926,NaN,NaN,18.302000045776367,11.913999557495117,NaN,NaN,NaN,NaN,16.38599967956543,13.880000114440918,21.101999282836914,16.94499969482422
1355,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1356,C,7.0,7.0,10.204999923706055,12.371999740600586,NaN,NaN,NaN,NaN,18.128000259399414,10.194999694824219,21.3439998626709,28.52199935913086,88.88400268554688,92.76200103759766,NaN,NaN,137.7530059814453,148.48300170898438,NaN,NaN,45.4370002746582,44.92300033569336,NaN,NaN,NaN,NaN,NaN,NaN,26.524999618530273,37.566001892089844,10.097999572753906,20.464000701904297,37.18199920654297,28.347999572753906,NaN,NaN,15.404999732971191,11.753999710083008,NaN,NaN,25.524999618530273,10.935999870300293,NaN,NaN,16.315000534057617,10.496999740600586,NaN,NaN,NaN,NaN,20.729000091552734,19.829999923706055,14.670000076293945,15.184000015258789
1357,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1358,M,6.0,7.0,12.17300033569336,24.402000427246094,NaN,NaN,NaN,NaN,8.24899959564209,15.9399995803833,21.94700050354004,23.506999969482422,71.2239990234375,60.67900085449219,NaN,NaN,124.99700164794922,54.97800064086914,NaN,NaN,24.716999053955078,28.829999923706055,NaN,NaN,NaN,NaN,NaN,NaN,33.87099838256836,41.22800064086914,27.92099952697754,11.914999961853027,20.989999771118164,25.298999786376953,NaN,NaN,NaN,NaN,NaN,NaN,41.611000061035156,18.816999435424805,NaN,NaN,27.975000381469727,31.18400001525879,NaN,NaN,NaN,NaN,17.924999237060547,14.817999839782715,25.93899917602539,25.503999710083008
1359,M,1.0,2.0,21.92300033569336,11.62399959564209,NaN,NaN,NaN,NaN,14.973999977111816,12.892999649047852,20.003000259399414,24.700000762939453,49.0369987487793,58.99800109863281,NaN,NaN,96.0469970703125,90.7490005493164,NaN,NaN,31.652000427246094,42.680999755859375,NaN,NaN,NaN,NaN,NaN,NaN,25.641000747680664,41.72999954223633,20.128999710083008,13.10200023651123,19.71299934387207,28.6299991607666,NaN,NaN,NaN,NaN,0.05999999865889549,4.000999927520752,21.398000717163086,21.45199966430664,NaN,NaN,15.616999626159668,27.357999801635742,NaN,NaN,NaN,NaN,22.847000122070312,14.779000282287598,16.399999618530273,7.107999801635742
