26 of 43 units, , , ,V4e106_00, ,V4e106_05, ,V4e106_06, ,V4e107_00, ,V4e108_00, ,V4e109_00, ,V4e109_01, ,V4e110_00, ,V4e110_03, ,V4e111_00, ,V4e111_01, ,V4e118_00, ,V4e118_01, ,V4e119_00, ,V4e120_00, ,V4e120_01, ,V4e120_02, ,V4e120_04, ,V4e121_00, ,V4e122_00, ,V4e122_03, ,V4e123_00, ,MTe099_00, ,MTe101_00, ,MTe104_00, ,MTe105_00, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
447,C,2.0,1.0,117.86100006103516,99.71499633789062,24.979999542236328,23.232999801635742,NaN,NaN,7.113999843597412,13.968000411987305,8.486000061035156,7.484000205993652,60.99800109863281,68.31800079345703,NaN,NaN,193.4409942626953,89.51000213623047,NaN,NaN,26.700000762939453,34.00199890136719,NaN,NaN,8.395000457763672,0.03999999910593033,6.625999927520752,10.03499984741211,29.05900001525879,36.7239990234375,28.707000732421875,36.72800064086914,29.975000381469727,20.167999267578125,7.098999977111816,27.11400032043457,NaN,NaN,NaN,NaN,35.70600128173828,19.847999572753906,13.47599983215332,3.2890000343322754,21.290000915527344,11.428999900817871,6.71999979019165,9.416000366210938,NaN,NaN,2.263000011444092,4.052999973297119,8.187000274658203,5.099999904632568
448,C,6.0,1.0,43.79999923706055,26.09000015258789,NaN,NaN,NaN,NaN,6.256999969482422,8.281000137329102,13.5,22.927000045776367,36.01100158691406,60.064998626708984,NaN,NaN,146.3820037841797,90.40799713134766,NaN,NaN,25.395999908447266,22.1200008392334,NaN,NaN,2.265000104904175,8.024999618530273,2.243000030517578,11.673999786376953,25.121999740600586,36.21699905395508,15.661999702453613,14.03499984741211,27.39900016784668,34.20800018310547,12.95300006866455,12.142999649047852,NaN,NaN,NaN,NaN,10.680999755859375,17.913999557495117,4.2870001792907715,7.8429999351501465,8.392999649047852,9.104000091552734,9.904999732971191,11.72599983215332,4.425000190734863,6.644999980926514,5.001999855041504,9.402999877929688,2.2690000534057617,7.505000114440918
449,M,3.0,4.0,50.42499923706055,44.375999450683594,NaN,NaN,NaN,NaN,NaN,NaN,10.041000366210938,8.053999900817871,72.83699798583984,69.33999633789062,NaN,NaN,119.87799835205078,134.07899475097656,NaN,NaN,27.488000869750977,10.175999641418457,NaN,NaN,NaN,NaN,10.468000411987305,10.517999649047852,39.62200164794922,37.029998779296875,41.624000549316406,25.77899932861328,29.084999084472656,29.52400016784668,4.40500020980835,15.940999984741211,NaN,NaN,NaN,NaN,42.457000732421875,22.604000091552734,10.380999565124512,10.194000244140625,16.117000579833984,18.35700035095215,10.680999755859375,17.90999984741211,NaN,NaN,6.552999973297119,0.09000000357627869,12.03600025177002,11.597000122070312
450,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
451,M,4.0,3.0,121.80000305175781,49.71900177001953,NaN,NaN,NaN,NaN,21.704999923706055,14.734000205993652,19.545000076293945,13.85200023651123,77.78099822998047,89.85800170898438,NaN,NaN,86.74700164794922,153.05599975585938,NaN,NaN,23.704999923706055,21.211000442504883,NaN,NaN,NaN,NaN,6.499000072479248,7.640999794006348,30.413999557495117,35.55799865722656,14.456000328063965,18.18600082397461,36.77000045776367,31.992000579833984,NaN,NaN,NaN,NaN,NaN,NaN,21.277000427246094,26.719999313354492,7.48199987411499,0.05000000074505806,14.802000045776367,9.034000396728516,10.355999946594238,19.423999786376953,NaN,NaN,6.551000118255615,11.625,10.437000274658203,11.102999687194824
452,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
453,C,6.0,7.0,49.9370002746582,50.23899841308594,NaN,NaN,NaN,NaN,10.079999923706055,19.006999969482422,14.645000457763672,24.51799964904785,63.558998107910156,95.66999816894531,NaN,NaN,173.04100036621094,132.65199279785156,NaN,NaN,19.18000030517578,11.322999954223633,NaN,NaN,NaN,NaN,7.400000095367432,8.175999641418457,33.59000015258789,34.89899826049805,32.83599853515625,18.05699920654297,28.371000289916992,44.22100067138672,8.86400032043457,15.58899974822998,NaN,NaN,8.687000274658203,0.09700000286102295,15.645999908447266,27.233999252319336,10.791000366210938,3.234999895095825,NaN,NaN,10.35200023651123,11.045000076293945,NaN,NaN,5.5879998207092285,4.3480000495910645,6.294000148773193,11.0649995803833
454,C,6.0,2.0,48.236000061035156,102.08699798583984,NaN,NaN,NaN,NaN,0.25099998712539673,16.697999954223633,18.118999481201172,2.933000087738037,48.790000915527344,42.09000015258789,NaN,NaN,135.2570037841797,144.17599487304688,NaN,NaN,14.031999588012695,33.875999450683594,NaN,NaN,NaN,NaN,8.395999908447266,9.675999641418457,30.165000915527344,33.597999572753906,16.774999618530273,12.925999641418457,32.47999954223633,34.5099983215332,14.770999908447266,0.14100000262260437,NaN,NaN,NaN,NaN,14.526000022888184,19.663000106811523,0.4650000035762787,13.329999923706055,23.257999420166016,13.675999641418457,5.105999946594238,17.540000915527344,5.5920000076293945,13.925000190734863,2.1089999675750732,0.0010000000474974513,0.027000000700354576,7.669000148773193
455,C,1.0,2.0,48.18199920654297,54.86399841308594,0.0,6.5370001792907715,NaN,NaN,4.455999851226807,14.048999786376953,24.57900047302246,24.968000411987305,59.18600082397461,86.93000030517578,NaN,NaN,107.50700378417969,159.5850067138672,NaN,NaN,18.731000900268555,17.788000106811523,NaN,NaN,6.577000141143799,7.7769999504089355,8.041999816894531,7.683000087738037,33.68600082397461,42.62799835205078,17.30900001525879,12.166000366210938,29.158000946044922,36.762001037597656,10.494000434875488,4.005000114440918,NaN,NaN,NaN,NaN,30.02899932861328,17.81599998474121,10.47599983215332,6.26800012588501,19.336999893188477,20.336999893188477,10.734000205993652,14.430999755859375,NaN,NaN,NaN,NaN,NaN,NaN
456,C,7.0,1.0,39.38999938964844,31.634000778198242,0.18299999833106995,0.0,NaN,NaN,4.46999979019165,22.15399932861328,21.23200035095215,19.030000686645508,62.28900146484375,58.95399856567383,NaN,NaN,91.08499908447266,125.4489974975586,NaN,NaN,17.76799964904785,16.93400001525879,NaN,NaN,0.6869999766349792,29.115999221801758,NaN,NaN,35.39099884033203,40.72200012207031,8.590999603271484,26.631000518798828,35.64099884033203,28.466999053955078,NaN,NaN,NaN,NaN,NaN,NaN,18.70800018310547,4.020999908447266,10.788999557495117,7.614999771118164,NaN,NaN,13.105999946594238,22.695999145507812,NaN,NaN,4.289000034332275,7.755000114440918,6.807000160217285,10.430999755859375
457,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
458,C,2.0,1.0,35.49599838256836,82.08999633789062,NaN,NaN,NaN,NaN,0.8270000219345093,0.06700000166893005,15.607999801635742,27.145000457763672,66.87799835205078,70.87300109863281,NaN,NaN,142.0970001220703,124.02999877929688,NaN,NaN,6.2220001220703125,30.39299964904785,NaN,NaN,NaN,NaN,5.214000225067139,12.008999824523926,30.1200008392334,39.314998626708984,17.03700065612793,15.517000198364258,27.506999969482422,26.006999969482422,0.09200000017881393,11.965999603271484,NaN,NaN,NaN,NaN,25.618999481201172,13.21500015258789,12.357000350952148,14.329000473022461,11.928999900817871,17.48200035095215,8.34000015258789,21.763999938964844,NaN,NaN,2.240999937057495,11.732999801635742,8.032999992370605,11.180000305175781
459,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
460,M,2.0,7.0,55.30799865722656,66.64299774169922,NaN,NaN,NaN,NaN,21.025999069213867,18.92300033569336,14.079000473022461,24.77199935913086,41.13199996948242,65.88099670410156,NaN,NaN,138.02000427246094,122.99500274658203,NaN,NaN,23.165000915527344,21.239999771118164,NaN,NaN,NaN,NaN,8.003999710083008,16.01099967956543,32.13800048828125,42.32099914550781,24.367000579833984,15.717000007629395,29.14699935913086,34.81399917602539,11.26099967956543,9.0649995803833,NaN,NaN,NaN,NaN,25.395999908447266,32.347999572753906,7.870999813079834,3.5989999771118164,0.05900000035762787,11.026000022888184,11.477999687194824,14.932999610900879,NaN,NaN,NaN,NaN,6.6020002365112305,3.98799991607666
461,M,1.0,7.0,69.19499969482422,103.08000183105469,11.097000122070312,33.14500045776367,NaN,NaN,16.349000930786133,15.630000114440918,8.49899959564209,25.03499984741211,48.56100082397461,67.59400177001953,NaN,NaN,118.75800323486328,139.31900024414062,NaN,NaN,19.115999221801758,34.03799819946289,NaN,NaN,12.496999740600586,8.845000267028809,6.132999897003174,12.168999671936035,37.54899978637695,43.310001373291016,25.198999404907227,24.065000534057617,37.50199890136719,35.9109992980957,17.43600082397461,11.461999893188477,NaN,NaN,3.4570000171661377,2.0179998874664307,22.62299919128418,28.288000106811523,7.8379998207092285,4.006999969482422,14.286999702453613,15.795000076293945,26.926000595092773,18.42799949645996,NaN,NaN,NaN,NaN,4.447000026702881,8.248000144958496
462,M,2.0,7.0,59.15800094604492,138.43699645996094,0.019999999552965164,19.77899932861328,NaN,NaN,13.145999908447266,17.632999420166016,20.549999237060547,23.68400001525879,84.94300079345703,91.43499755859375,NaN,NaN,210.7779998779297,110.49400329589844,NaN,NaN,34.79399871826172,44.48400115966797,NaN,NaN,NaN,NaN,10.383000373840332,13.390999794006348,31.541000366210938,44.12300109863281,27.531999588012695,25.753000259399414,26.496000289916992,36.005001068115234,NaN,NaN,NaN,NaN,4.255000114440918,15.902000427246094,48.93299865722656,22.90399932861328,14.322999954223633,19.395000457763672,15.220999717712402,9.89799976348877,25.107999801635742,20.143999099731445,NaN,NaN,3.114000082015991,5.863999843597412,2.2899999618530273,15.13599967956543
463,M,7.0,6.0,49.59199905395508,16.90399932861328,0.02500000037252903,0.0,NaN,NaN,7.383999824523926,10.881999969482422,25.426000595092773,14.968000411987305,76.5459976196289,81.15299987792969,NaN,NaN,190.97300720214844,88.88800048828125,NaN,NaN,33.47600173950195,19.43400001525879,NaN,NaN,NaN,NaN,7.815000057220459,13.725000381469727,37.02899932861328,40.54199981689453,20.606000900268555,15.217000007629395,27.784000396728516,38.388999938964844,NaN,NaN,NaN,NaN,NaN,NaN,44.777000427246094,9.223999977111816,7.085999965667725,0.0010000000474974513,22.554000854492188,12.696999549865723,8.89900016784668,18.32699966430664,NaN,NaN,NaN,NaN,5.800000190734863,7.888999938964844
464,C,7.0,7.0,65.44200134277344,60.00299835205078,NaN,NaN,NaN,NaN,20.18400001525879,7.0279998779296875,17.833999633789062,30.53700065612793,81.18299865722656,60.58100128173828,NaN,NaN,161.656005859375,115.85099792480469,NaN,NaN,28.839000701904297,31.038000106811523,NaN,NaN,NaN,NaN,14.362000465393066,8.781999588012695,36.59400177001953,34.22700119018555,13.942999839782715,15.720999717712402,27.933000564575195,23.659000396728516,NaN,NaN,NaN,NaN,NaN,NaN,20.066999435424805,26.145000457763672,8.685999870300293,4.139999866485596,39.27399826049805,6.857999801635742,10.465999603271484,12.217000007629395,NaN,NaN,NaN,NaN,NaN,NaN
465,C,6.0,6.0,144.7169952392578,13.12399959564209,NaN,NaN,NaN,NaN,17.382999420166016,8.88599967956543,14.236000061035156,14.760000228881836,74.53099822998047,80.57099914550781,NaN,NaN,172.44500732421875,121.16600036621094,NaN,NaN,25.738000869750977,32.95600128173828,NaN,NaN,NaN,NaN,8.36400032043457,15.744999885559082,26.246000289916992,40.85300064086914,21.93600082397461,18.746000289916992,29.548999786376953,25.110000610351562,NaN,NaN,NaN,NaN,6.563000202178955,0.08299999684095383,28.263999938964844,11.597000122070312,10.581999778747559,3.3949999809265137,19.558000564575195,6.488999843597412,12.925999641418457,3.5789999961853027,8.758999824523926,4.017000198364258,4.381999969482422,7.333000183105469,NaN,NaN
466,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467,C,1.0,1.0,68.0009994506836,84.26499938964844,NaN,NaN,NaN,NaN,17.48699951171875,33.016998291015625,19.5310001373291,20.95199966430664,76.43900299072266,89.62899780273438,NaN,NaN,141.25,129.05299377441406,NaN,NaN,33.61800003051758,31.65999984741211,NaN,NaN,NaN,NaN,5.517000198364258,8.769000053405762,30.43000030517578,36.01300048828125,29.229000091552734,19.37700080871582,27.41200065612793,27.37299919128418,23.090999603271484,0.13600000739097595,NaN,NaN,NaN,NaN,20.364999771118164,25.326000213623047,14.340999603271484,4.081999778747559,15.795999526977539,12.680000305175781,15.53600025177002,10.456999778747559,NaN,NaN,16.174999237060547,15.17300033569336,8.532999992370605,5.618000030517578
468,M,6.0,7.0,84.6050033569336,60.52399826049805,NaN,NaN,NaN,NaN,8.347000122070312,7.940999984741211,21.93600082397461,21.104000091552734,81.16899871826172,47.11800003051758,NaN,NaN,96.3290023803711,135.1649932861328,NaN,NaN,32.13100051879883,10.163999557495117,11.293999671936035,1.4559999704360962,NaN,NaN,10.680000305175781,11.76200008392334,27.94099998474121,35.27000045776367,25.84600067138672,30.520999908447266,24.641000747680664,26.385000228881836,6.484000205993652,13.33899974822998,NaN,NaN,NaN,NaN,37.577999114990234,28.312999725341797,6.501999855041504,9.824999809265137,25.917999267578125,9.699999809265137,10.373000144958496,18.952999114990234,NaN,NaN,6.550000190734863,3.803999900817871,14.795000076293945,16.951000213623047
469,M,1.0,1.0,88.46099853515625,103.93299865722656,NaN,NaN,NaN,NaN,17.1560001373291,24.476999282836914,8.114999771118164,16.841999053955078,67.82599639892578,102.68199920654297,NaN,NaN,199.42100524902344,139.3179931640625,NaN,NaN,25.604999542236328,61.59000015258789,NaN,NaN,NaN,NaN,13.559000015258789,8.795999526977539,32.52199935913086,48.8650016784668,31.948999404907227,19.586000442504883,36.84600067138672,3.9619998931884766,10.527999877929688,11.935999870300293,NaN,NaN,NaN,NaN,21.06599998474121,22.354000091552734,12.623000144958496,7.9070000648498535,11.819999694824219,18.163999557495117,16.6299991607666,37.654998779296875,NaN,NaN,NaN,NaN,7.4120001792907715,12.03600025177002
470,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
471,C,1.0,2.0,59.630001068115234,67.94400024414062,0.0,31.20199966430664,NaN,NaN,11.461999893188477,21.750999450683594,23.61400032043457,13.387999534606934,62.23099899291992,100.75399780273438,NaN,NaN,175.86700439453125,148.2969970703125,NaN,NaN,57.69599914550781,44.1349983215332,NaN,NaN,NaN,NaN,5.468999862670898,7.320000171661377,30.583999633789062,40.15299987792969,26.527999877929688,21.31100082397461,35.154998779296875,24.222999572753906,NaN,NaN,NaN,NaN,NaN,NaN,36.70899963378906,25.839000701904297,4.328000068664551,3.5160000324249268,11.534000396728516,4.019000053405762,20.0310001373291,17.72100067138672,NaN,NaN,2.2750000953674316,7.585999965667725,9.131999969482422,9.994000434875488
472,M,7.0,6.0,107.79100036621094,68.26599884033203,NaN,NaN,NaN,NaN,NaN,NaN,15.411999702453613,7.572000026702881,70.5009994506836,78.5,NaN,NaN,77.83699798583984,123.9280014038086,NaN,NaN,25.266000747680664,13.647000312805176,NaN,NaN,NaN,NaN,10.220000267028809,8.371999740600586,32.18600082397461,36.93899917602539,34.82500076293945,11.008000373840332,22.968000411987305,32.83700180053711,27.111000061035156,0.44200000166893005,NaN,NaN,NaN,NaN,35.77899932861328,26.454999923706055,4.616000175476074,7.6579999923706055,12.239999771118164,8.041999816894531,13.104999542236328,11.404999732971191,NaN,NaN,6.406000137329102,4.132999897003174,NaN,NaN
473,M,2.0,6.0,50.39899826049805,31.97800064086914,NaN,NaN,NaN,NaN,12.211000442504883,8.770000457763672,17.209999084472656,15.305999755859375,88.00800323486328,79.10099792480469,NaN,NaN,122.96099853515625,68.3550033569336,NaN,NaN,16.474000930786133,49.823001861572266,NaN,NaN,6.179999828338623,21.95400047302246,7.545000076293945,15.517000198364258,36.53499984741211,48.53300094604492,23.597000122070312,29.09600067138672,38.32699966430664,28.68000030517578,7.03000020980835,11.319000244140625,NaN,NaN,NaN,NaN,38.34000015258789,37.24800109863281,12.232000350952148,0.04100000113248825,19.79800033569336,7.642000198364258,8.904000282287598,14.324000358581543,NaN,NaN,9.82699966430664,8.04699993133545,10.043000221252441,17.44499969482422
474,M,1.0,7.0,53.867000579833984,111.6240005493164,NaN,NaN,NaN,NaN,NaN,NaN,18.270999908447266,14.668000221252441,73.65899658203125,65.45899963378906,NaN,NaN,59.04899978637695,108.21099853515625,NaN,NaN,18.63599967956543,61.96099853515625,NaN,NaN,NaN,NaN,11.312999725341797,9.61400032043457,30.554000854492188,34.74100112915039,20.344999313354492,16.493999481201172,29.499000549316406,22.952999114990234,12.793999671936035,0.03200000151991844,NaN,NaN,NaN,NaN,16.351999282836914,68.7969970703125,10.364999771118164,0.08900000154972076,25.833999633789062,12.901000022888184,10.595999717712402,20.993999481201172,9.946000099182129,14.940999984741211,5.0329999923706055,12.881999969482422,2.2869999408721924,7.548999786376953
475,C,7.0,1.0,49.37900161743164,65.8949966430664,NaN,NaN,NaN,NaN,NaN,NaN,15.305000305175781,23.472000122070312,49.21900177001953,121.2040023803711,NaN,NaN,171.67999267578125,151.6179962158203,NaN,NaN,20.927000045776367,24.128000259399414,6.629000186920166,0.11299999803304672,NaN,NaN,10.201000213623047,8.107999801635742,35.308998107910156,31.052000045776367,25.496999740600586,10.239999771118164,25.332000732421875,27.538999557495117,12.491000175476074,13.810999870300293,NaN,NaN,NaN,NaN,29.804000854492188,39.33399963378906,7.943999767303467,0.0,7.458000183105469,15.626999855041504,12.972999572753906,17.28700065612793,NaN,NaN,6.828000068664551,6.367000102996826,7.261000156402588,16.625
476,M,6.0,1.0,38.551998138427734,49.50600051879883,NaN,NaN,NaN,NaN,15.302000045776367,20.312000274658203,19.24799919128418,14.197999954223633,52.077999114990234,61.08399963378906,NaN,NaN,100.88400268554688,103.7249984741211,NaN,NaN,22.01099967956543,22.312999725341797,NaN,NaN,NaN,NaN,7.438000202178955,13.255000114440918,33.92300033569336,34.887001037597656,23.636999130249023,18.676000595092773,31.084999084472656,30.19700050354004,8.954000473022461,0.1550000011920929,NaN,NaN,NaN,NaN,23.11400032043457,52.606998443603516,8.496000289916992,6.4039998054504395,10.968000411987305,19.631999969482422,8.017999649047852,29.44300079345703,NaN,NaN,10.37600040435791,16.91200065612793,6.895999908447266,10.946000099182129
477,C,6.0,2.0,57.944000244140625,19.31399917602539,0.004000000189989805,0.0,NaN,NaN,12.272000312805176,13.444999694824219,10.065999984741211,18.41200065612793,89.29000091552734,69.94599914550781,NaN,NaN,161.59500122070312,115.76100158691406,NaN,NaN,31.3700008392334,23.1299991607666,NaN,NaN,NaN,NaN,10.736000061035156,13.41100025177002,38.42499923706055,33.04399871826172,23.333999633789062,9.685999870300293,25.149999618530273,32.68000030517578,9.743000030517578,2.8450000286102295,NaN,NaN,NaN,NaN,31.78499984741211,15.480999946594238,NaN,NaN,4.857999801635742,23.4950008392334,14.538999557495117,18.158000946044922,NaN,NaN,NaN,NaN,0.024000000208616257,0.03799999877810478
478,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
479,C,2.0,2.0,46.03799819946289,61.117000579833984,NaN,NaN,NaN,NaN,2.493000030517578,15.52299976348877,11.53600025177002,11.631999969482422,53.65999984741211,49.8129997253418,NaN,NaN,121.14099884033203,174.47799682617188,NaN,NaN,20.371999740600586,32.845001220703125,NaN,NaN,NaN,NaN,10.104000091552734,12.050000190734863,29.64299964904785,36.220001220703125,11.067000389099121,35.57899856567383,27.225000381469727,13.666999816894531,8.63599967956543,14.861000061035156,NaN,NaN,NaN,NaN,16.770000457763672,45.582000732421875,13.651000022888184,0.04100000113248825,16.214000701904297,18.082000732421875,17.198999404907227,5.142000198364258,NaN,NaN,NaN,NaN,6.6479997634887695,11.33899974822998
480,M,7.0,7.0,38.26900100708008,45.34000015258789,0.0,0.2630000114440918,NaN,NaN,7.75,4.046999931335449,18.40399932861328,24.601999282836914,76.80500030517578,64.13200378417969,NaN,NaN,116.73500061035156,118.11100006103516,NaN,NaN,15.822999954223633,18.447999954223633,NaN,NaN,NaN,NaN,10.147000312805176,11.225000381469727,33.861000061035156,33.36199951171875,19.399999618530273,20.79800033569336,30.4950008392334,38.375,8.968999862670898,21.117000579833984,NaN,NaN,14.765999794006348,4.040999889373779,20.26799964904785,21.84600067138672,12.13599967956543,0.06599999964237213,26.240999221801758,17.552000045776367,18.992000579833984,22.160999298095703,NaN,NaN,6.571000099182129,5.932000160217285,10.505999565124512,18.381000518798828
481,M,1.0,2.0,70.66899871826172,101.2760009765625,20.125,0.1899999976158142,NaN,NaN,13.21500015258789,8.633000373840332,20.92799949645996,11.213000297546387,80.02100372314453,88.24800109863281,NaN,NaN,93.18599700927734,134.21800231933594,NaN,NaN,22.33300018310547,40.277000427246094,NaN,NaN,NaN,NaN,8.140000343322754,7.678999900817871,29.81599998474121,37.20899963378906,25.177000045776367,12.538999557495117,24.097999572753906,35.505001068115234,NaN,NaN,NaN,NaN,NaN,NaN,28.320999145507812,23.091999053955078,12.630999565124512,0.04399999976158142,29.82200050354004,11.776000022888184,12.208999633789062,17.0939998626709,NaN,NaN,6.453000068664551,9.746000289916992,NaN,NaN
482,M,2.0,1.0,74.875,56.45800018310547,NaN,NaN,NaN,NaN,12.494000434875488,15.942999839782715,20.06599998474121,12.229000091552734,87.08799743652344,51.257999420166016,NaN,NaN,91.28900146484375,46.573001861572266,NaN,NaN,26.097999572753906,42.678001403808594,NaN,NaN,NaN,NaN,NaN,NaN,25.31399917602539,41.095001220703125,16.42300033569336,16.933000564575195,31.215999603271484,27.958999633789062,6.710999965667725,0.003000000026077032,NaN,NaN,NaN,NaN,15.458000183105469,48.10200119018555,10.737000465393066,2.0290000438690186,8.979000091552734,17.599000930786133,22.235000610351562,18.979000091552734,NaN,NaN,NaN,NaN,5.203000068664551,13.185999870300293
483,M,6.0,2.0,53.49800109863281,35.33399963378906,0.0010000000474974513,0.0,NaN,NaN,2.306999921798706,7.520999908447266,18.35700035095215,11.312000274658203,94.89900207519531,62.263999938964844,NaN,NaN,169.74099731445312,108.98100280761719,NaN,NaN,30.79599952697754,25.864999771118164,NaN,NaN,NaN,NaN,NaN,NaN,32.27199935913086,41.737998962402344,18.652000427246094,26.722000122070312,25.725000381469727,28.334999084472656,NaN,NaN,NaN,NaN,NaN,NaN,40.45399856567383,26.256999969482422,8.557999610900879,6.953000068664551,13.465999603271484,24.093000411987305,8.090999603271484,18.409000396728516,8.682000160217285,14.791999816894531,4.218999862670898,0.0,0.23499999940395355,14.059000015258789
484,M,7.0,7.0,70.15799713134766,75.03299713134766,0.09000000357627869,15.968000411987305,NaN,NaN,9.586999893188477,9.116000175476074,24.833999633789062,27.701000213623047,59.18000030517578,50.77899932861328,NaN,NaN,77.97599792480469,88.03900146484375,NaN,NaN,21.635000228881836,37.869998931884766,NaN,NaN,NaN,NaN,4.578000068664551,12.128999710083008,24.704999923706055,38.75,24.658000946044922,27.709999084472656,25.83300018310547,29.841999053955078,8.220999717712402,10.399999618530273,NaN,NaN,NaN,NaN,36.07600021362305,16.645000457763672,6.013999938964844,0.0010000000474974513,6.39300012588501,4.065000057220459,14.515000343322754,8.119999885559082,NaN,NaN,6.4629998207092285,10.996999740600586,4.697000026702881,14.329000473022461
485,M,5.0,4.0,92.7969970703125,45.01499938964844,NaN,NaN,NaN,NaN,NaN,NaN,14.194999694824219,18.45599937438965,81.37799835205078,95.15499877929688,NaN,NaN,195.30299377441406,68.5719985961914,NaN,NaN,26.948999404907227,16.61199951171875,NaN,NaN,NaN,NaN,8.565999984741211,14.064000129699707,26.02400016784668,40.882999420166016,26.323999404907227,18.072999954223633,23.124000549316406,29.809999465942383,NaN,NaN,NaN,NaN,NaN,NaN,19.31999969482422,23.857999801635742,4.718999862670898,3.365000009536743,19.666000366210938,21.847000122070312,16.902999877929688,24.468000411987305,NaN,NaN,2.2699999809265137,3.8429999351501465,10.60099983215332,13.97599983215332
486,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
487,M,2.0,1.0,93.65599822998047,77.67400360107422,17.75,0.023000000044703484,NaN,NaN,8.512999534606934,14.51200008392334,12.583000183105469,11.039999961853027,33.54800033569336,80.3479995727539,NaN,NaN,84.16600036621094,41.56999969482422,NaN,NaN,28.381999969482422,30.216999053955078,NaN,NaN,8.600000381469727,11.020000457763672,8.569000244140625,7.775000095367432,32.779998779296875,35.43199920654297,11.409000396728516,28.679000854492188,21.975000381469727,24.246000289916992,8.817999839782715,7.821000099182129,NaN,NaN,NaN,NaN,18.31599998474121,44.409000396728516,11.062999725341797,6.330999851226807,10.79699993133545,5.401000022888184,16.611000061035156,17.163000106811523,4.251999855041504,8.654999732971191,NaN,NaN,11.562000274658203,13.38599967956543
