33 of 36 units, , , , ,V4e040_00, , , ,V4e040_01, , , ,V4e041_00, , , ,V4e042_00, , , ,V4e045_00, , , ,V4e045_01, , , ,V4e045_02, , , ,V4e045_03, , , ,V4e047_00, , , ,V4e047_01, , , ,V4e048_00, , , ,V4e048_01, , , ,V4e052_00, , , ,V4e053_00, , , ,V4e054_00, , , ,V4e055_00, , , ,V4e056_00, , , ,V4e056_01, , , ,V4e056_02, , , ,V4e056_03, , , ,V4e057_00, , , ,V4e057_01, , , ,MTe034_00, , , ,MTe035_00, , , ,MTe036_00, , , ,MTe036_01, , , ,MTe036_02, , , ,MTe037_00, , , ,MTe038_00, , , ,MTe039_00, , , ,MTe049_00, , , ,MTe050_00, , , ,MTe051_00, , , 
trials,task,correct,color,motion,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample
237,C,1,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.254000186920166,4.609000205993652,4.564000129699707,7.77400016784668,NaN,NaN,NaN,NaN,40.28900146484375,58.68299865722656,53.91400146484375,39.516998291015625,NaN,NaN,NaN,NaN,12.180000305175781,32.35900115966797,15.883999824523926,9.64900016784668,11.741999626159668,20.59000015258789,20.908000946044922,11.413999557495117,57.91299819946289,64.28099822998047,74.5770034790039,44.31399917602539,1.8969999551773071,7.104000091552734,15.541000366210938,15.036999702453613,49.500999450683594,100.447998046875,68.68099975585938,128.781005859375,NaN,NaN,NaN,NaN,4.47599983215332,4.3520002365112305,2.4519999027252197,6.486999988555908,39.72100067138672,58.48500061035156,44.005001068115234,23.69300079345703,8.458000183105469,10.38599967956543,10.739999771118164,20.385000228881836,14.809000015258789,92.11699676513672,67.40899658203125,167.322998046875,27.22599983215332,31.441999435424805,35.96099853515625,47.435001373291016,2.256999969482422,2.2699999809265137,0.05000000074505806,11.819999694824219,NaN,NaN,NaN,NaN,0.13099999725818634,2.2699999809265137,2.2060000896453857,32.63399887084961,112.55799865722656,31.003000259399414,26.38800048828125,91.28299713134766,6.314000129699707,0.0,0.02500000037252903,4.068999767303467,38.042999267578125,62.52899932861328,43.92599868774414,60.06700134277344,136.9409942626953,115.53299713134766,177.197998046875,196.41200256347656,138.01800537109375,135.16299438476562,173.6269989013672,213.72799682617188,14.970000267028809,2.7750000953674316,26.667999267578125,14.987000465393066,27.163000106811523,8.70300006866455,20.84600067138672,16.88599967956543,10.152999877929688,21.173999786376953,16.582000732421875,24.746999740600586,92.76899719238281,23.660999298095703,62.51300048828125,55.19300079345703,58.553001403808594,49.43299865722656,38.11199951171875,65.46099853515625,12.968000411987305,26.884000778198242,4.298999786376953,18.99799919128418,26.676000595092773,22.496000289916992,11.329000473022461,23.60099983215332,42.981998443603516,60.733001708984375,49.930999755859375,119.76399993896484
238,M,1,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.312999725341797,6.801000118255615,10.668999671936035,7.629000186920166,0.09600000083446503,14.699999809265137,6.433000087738037,7.966000080108643,23.701000213623047,88.8949966430664,49.590999603271484,49.14500045776367,NaN,NaN,NaN,NaN,6.6539998054504395,8.947999954223633,12.74899959564209,4.019999980926514,2.374000072479248,10.447999954223633,8.602999687194824,8.015999794006348,52.40800094604492,156.9530029296875,99.97200012207031,51.12699890136719,NaN,NaN,NaN,NaN,66.20500183105469,107.06500244140625,106.79100036621094,95.10199737548828,NaN,NaN,NaN,NaN,0.03999999910593033,3.9200000762939453,2.924999952316284,13.527999877929688,17.410999298095703,42.551998138427734,44.81800079345703,33.2239990234375,10.866000175476074,11.868000030517578,19.084999084472656,29.33300018310547,3.7709999084472656,123.27300262451172,136.01300048828125,200.47999572753906,39.479000091552734,33.16899871826172,14.616000175476074,60.22800064086914,2.3410000801086426,2.244999885559082,0.02500000037252903,9.685999870300293,NaN,NaN,NaN,NaN,2.3980000019073486,3.3949999809265137,4.932000160217285,44.76599884033203,50.07699966430664,59.17100143432617,53.10499954223633,127.45899963378906,NaN,NaN,NaN,NaN,19.084999084472656,29.47100067138672,55.96900177001953,41.38800048828125,79.21499633789062,158.7310028076172,140.58799743652344,281.635986328125,132.6820068359375,146.28700256347656,109.74099731445312,238.66200256347656,4.927999973297119,11.89799976348877,18.701000213623047,38.744998931884766,43.0359992980957,12.975000381469727,30.579999923706055,29.791000366210938,8.656999588012695,20.445999145507812,12.210000038146973,31.759000778198242,119.18399810791016,76.75199890136719,57.775001525878906,87.99400329589844,48.04999923706055,48.53300094604492,25.76799964904785,62.45600128173828,9.057999610900879,20.216999053955078,2.7860000133514404,18.660999298095703,22.43400001525879,12.090999603271484,16.38800048828125,25.777000427246094,65.59700012207031,67.02100372314453,52.097999572753906,122.27799987792969
239,C,1,1.0,6.0,NaN,NaN,NaN,NaN,3.072999954223633,1.5210000276565552,0.017000000923871994,7.452000141143799,8.22599983215332,4.001999855041504,0.5370000004768372,4.011000156402588,6.493000030517578,4.447000026702881,8.425000190734863,5.604000091552734,35.26499938964844,24.658000946044922,71.15599822998047,73.33999633789062,NaN,NaN,NaN,NaN,14.97599983215332,2.2669999599456787,14.706999778747559,10.522000312805176,4.304999828338623,4.48799991607666,8.062000274658203,0.8619999885559082,93.10099792480469,78.25499725341797,70.37000274658203,66.62000274658203,NaN,NaN,NaN,NaN,45.19499969482422,94.8740005493164,77.31099700927734,127.00399780273438,NaN,NaN,NaN,NaN,8.5600004196167,4.514999866485596,13.373000144958496,20.509000778198242,40.507999420166016,53.959999084472656,44.2140007019043,76.60399627685547,44.88999938964844,8.817000389099121,15.770999908447266,35.08700180053711,67.7249984741211,81.6729965209961,98.02400207519531,104.23899841308594,66.4219970703125,35.25400161743164,56.30799865722656,42.17900085449219,17.44700050354004,5.440999984741211,0.07900000363588333,7.679999828338623,NaN,NaN,NaN,NaN,43.23099899291992,6.144000053405762,2.503000020980835,26.115999221801758,86.88899993896484,39.14699935913086,15.097000122070312,129.197998046875,0.12600000202655792,7.564000129699707,4.7779998779296875,15.354000091552734,31.64299964904785,23.44300079345703,44.70899963378906,60.207000732421875,85.61799621582031,171.1199951171875,196.2169952392578,249.6219940185547,101.40699768066406,168.63699340820312,159.6009979248047,130.71800231933594,2.197999954223633,25.72599983215332,28.375999450683594,21.687000274658203,3.634000062942505,20.790000915527344,13.48900032043457,19.131999969482422,23.663000106811523,18.844999313354492,8.40999984741211,40.159000396728516,115.77899932861328,78.60399627685547,65.26499938964844,96.02300262451172,36.077999114990234,66.2040023803711,55.0,55.388999938964844,8.357000350952148,18.490999221801758,0.7310000061988831,11.722999572753906,11.045000076293945,11.668999671936035,16.687000274658203,23.225000381469727,100.69599914550781,10.86299991607666,46.768001556396484,83.53900146484375
240,M,1,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.501999855041504,4.275000095367432,10.32699966430664,9.923999786376953,NaN,NaN,NaN,NaN,36.19599914550781,43.194000244140625,59.757999420166016,45.8849983215332,NaN,NaN,NaN,NaN,8.392000198364258,4.46999979019165,16.895000457763672,2.7360000610351562,15.265000343322754,5.491000175476074,2.250999927520752,7.114999771118164,94.13400268554688,91.53199768066406,53.4010009765625,55.178001403808594,NaN,NaN,NaN,NaN,51.974998474121094,67.01899719238281,128.89500427246094,144.06100463867188,NaN,NaN,NaN,NaN,5.896999835968018,15.17300033569336,5.9120001792907715,14.093000411987305,34.874000549316406,39.36899948120117,37.676998138427734,41.0260009765625,20.75,36.19200134277344,13.024999618530273,56.875,85.74299621582031,43.25600051879883,158.06100463867188,130.7480010986328,52.06800079345703,46.62300109863281,33.80400085449219,52.70100021362305,8.281999588012695,3.6050000190734863,6.929999828338623,14.12600040435791,NaN,NaN,NaN,NaN,29.082000732421875,9.54800033569336,19.131999969482422,44.17100143432617,68.34200286865234,89.14600372314453,129.1490020751953,101.18099975585938,2.3450000286102295,5.965000152587891,13.14900016784668,14.314000129699707,44.77899932861328,38.74599838256836,77.9739990234375,45.16400146484375,83.96900177001953,213.2740020751953,205.4499969482422,240.7169952392578,153.38499450683594,169.66200256347656,156.97999572753906,155.9499969482422,2.510999917984009,30.909000396728516,34.52899932861328,4.111999988555908,3.7920000553131104,11.583000183105469,40.452999114990234,16.020999908447266,22.445999145507812,10.076000213623047,2.743000030517578,42.3390007019043,66.20700073242188,89.96299743652344,74.9729995727539,68.71399688720703,45.512001037597656,41.720001220703125,48.58599853515625,35.77199935913086,12.354000091552734,6.307000160217285,2.242000102996826,3.990999937057495,15.612000465393066,19.31100082397461,8.298999786376953,18.30699920654297,90.52999877929688,77.4800033569336,50.17100143432617,57.29600143432617
241,C,1,2.0,2.0,NaN,NaN,NaN,NaN,0.1850000023841858,18.410999298095703,8.211999893188477,4.019000053405762,2.3529999256134033,10.321999549865723,4.568999767303467,10.680000305175781,NaN,NaN,NaN,NaN,22.37299919128418,77.28199768066406,61.0369987487793,63.369998931884766,NaN,NaN,NaN,NaN,0.16300000250339508,31.003999710083008,11.63700008392334,0.019999999552965164,10.220000267028809,22.628000259399414,4.052999973297119,16.115999221801758,61.73099899291992,88.09300231933594,122.75599670410156,60.25400161743164,NaN,NaN,NaN,NaN,19.09600067138672,109.10600280761719,102.69599914550781,65.68299865722656,NaN,NaN,NaN,NaN,5.951000213623047,2.2709999084472656,12.722000122070312,22.618999481201172,43.505001068115234,44.90700149536133,37.888999938964844,67.02100372314453,12.859000205993652,8.354000091552734,15.187999725341797,47.04600143432617,36.65999984741211,57.972999572753906,54.983001708984375,118.18099975585938,19.0,34.724998474121094,41.189998626708984,41.53200149536133,0.050999999046325684,2.2699999809265137,0.5659999847412109,10.291000366210938,NaN,NaN,NaN,NaN,4.321000099182129,2.2850000858306885,6.415999889373779,21.812999725341797,24.333999633789062,41.05400085449219,61.257999420166016,109.89600372314453,1.3969999551773071,7.145999908447266,0.00800000037997961,4.140999794006348,40.80799865722656,33.98400115966797,76.36299896240234,37.117000579833984,160.83200073242188,116.63700103759766,134.67100524902344,199.35299682617188,147.27499389648438,184.46200561523438,188.73199462890625,160.80099487304688,32.37099838256836,22.724000930786133,10.251999855041504,4.664999961853027,28.08300018310547,20.81999969482422,10.907999992370605,7.544000148773193,18.78499984741211,22.91699981689453,16.121000289916992,35.08700180053711,102.26399993896484,76.28700256347656,76.16300201416016,71.81199645996094,47.290000915527344,53.104000091552734,40.10499954223633,51.534000396728516,6.4029998779296875,12.440999984741211,4.511000156402588,18.158000946044922,17.834999084472656,10.734999656677246,10.692000389099121,11.482999801635742,116.98799896240234,91.95899963378906,61.047000885009766,93.4749984741211
242,C,1,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.61299991607666,8.753999710083008,4.978000164031982,9.616000175476074,NaN,NaN,NaN,NaN,32.95000076293945,105.09600067138672,72.16200256347656,40.095001220703125,NaN,NaN,NaN,NaN,14.571999549865723,20.687999725341797,13.892000198364258,7.9079999923706055,6.3470001220703125,14.28499984741211,17.190000534057617,2.2939999103546143,126.83100128173828,69.83699798583984,136.81399536132812,23.763999938964844,NaN,NaN,NaN,NaN,66.57499694824219,85.20700073242188,88.0989990234375,111.61199951171875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.541000366210938,60.2130012512207,55.599998474121094,43.680999755859375,10.015000343322754,8.215999603271484,14.413000106811523,18.843000411987305,105.72799682617188,50.26300048828125,51.617000579833984,122.8239974975586,46.08599853515625,30.283000946044922,42.95399856567383,60.10300064086914,12.48900032043457,1.9670000076293945,6.889999866485596,25.64299964904785,NaN,NaN,NaN,NaN,21.55900001525879,2.2699999809265137,18.030000686645508,50.832000732421875,128.99000549316406,53.874000549316406,34.56100082397461,185.24099731445312,NaN,NaN,NaN,NaN,26.981000900268555,66.43499755859375,80.947998046875,80.6780014038086,102.74700164794922,217.89999389648438,211.677001953125,228.72799682617188,91.8489990234375,209.427001953125,129.4409942626953,210.2830047607422,7.420000076293945,32.70500183105469,20.209999084472656,11.986000061035156,15.28499984741211,16.770999908447266,24.429000854492188,18.983999252319336,7.64300012588501,23.3799991607666,18.499000549316406,29.687999725341797,136.95899963378906,98.34500122070312,69.72000122070312,74.60700225830078,70.78500366210938,47.73099899291992,61.4630012512207,40.733001708984375,13.32699966430664,6.561999797821045,2.2980000972747803,4.111000061035156,12.418000221252441,17.618999481201172,24.8439998626709,14.086000442504883,72.70800018310547,80.72599792480469,83.33699798583984,64.86799621582031
243,C,1,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.840000152587891,0.9070000052452087,2.7060000896453857,6.357999801635742,NaN,NaN,NaN,NaN,37.25299835205078,60.43000030517578,88.88400268554688,46.29899978637695,NaN,NaN,NaN,NaN,4.314000129699707,15.73900032043457,11.192000389099121,9.58899974822998,12.46399974822998,0.17000000178813934,11.888999938964844,12.793999671936035,132.72500610351562,48.18899917602539,60.215999603271484,44.720001220703125,NaN,NaN,NaN,NaN,30.339000701904297,70.53399658203125,84.73300170898438,138.8300018310547,NaN,NaN,NaN,NaN,8.529000282287598,11.723999977111816,16.98900032043457,10.473999977111816,57.89699935913086,47.68899917602539,55.029998779296875,27.902999877929688,8.581999778747559,6.513000011444092,18.058000564575195,12.079999923706055,57.48500061035156,42.96099853515625,27.163000106811523,169.50399780273438,38.58399963378906,22.761999130249023,35.86399841308594,79.95099639892578,14.708999633789062,2.2890000343322754,4.255000114440918,14.975000381469727,NaN,NaN,NaN,NaN,8.480999946594238,0.0820000022649765,10.49899959564209,28.56100082397461,72.59700012207031,33.55699920654297,19.41200065612793,110.50199890136719,NaN,NaN,NaN,NaN,49.46799850463867,39.665000915527344,47.316001892089844,57.8489990234375,175.73899841308594,184.59100341796875,173.29800415039062,285.1679992675781,154.13099670410156,186.73500061035156,176.5590057373047,187.02200317382812,2.7960000038146973,36.104000091552734,23.98200035095215,18.690000534057617,24.483999252319336,14.621999740600586,10.718000411987305,8.279000282287598,16.538999557495117,16.575000762939453,10.711999893188477,37.994998931884766,109.69999694824219,87.80999755859375,82.58599853515625,61.650001525878906,52.959999084472656,42.57600021362305,58.209999084472656,19.857999801635742,13.022000312805176,12.109000205993652,2.305000066757202,18.66900062561035,33.097999572753906,24.141000747680664,11.989999771118164,0.15800000727176666,133.89999389648438,37.38800048828125,41.277000427246094,138.3520050048828
244,M,1,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.633000373840332,6.909999847412109,3.8340001106262207,6.368000030517578,NaN,NaN,NaN,NaN,51.30099868774414,72.80500030517578,48.85300064086914,47.612998962402344,NaN,NaN,NaN,NaN,15.067000389099121,30.426000595092773,2.2950000762939453,7.809000015258789,5.374000072479248,15.571000099182129,0.026000000536441803,6.86899995803833,70.29299926757812,131.3040008544922,121.86699676513672,126.0999984741211,NaN,NaN,NaN,NaN,53.2859992980957,67.29299926757812,45.93899917602539,124.12200164794922,NaN,NaN,NaN,NaN,8.380999565124512,6.61299991607666,7.8979997634887695,18.916000366210938,39.61800003051758,39.21699905395508,36.87900161743164,76.08200073242188,10.003000259399414,20.378999710083008,12.854999542236328,54.39500045776367,9.574000358581543,104.85399627685547,85.51799774169922,93.60399627685547,23.034000396728516,18.90399932861328,13.902999877929688,45.89699935913086,10.699000358581543,4.0929999351501465,0.024000000208616257,11.059000015258789,NaN,NaN,NaN,NaN,12.46500015258789,6.519999980926514,0.28600001335144043,22.70599937438965,34.229000091552734,84.18499755859375,59.84700012207031,116.33300018310547,4.513999938964844,8.67199993133545,2.3559999465942383,7.999000072479248,85.99600219726562,48.191001892089844,46.59700012207031,44.459999084472656,187.27200317382812,193.95799255371094,145.38099670410156,195.09100341796875,180.30999755859375,179.2779998779297,140.7949981689453,195.67999267578125,21.67300033569336,24.917999267578125,25.038000106811523,0.017000000923871994,31.641000747680664,28.03700065612793,43.36800003051758,20.854999542236328,12.319000244140625,16.972000122070312,13.829000473022461,21.8799991607666,69.86299896240234,56.63800048828125,51.500999450683594,102.18299865722656,62.02799987792969,45.5359992980957,36.10599899291992,39.82500076293945,15.414999961853027,13.666000366210938,3.239000082015991,28.839000701904297,13.72599983215332,28.042999267578125,16.558000564575195,14.232000350952148,150.63099670410156,82.4530029296875,33.527000427246094,133.43699645996094
245,C,1,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.991999626159668,10.223999977111816,4.441999912261963,2.500999927520752,NaN,NaN,NaN,NaN,38.483001708984375,81.58000183105469,58.941001892089844,62.263999938964844,NaN,NaN,NaN,NaN,14.479999542236328,36.33399963378906,18.30900001525879,1.5839999914169312,4.611999988555908,14.885000228881836,8.465999603271484,20.148000717163086,114.50299835205078,94.61000061035156,43.13199996948242,59.66699981689453,NaN,NaN,NaN,NaN,40.676998138427734,105.56600189208984,68.51599884033203,169.95199584960938,NaN,NaN,NaN,NaN,8.668000221252441,17.358999252319336,6.531000137329102,6.665999889373779,45.064998626708984,64.83799743652344,57.185001373291016,56.63600158691406,18.1200008392334,23.275999069213867,11.87399959564209,13.178999900817871,81.55899810791016,102.51300048828125,97.61199951171875,151.03500366210938,20.930999755859375,56.40399932861328,28.180999755859375,58.89500045776367,6.896999835968018,3.6429998874664307,0.02199999988079071,11.190999984741211,NaN,NaN,NaN,NaN,19.62299919128418,28.40399932861328,7.927999973297119,45.15700149536133,73.2020034790039,93.31500244140625,40.21500015258789,101.37899780273438,7.210000038146973,13.916999816894531,8.423999786376953,0.0,71.26699829101562,79.0510025024414,32.66699981689453,60.409000396728516,226.17999267578125,170.71299743652344,103.96299743652344,266.1440124511719,198.7949981689453,142.88900756835938,182.39100646972656,171.0489959716797,47.43199920654297,6.210000038146973,15.375,41.79800033569336,47.32699966430664,11.812000274658203,18.60700035095215,38.5260009765625,25.663999557495117,25.972999572753906,3.2290000915527344,24.680999755859375,139.1179962158203,42.64500045776367,73.04299926757812,85.73899841308594,48.44599914550781,48.12900161743164,35.56700134277344,65.41799926757812,21.78700065612793,38.06700134277344,0.028999999165534973,10.053999900817871,22.344999313354492,16.159000396728516,18.29400062561035,28.25200080871582,88.1719970703125,89.95500183105469,62.84700012207031,133.375
246,C,0,4.0,3.0,NaN,NaN,NaN,NaN,2.2780001163482666,4.304999828338623,0.029999999329447746,6.908999919891357,4.239999771118164,6.230000019073486,6.449999809265137,4.065000057220459,NaN,NaN,NaN,NaN,33.90999984741211,60.375,90.58899688720703,34.73699951171875,NaN,NaN,NaN,NaN,10.295999526977539,14.314000129699707,22.964000701904297,5.235000133514404,6.894999980926514,3.9260001182556152,8.489999771118164,7.8429999351501465,88.83399963378906,87.47899627685547,107.96600341796875,57.57400131225586,NaN,NaN,NaN,NaN,29.079999923706055,73.35600280761719,101.10800170898438,122.70899963378906,NaN,NaN,NaN,NaN,7.565999984741211,5.267000198364258,8.555999755859375,27.128999710083008,38.840999603271484,52.63999938964844,40.66699981689453,34.67599868774414,6.705999851226807,14.824999809265137,8.713000297546387,33.09000015258789,5.170000076293945,80.91200256347656,71.68499755859375,112.2699966430664,56.887001037597656,25.961000442504883,25.676000595092773,53.125999450683594,8.85099983215332,0.01899999938905239,0.29899999499320984,12.54699993133545,NaN,NaN,NaN,NaN,22.56100082397461,0.07000000029802322,2.497999906539917,25.913999557495117,37.15999984741211,13.295000076293945,53.165000915527344,140.0800018310547,10.701000213623047,0.05000000074505806,0.02500000037252903,21.972999572753906,63.5359992980957,26.493000030517578,54.93299865722656,36.35900115966797,135.2969970703125,101.64600372314453,162.27499389648438,237.08999633789062,168.25399780273438,163.92100524902344,134.53700256347656,150.218994140625,8.831999778747559,22.73200035095215,29.100000381469727,15.85099983215332,38.540000915527344,6.372000217437744,2.759000062942505,6.5960001945495605,17.59000015258789,10.555999755859375,16.117000579833984,43.720001220703125,109.85099792480469,58.88800048828125,45.68899917602539,118.1510009765625,59.65299987792969,44.91400146484375,49.0890007019043,76.48600006103516,4.541999816894531,26.9060001373291,0.0,9.89900016784668,21.5939998626709,22.26099967956543,27.280000686645508,35.819000244140625,109.83899688720703,44.097999572753906,79.01300048828125,110.28199768066406
247,M,1,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.250999927520752,6.698999881744385,4.26800012588501,17.301000595092773,3.427000045776367,3.489000082015991,9.154000282287598,9.732000350952148,40.4630012512207,42.62300109863281,36.05799865722656,69.91799926757812,NaN,NaN,NaN,NaN,16.729000091552734,13.531000137329102,4.954999923706055,6.548999786376953,12.78600025177002,13.543000221252441,13.439000129699707,11.347999572753906,89.27999877929688,33.42900085449219,37.084999084472656,83.00199890136719,NaN,NaN,NaN,NaN,77.74800109863281,112.22899627685547,87.56300354003906,151.79400634765625,NaN,NaN,NaN,NaN,5.122000217437744,16.7810001373291,11.557000160217285,38.80500030517578,38.20199966430664,67.89900207519531,42.86199951171875,91.1729965209961,6.001999855041504,23.17300033569336,16.43400001525879,38.83000183105469,33.95100021362305,133.10000610351562,38.06100082397461,290.4540100097656,30.582000732421875,29.385000228881836,47.606998443603516,54.30400085449219,2.3550000190734863,0.02199999988079071,4.224999904632568,18.95199966430664,NaN,NaN,NaN,NaN,4.673999786376953,0.2919999957084656,12.753000259399414,29.902000427246094,62.483001708984375,99.63400268554688,70.65899658203125,111.30500030517578,NaN,NaN,NaN,NaN,50.862998962402344,49.696998596191406,51.51100158691406,42.74399948120117,214.24200439453125,152.99000549316406,163.9340057373047,234.7030029296875,161.2969970703125,131.4810028076172,129.20199584960938,183.8730010986328,35.09400177001953,16.44099998474121,8.239999771118164,19.732999801635742,36.459999084472656,22.5310001373291,8.529999732971191,23.691999435424805,28.084999084472656,19.979999542236328,21.95800018310547,24.46299934387207,71.27999877929688,70.68000030517578,48.99800109863281,55.91899871826172,57.22600173950195,41.698001861572266,46.15800094604492,80.29900360107422,14.468000411987305,28.46500015258789,4.275000095367432,13.880000114440918,27.320999145507812,32.00400161743164,64.73400115966797,48.55400085449219,107.572998046875,44.57699966430664,40.65399932861328,87.7020034790039
248,M,0,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.599999904632568,6.423999786376953,4.39300012588501,5.416999816894531,NaN,NaN,NaN,NaN,24.812999725341797,83.01799774169922,79.5250015258789,49.36800003051758,2.4230000972747803,13.07800006866455,9.947999954223633,17.691999435424805,4.613999843597412,27.545000076293945,13.864999771118164,4.144999980926514,NaN,NaN,NaN,NaN,94.98200225830078,138.4550018310547,79.40899658203125,67.93900299072266,NaN,NaN,NaN,NaN,37.22999954223633,92.68900299072266,87.1780014038086,160.04800415039062,NaN,NaN,NaN,NaN,0.14000000059604645,8.611000061035156,8.47599983215332,18.75200080871582,36.297000885009766,33.07400131225586,52.47999954223633,62.986000061035156,20.410999298095703,16.291000366210938,29.95599937438965,44.01100158691406,74.43699645996094,87.08699798583984,88.90299987792969,114.23799896240234,24.322999954223633,30.000999450683594,11.163000106811523,31.749000549316406,6.255000114440918,0.0,2.1530001163482666,20.36400032043457,NaN,NaN,NaN,NaN,6.564000129699707,4.3470001220703125,0.03400000184774399,22.503000259399414,66.427001953125,33.1150016784668,29.351999282836914,157.68699645996094,0.10899999737739563,0.0,0.02800000086426735,22.797000885009766,72.52400207519531,92.73500061035156,71.06300354003906,54.63999938964844,152.12399291992188,104.40299987792969,105.66200256347656,252.8489990234375,164.58299255371094,114.11699676513672,76.01300048828125,179.91400146484375,28.731000900268555,4.513000011444092,16.93600082397461,10.491000175476074,12.5649995803833,9.093000411987305,19.30699920654297,24.697999954223633,10.25,16.086000442504883,10.928999900817871,14.859000205993652,80.85299682617188,25.027000427246094,32.54899978637695,94.10700225830078,59.24599838256836,27.19499969482422,37.54499816894531,70.9020004272461,9.864999771118164,9.251999855041504,15.52299976348877,9.574999809265137,18.937999725341797,29.70400047302246,23.281999588012695,39.17300033569336,70.56500244140625,60.507999420166016,41.55799865722656,59.72600173950195
249,C,1,7.0,6.0,NaN,NaN,NaN,NaN,0.22599999606609344,29.214000701904297,33.486000061035156,7.0970001220703125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.239999771118164,71.125,52.05799865722656,15.890000343322754,NaN,NaN,NaN,NaN,8.895000457763672,35.32400131225586,18.947999954223633,0.10100000351667404,2.365000009536743,10.501999855041504,13.541999816894531,2.135999917984009,55.79600143432617,66.52300262451172,52.09299850463867,62.32500076293945,0.16200000047683716,18.030000686645508,15.788000106811523,10.805000305175781,49.63199996948242,80.74600219726562,97.16999816894531,156.35400390625,NaN,NaN,NaN,NaN,12.425999641418457,14.114999771118164,9.868000030517578,26.42799949645996,52.560001373291016,46.007999420166016,45.6870002746582,34.808998107910156,21.17099952697754,25.899999618530273,13.668999671936035,41.152000427246094,65.55799865722656,71.50299835205078,62.61199951171875,152.36599731445312,37.9640007019043,58.207000732421875,41.606998443603516,84.9020004272461,2.24399995803833,4.50600004196167,0.026000000536441803,10.982999801635742,NaN,NaN,NaN,NaN,4.426000118255615,16.590999603271484,7.823999881744385,32.80099868774414,14.281000137329102,64.7770004272461,33.99300003051758,191.28599548339844,0.11400000005960464,2.2699999809265137,0.0020000000949949026,15.213000297546387,43.64899826049805,62.388999938964844,49.95000076293945,34.222999572753906,187.16799926757812,140.63999938964844,138.69200134277344,273.38800048828125,197.84500122070312,131.9320068359375,162.093994140625,154.2969970703125,20.84000015258789,9.640000343322754,12.411999702453613,46.327999114990234,29.740999221801758,6.263000011444092,26.190000534057617,5.335000038146973,18.238000869750977,10.869999885559082,8.555000305175781,31.858999252319336,124.11799621582031,48.6870002746582,71.45600128173828,78.46199798583984,49.8390007019043,55.35900115966797,42.62900161743164,73.25700378417969,10.164999961853027,19.36199951171875,4.461999893188477,18.788999557495117,15.402000427246094,23.959999084472656,16.738000869750977,32.012001037597656,47.4900016784668,68.03700256347656,53.3489990234375,100.11399841308594
