30 of 38 units, , , ,V4e043_00, ,V4e043_01, ,V4e044_00, ,V4e045_00, ,V4e046_00, ,V4e047_00, ,V4e048_00, ,V4e048_01, ,V4e052_00, ,V4e052_01, ,V4e052_02, ,V4e052_03, ,V4e052_04, ,V4e053_00, ,V4e053_01, ,V4e054_00, ,MTe037_00, ,MTe038_00, ,MTe039_00, ,MTe039_02, ,MTe040_00, ,MTe041_00, ,MTe041_01, ,MTe042_00, ,MTe042_02, ,MTe049_00, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1,C,6.0,6.0,148.8719940185547,88.88700103759766,14.717000007629395,10.133999824523926,231.19900512695312,108.11799621582031,26.850000381469727,6.705999851226807,170.6820068359375,174.38299560546875,NaN,NaN,127.28800201416016,250.19500732421875,NaN,NaN,73.11699676513672,86.24199676513672,11.163000106811523,3.997999906539917,NaN,NaN,NaN,NaN,0.0010000000474974513,4.005000114440918,42.51499938964844,114.18599700927734,6.245999813079834,38.21500015258789,94.75599670410156,111.58100128173828,206.65499877929688,310.5450134277344,69.0250015258789,312.89599609375,72.9020004272461,180.68800354003906,NaN,NaN,131.7790069580078,169.63699340820312,16.417999267578125,89.13099670410156,NaN,NaN,70.74199676513672,119.13600158691406,39.20899963378906,99.2300033569336,23.89699935913086,49.69900131225586,29.152999877929688,16.04599952697754,8.628999710083008,0.0020000000949949026,25.599000930786133,48.236000061035156,10.331999778747559,18.8799991607666
2,M,1.0,2.0,116.56900024414062,95.74800109863281,8.843999862670898,0.04500000178813934,133.80499267578125,34.47999954223633,14.394000053405762,2.6410000324249268,204.0500030517578,248.91299438476562,NaN,NaN,204.23599243164062,287.6789855957031,NaN,NaN,100.09600067138672,146.4239959716797,12.579000473022461,7.585999965667725,NaN,NaN,NaN,NaN,NaN,NaN,40.46900177001953,89.83300018310547,12.442999839782715,21.134000778198242,35.676998138427734,90.00499725341797,220.0489959716797,223.83900451660156,105.24199676513672,325.281005859375,106.68000030517578,102.58300018310547,NaN,NaN,68.91300201416016,73.69000244140625,40.667999267578125,60.744998931884766,NaN,NaN,69.43599700927734,82.95500183105469,46.74700164794922,68.85099792480469,25.89699935913086,89.00900268554688,10.682999610900879,42.887001037597656,0.21899999678134918,11.039999961853027,2.4549999237060547,18.663000106811523,10.133999824523926,16.863000869750977
3,C,7.0,6.0,151.91700744628906,87.06400299072266,29.31800079345703,19.459999084472656,249.7239990234375,119.23500061035156,33.81399917602539,21.0,178.14599609375,173.7779998779297,NaN,NaN,138.61199951171875,223.38099670410156,NaN,NaN,94.1449966430664,119.27300262451172,14.276000022888184,0.41600000858306885,NaN,NaN,NaN,NaN,6.318999767303467,26.983999252319336,80.03800201416016,115.75800323486328,24.47599983215332,35.555999755859375,50.89500045776367,88.73400115966797,220.49200439453125,244.4720001220703,69.28800201416016,207.52000427246094,136.92999267578125,95.5199966430664,NaN,NaN,131.93099975585938,58.68299865722656,30.677000045776367,77.10199737548828,NaN,NaN,60.79499816894531,93.06900024414062,34.018001556396484,89.34300231933594,36.4640007019043,92.50599670410156,28.27899932861328,34.64799880981445,13.904000282287598,19.469999313354492,27.48699951171875,19.989999771118164,15.1850004196167,25.797000885009766
4,M,6.0,7.0,202.57899475097656,80.59400177001953,0.02199999988079071,0.05000000074505806,72.22899627685547,32.13600158691406,4.829999923706055,4.039999961853027,114.89199829101562,74.56099700927734,NaN,NaN,93.94400024414062,257.0450134277344,NaN,NaN,86.76399993896484,80.89900207519531,6.211999893188477,4.0269999504089355,NaN,NaN,NaN,NaN,NaN,NaN,79.2770004272461,86.09600067138672,24.121000289916992,23.249000549316406,74.5739974975586,65.90299987792969,209.5749969482422,368.4410095214844,63.7760009765625,199.15699768066406,173.61300659179688,258.85198974609375,NaN,NaN,96.927001953125,88.10800170898438,36.8489990234375,72.74099731445312,NaN,NaN,48.66600036621094,75.40799713134766,44.141998291015625,82.01300048828125,43.9379997253418,60.33399963378906,49.86800003051758,30.670000076293945,6.039999961853027,0.5989999771118164,36.301998138427734,42.32400131225586,15.439000129699707,26.856000900268555
5,M,1.0,2.0,143.2740020751953,124.33000183105469,6.544000148773193,3.2179999351501465,168.7969970703125,148.05499267578125,19.339000701904297,32.034000396728516,242.13400268554688,217.97300720214844,6.242000102996826,1.8380000591278076,104.41500091552734,317.74700927734375,NaN,NaN,54.448001861572266,107.7040023803711,0.029999999329447746,7.264999866485596,NaN,NaN,NaN,NaN,4.5320000648498535,13.326000213623047,66.0739974975586,78.37899780273438,18.138999938964844,15.35099983215332,84.93800354003906,58.540000915527344,212.94200134277344,294.4429931640625,71.8219985961914,303.4119873046875,126.01799774169922,254.18800354003906,NaN,NaN,73.76599884033203,84.52400207519531,18.409000396728516,82.49700164794922,NaN,NaN,65.2030029296875,84.11599731445312,54.44499969482422,90.66999816894531,29.27400016784668,124.0780029296875,26.332000732421875,10.680999755859375,0.0,1.0479999780654907,51.928001403808594,58.380001068115234,18.43199920654297,22.788000106811523
6,C,6.0,6.0,115.8030014038086,102.31199645996094,0.0,0.0,78.8280029296875,67.40699768066406,2.2690000534057617,2.571000099182129,82.09600067138672,258.3009948730469,NaN,NaN,100.60900115966797,199.5469970703125,NaN,NaN,69.09400177001953,70.81999969482422,7.955999851226807,0.04699999839067459,NaN,NaN,NaN,NaN,0.0010000000474974513,9.833000183105469,102.81800079345703,71.77300262451172,19.82200050354004,19.67300033569336,27.009000778198242,88.81900024414062,162.00100708007812,297.9840087890625,30.625,181.63099670410156,62.0880012512207,144.9980010986328,NaN,NaN,43.87699890136719,86.7490005493164,18.386999130249023,57.073001861572266,NaN,NaN,56.9119987487793,78.40399932861328,33.66899871826172,65.98200225830078,41.611000061035156,87.98300170898438,36.99100112915039,7.436999797821045,2.2699999809265137,0.003000000026077032,29.989999771118164,37.143001556396484,6.046999931335449,24.114999771118164
7,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,C,7.0,7.0,197.7740020751953,59.58300018310547,34.08100128173828,0.1459999978542328,191.8000030517578,31.711999893188477,29.9689998626709,7.806000232696533,231.11700439453125,119.60399627685547,NaN,NaN,133.0500030517578,216.37399291992188,NaN,NaN,110.21499633789062,132.03199768066406,28.273000717163086,19.368000030517578,NaN,NaN,NaN,NaN,NaN,NaN,61.20800018310547,130.3820037841797,4.4679999351501465,23.687000274658203,94.5250015258789,97.80799865722656,173.21099853515625,331.38800048828125,45.104000091552734,124.85900115966797,82.13899993896484,177.0019989013672,NaN,NaN,170.9429931640625,106.90299987792969,27.458999633789062,118.77899932861328,NaN,NaN,75.56700134277344,55.69900131225586,33.13999938964844,73.68800354003906,32.16299819946289,116.90799713134766,16.388999938964844,67.8759994506836,2.244999885559082,0.1340000033378601,4.254000186920166,12.093999862670898,4.297999858856201,21.86199951171875
9,C,3.0,4.0,139.0469970703125,33.23099899291992,21.697999954223633,5.078000068664551,67.77200317382812,39.16400146484375,8.449999809265137,7.861999988555908,116.6969985961914,161.71200561523438,5.4730000495910645,11.892999649047852,114.0530014038086,219.46400451660156,NaN,NaN,62.27199935913086,103.54299926757812,10.173999786376953,29.03700065612793,NaN,NaN,NaN,NaN,NaN,NaN,79.38899993896484,136.03199768066406,4.033999919891357,32.3380012512207,80.6240005493164,73.94000244140625,191.39700317382812,272.65899658203125,95.5770034790039,278.8789978027344,134.50100708007812,160.03599548339844,NaN,NaN,103.91200256347656,78.38200378417969,27.551000595092773,68.8280029296875,NaN,NaN,47.83399963378906,78.58899688720703,NaN,NaN,27.097999572753906,84.56600189208984,11.329999923706055,46.04199981689453,2.203000068664551,9.944000244140625,5.761000156402588,35.30099868774414,10.538999557495117,18.25200080871582
